COMPOSER	COLLECTION	MOVEMENT	MEASURE (START)	FIGURE(S)	KEY
Beethoven, Ludwig van	Op59 No3	2	116	viio4/3	A major
Beethoven, Ludwig van	Op59 No3	2	117	viio4/3	A major
Beethoven, Ludwig van	Op59 No3	2	117	viio4/3	A major
Beethoven, Ludwig van	Op59 No3	2	118	iv6/4	A major
Beethoven, Ludwig van	Op59 No3	2	137	#vi7	A minor
Beethoven, Ludwig van	Op59 No3	4	48	viio4/3	C major
Beethoven, Ludwig van	Op59 No3	4	49	viio4/3	C major
Beethoven, Ludwig van	Op59 No3	4	58	iiø2	G major
Beethoven, Ludwig van	Op59 No3	4	83	viio7	C major
Beethoven, Ludwig van	Op59 No3	4	238	iiø6/5	C major
Beethoven, Ludwig van	Op59 No3	4	257	viio6/5	C major
Beethoven, Ludwig van	Op59 No3	4	258	viio6/5	C major
Beethoven, Ludwig van	Op59 No3	4	269	iv6	C major
Beethoven, Ludwig van	Op59 No3	4	296	viio7	F major
Beethoven, Ludwig van	Op59 No3	4	300	viio7	F major
Beethoven, Ludwig van	Op59 No3	4	328	I	C minor
Beethoven, Ludwig van	Op59 No3	4	329	ii	C minor
Beethoven, Ludwig van	Op59 No3	4	330	I	C minor
Beethoven, Ludwig van	Op59 No3	4	331	ii	C minor
Beethoven, Ludwig van	Op59 No3	4	332	I	C minor
Beethoven, Ludwig van	Op59 No3	4	335	ii	C minor
Beethoven, Ludwig van	Op59 No3	4	336	I	C minor
Beethoven, Ludwig van	Op59 No3	4	337	ii6	C minor
Beethoven, Ludwig van	Op59 No3	4	338	I6	C minor
Beethoven, Ludwig van	Op59 No3	4	339	ii6	C minor
Beethoven, Ludwig van	Op59 No3	4	340	I6	C minor
Beethoven, Ludwig van	Op59 No3	4	341	ii6	C minor
Beethoven, Ludwig van	Op59 No3	4	342	I6	C minor
Beethoven, Ludwig van	Op59 No3	4	343	ii6	C minor
Beethoven, Ludwig van	Op59 No3	4	344	I6	C minor
Beethoven, Ludwig van	Op59 No3	4	345	I	C minor
Beethoven, Ludwig van	Op59 No3	4	346	I6	C minor
Beethoven, Ludwig van	Op59 No3	4	348	IV	C minor
Beethoven, Ludwig van	Op59 No3	4	349	IV	C minor
Beethoven, Ludwig van	Op59 No3	4	349	ii6/5	C minor
Beethoven, Ludwig van	Op59 No3	4	350	I	C minor
Beethoven, Ludwig van	Op59 No3	4	352	I6	C minor
Beethoven, Ludwig van	Op59 No3	4	353	I	C minor
Beethoven, Ludwig van	Op59 No3	4	354	I	C minor
Beethoven, Ludwig van	Op59 No3	4	355	vi6/4	C minor
Beethoven, Ludwig van	Op59 No3	4	356	IV	C minor
Beethoven, Ludwig van	Op59 No3	4	357	ii6	C minor
Beethoven, Ludwig van	Op59 No3	4	360	I6	C minor
Beethoven, Ludwig van	Op59 No3	4	361	IV6	C minor
Beethoven, Ludwig van	Op59 No3	4	363	IV6	C minor
Beethoven, Ludwig van	Op59 No3	4	364	I	C minor
Beethoven, Ludwig van	Op59 No3	4	366	ii	C minor
Beethoven, Ludwig van	Op59 No3	4	368	I	C minor
Beethoven, Ludwig van	Op59 No3	4	370	ii	C minor
Beethoven, Ludwig van	Op59 No3	4	372	I	C minor
Beethoven, Ludwig van	Op59 No3	4	373	I	C minor
Beethoven, Ludwig van	Op59 No3	4	376	I	C minor
Beethoven, Ludwig van	Op59 No3	4	377	I	C minor
Beethoven, Ludwig van	Op59 No3	4	380	I	C minor
Beethoven, Ludwig van	Op59 No3	4	381	vi	C minor
Beethoven, Ludwig van	Op59 No3	4	383	I6	C minor
Beethoven, Ludwig van	Op59 No3	4	384	I	C minor
Beethoven, Ludwig van	Op59 No3	4	385	I	C minor
Beethoven, Ludwig van	Op59 No3	4	387	ii	C minor
Beethoven, Ludwig van	Op59 No3	4	388	ii	C minor
Beethoven, Ludwig van	Op59 No3	4	389	ii	C minor
Beethoven, Ludwig van	Op59 No3	4	392	ii2	C minor
Beethoven, Ludwig van	Op59 No3	4	394	I	C minor
Beethoven, Ludwig van	Op59 No3	4	395	IV6/4	C minor
Beethoven, Ludwig van	Op59 No3	4	396	I	C minor
Beethoven, Ludwig van	Op59 No3	4	397	IV6/4	C minor
Beethoven, Ludwig van	Op59 No3	4	398	I	C minor
Beethoven, Ludwig van	Op59 No3	4	400	ii	C minor
Beethoven, Ludwig van	Op59 No3	4	402	I	C minor
Beethoven, Ludwig van	Op59 No3	4	404	ii	C minor
Beethoven, Ludwig van	Op59 No3	4	406	I	C minor
Beethoven, Ludwig van	Op59 No3	4	408	ii	C minor
Beethoven, Ludwig van	Op59 No3	4	418	I	C minor
Beethoven, Ludwig van	Op59 No3	4	419	vi7	C minor
Beethoven, Ludwig van	Op59 No3	4	421	I6	C minor
Beethoven, Ludwig van	Op59 No3	4	422	I	C minor
Beethoven, Ludwig van	Op59 No3	4	423	I	C minor
Beethoven, Ludwig van	Op59 No3	4	424	I6	C minor
Beethoven, Ludwig van	Op59 No3	4	424	I	C minor
Beethoven, Ludwig van	Op59 No3	4	425	I6	C minor
Beethoven, Ludwig van	Op59 No3	4	426	IV	C minor
Beethoven, Ludwig van	Op59 No3	4	428	I	C minor
Beethoven, Ludwig van	Op74	1	5	bVII6	Eb major
Beethoven, Ludwig van	Op74	1	10	iiø2	Eb major
Beethoven, Ludwig van	Op74	1	18	iv	Eb major
Beethoven, Ludwig van	Op74	1	18	iv	Eb major
Beethoven, Ludwig van	Op74	1	19	iv	Eb major
Beethoven, Ludwig van	Op74	1	19	iv	Eb major
Beethoven, Ludwig van	Op74	1	20	v	Eb major
Beethoven, Ludwig van	Op74	1	21	iv	Eb major
Beethoven, Ludwig van	Op74	1	21	viio7	Eb major
Beethoven, Ludwig van	Op74	1	22	iv	Eb major
Beethoven, Ludwig van	Op74	1	42	iv6	Bb major
Beethoven, Ludwig van	Op74	1	44	viio4/3	Bb major
Beethoven, Ludwig van	Op74	1	46	viio4/3	Bb major
Beethoven, Ludwig van	Op74	1	57	viio4/3	Bb major
Beethoven, Ludwig van	Op74	1	93	iv6	F major
Beethoven, Ludwig van	Op74	1	113	iv6/4	C major
Beethoven, Ludwig van	Op74	1	168	iv6	Bb major
Beethoven, Ludwig van	Op74	1	169	viio2	Eb major
Beethoven, Ludwig van	Op74	1	170	viio2	Eb major
Beethoven, Ludwig van	Op74	1	171	viio4/3	Eb major
Beethoven, Ludwig van	Op74	1	172	viio4/3	Eb major
Beethoven, Ludwig van	Op74	1	225	viio4/3	Eb major
Beethoven, Ludwig van	Op74	1	226	viio4/3	Eb major
Beethoven, Ludwig van	Op74	1	227	viio4/3	Eb major
Beethoven, Ludwig van	Op74	1	228	viio4/3	Eb major
Beethoven, Ludwig van	Op74	2	3	viio7	Ab major
Beethoven, Ludwig van	Op74	2	31	iv	Cb major
Beethoven, Ludwig van	Op74	2	36	viio7	Cb major
Beethoven, Ludwig van	Op74	2	38	viio7	Cb major
Beethoven, Ludwig van	Op74	2	115	I	Ab minor
Beethoven, Ludwig van	Op74	2	116	I6	Ab minor
Beethoven, Ludwig van	Op74	2	117	IV6	Ab minor
Beethoven, Ludwig van	Op74	2	117	I	Ab minor
Beethoven, Ludwig van	Op74	2	119	I	Ab minor
Beethoven, Ludwig van	Op74	2	121	ii	Ab minor
Beethoven, Ludwig van	Op74	2	123	I6	Ab minor
Beethoven, Ludwig van	Op74	2	124	I	Ab minor
Beethoven, Ludwig van	Op74	2	126	IV	Ab minor
Beethoven, Ludwig van	Op74	2	126	IV	Ab minor
Beethoven, Ludwig van	Op74	2	128	ii	Ab minor
Beethoven, Ludwig van	Op74	2	129	ii6	Ab minor
Beethoven, Ludwig van	Op74	2	130	I6	Ab minor
Beethoven, Ludwig van	Op74	2	130	IV6	Ab minor
Beethoven, Ludwig van	Op74	2	131	I	Ab minor
Beethoven, Ludwig van	Op74	2	131	IV	Ab minor
Beethoven, Ludwig van	Op74	2	131	ii	Ab minor
Beethoven, Ludwig van	Op74	2	133	I	Ab minor
Beethoven, Ludwig van	Op74	2	133	ii6/4	Ab minor
Beethoven, Ludwig van	Op74	2	134	ii6/4	Ab minor
Beethoven, Ludwig van	Op74	2	135	I	Ab minor
Beethoven, Ludwig van	Op74	2	135	IV	Ab minor
Beethoven, Ludwig van	Op74	2	152	viio2	Ab major
Beethoven, Ludwig van	Op74	2	153	viio2	Ab major
Beethoven, Ludwig van	Op74	2	154	viio2	Ab major
Beethoven, Ludwig van	Op74	2	156	viio2	Ab major
Beethoven, Ludwig van	Op74	2	158	viio2	Ab major
Beethoven, Ludwig van	Op74	2	161	i	Ab major
Beethoven, Ludwig van	Op74	3	168	iio7	C major
Beethoven, Ludwig van	Op74	3	169	viio6/5	C major
Beethoven, Ludwig van	Op74	3	170	viio4/3	C major
Beethoven, Ludwig van	Op74	3	171	viio7	C major
Beethoven, Ludwig van	Op74	3	172	viio7	C major
Beethoven, Ludwig van	Op74	3	239	ii	C minor
Beethoven, Ludwig van	Op74	3	239	IV6	C minor
Beethoven, Ludwig van	Op74	3	241	IV6	C minor
Beethoven, Ludwig van	Op74	3	339	viio7	C major
Beethoven, Ludwig van	Op74	3	340	viio7	C major
Beethoven, Ludwig van	Op74	3	341	viio7	C major
Beethoven, Ludwig van	Op74	3	342	viio7	C major
Beethoven, Ludwig van	Op74	3	343	viio7	C major
Beethoven, Ludwig van	Op74	3	379	bviiø6/5	F minor
Beethoven, Ludwig van	Op74	3	411	IV6	C minor
Beethoven, Ludwig van	Op74	4	30	IV6	C minor
Beethoven, Ludwig van	Op74	4	55	iio6/4	Bb major
Beethoven, Ludwig van	Op74	4	102	viio7	Eb major
Beethoven, Ludwig van	Op95	1	14	viiø6/5	F minor
Beethoven, Ludwig van	Op95	1	33	iv	Db major
Beethoven, Ludwig van	Op95	1	60	I	F minor
Beethoven, Ludwig van	Op95	1	61	I	F minor
Beethoven, Ludwig van	Op95	1	101	viio2	F major
Beethoven, Ludwig van	Op95	2	7	iv	D major
Beethoven, Ludwig van	Op95	2	8	iv	D major
Beethoven, Ludwig van	Op95	2	24	iv6/4	D major
Beethoven, Ludwig van	Op95	2	28	iv6/4	D major
Beethoven, Ludwig van	Op95	2	33	viio2	D major
Beethoven, Ludwig van	Op95	2	41	i	D major
Beethoven, Ludwig van	Op95	2	42	i	D major
Beethoven, Ludwig van	Op95	2	43	viio7	D major
Beethoven, Ludwig van	Op95	2	45	bIII6	D major
Beethoven, Ludwig van	Op95	2	46	iv6	D major
Beethoven, Ludwig van	Op95	2	47	iv6/4	D major
Beethoven, Ludwig van	Op95	2	47	viio7	D major
Beethoven, Ludwig van	Op95	2	48	bIII6/4	D major
Beethoven, Ludwig van	Op95	2	50	bVI6	D major
Beethoven, Ludwig van	Op95	2	51	bVI6	D major
Beethoven, Ludwig van	Op95	2	51	i	D major
Beethoven, Ludwig van	Op95	2	53	iv6	D major
Beethoven, Ludwig van	Op95	2	53	i6/4	D major
Beethoven, Ludwig van	Op95	2	53	viio7	D major
Beethoven, Ludwig van	Op95	2	56	i	D major
Beethoven, Ludwig van	Op95	2	58	iio2	D major
Beethoven, Ludwig van	Op95	2	58	bVII	D major
Beethoven, Ludwig van	Op95	2	59	iio4/3	D major
Beethoven, Ludwig van	Op95	2	60	i	Ab major
Beethoven, Ludwig van	Op95	2	61	i	Ab major
Beethoven, Ludwig van	Op95	2	62	viio2	Ab major
Beethoven, Ludwig van	Op95	2	75	viio4/3	D major
Beethoven, Ludwig van	Op95	2	77	viio2	D major
Beethoven, Ludwig van	Op95	2	78	viio2	D major
Beethoven, Ludwig van	Op95	2	80	iv6	D major
Beethoven, Ludwig van	Op95	2	81	iv6	D major
Beethoven, Ludwig van	Op95	2	81	iv	D major
Beethoven, Ludwig van	Op95	2	81	iv	D major
Beethoven, Ludwig van	Op95	2	83	viio4/3	D major
Beethoven, Ludwig van	Op95	2	84	viio4/3	D major
Beethoven, Ludwig van	Op95	2	84	bIII6/4	D major
Beethoven, Ludwig van	Op95	2	90	I	A minor
Beethoven, Ludwig van	Op95	2	93	bVII6/5	D major
Beethoven, Ludwig van	Op95	2	93	bVII4/3	D major
Beethoven, Ludwig van	Op95	2	95	bIII6/4	D major
Beethoven, Ludwig van	Op95	2	97	bVII7	D major
Beethoven, Ludwig van	Op95	2	98	bVII7	D major
Beethoven, Ludwig van	Op95	2	99	bVII7	D major
Beethoven, Ludwig van	Op95	2	103	i6	D major
Beethoven, Ludwig van	Op95	2	104	i6	D major
Beethoven, Ludwig van	Op95	2	106	v7	D major
Beethoven, Ludwig van	Op95	2	107	viio4/3	D major
Beethoven, Ludwig van	Op95	2	108	viio4/3	D major
Beethoven, Ludwig van	Op95	2	109	viio4/3	D major
Beethoven, Ludwig van	Op95	2	110	viio4/3	D major
Beethoven, Ludwig van	Op95	2	111	viio4/3	D major
Beethoven, Ludwig van	Op95	2	118	iv	D major
Beethoven, Ludwig van	Op95	2	119	iv	D major
Beethoven, Ludwig van	Op95	2	131	viio4/3	D major
Beethoven, Ludwig van	Op95	2	135	viio7	D major
Beethoven, Ludwig van	Op95	2	139	viio7	D major
Beethoven, Ludwig van	Op95	2	146	iv6/4	D major
Beethoven, Ludwig van	Op95	2	147	iv6	D major
Beethoven, Ludwig van	Op95	2	148	iv	D major
Beethoven, Ludwig van	Op95	2	149	bIII6/4	D major
Beethoven, Ludwig van	Op95	2	150	bIII6/4	D major
Beethoven, Ludwig van	Op95	2	151	viio7	D major
Beethoven, Ludwig van	Op95	2	152	viio4/3	D major
Beethoven, Ludwig van	Op95	2	152	viio4/3	D major
Beethoven, Ludwig van	Op95	2	164	iio	D major
Beethoven, Ludwig van	Op95	2	174	v	D major
Beethoven, Ludwig van	Op95	2	178	v	D major
Beethoven, Ludwig van	Op95	2	185	viio2	D major
Beethoven, Ludwig van	Op95	3	35	ii6/4	F minor
Beethoven, Ludwig van	Op95	3	171	IV6	C minor
Beethoven, Ludwig van	Op95	3	173	ii6	C minor
Beethoven, Ludwig van	Op95	3	181	ii6	F minor
Beethoven, Ludwig van	Op95	4	3	I6/4	F minor
Beethoven, Ludwig van	Op95	4	4	I6/4	F minor
Beethoven, Ludwig van	Op95	4	14	I6/4	F minor
Beethoven, Ludwig van	Op95	4	14	I6/4	F minor
Beethoven, Ludwig van	Op95	4	14	I6/4	F minor
Beethoven, Ludwig van	Op95	4	27	I6/4	F minor
Beethoven, Ludwig van	Op95	4	27	I6/4	F minor
Beethoven, Ludwig van	Op95	4	27	I6/4	F minor
Beethoven, Ludwig van	Op95	4	28	I6/4	F minor
Beethoven, Ludwig van	Op95	4	29	I6/4	F minor
Beethoven, Ludwig van	Op95	4	29	I6/4	F minor
Beethoven, Ludwig van	Op95	4	71	vi	D minor
Beethoven, Ludwig van	Op95	4	92	ii6/5	F minor
Beethoven, Ludwig van	Op95	4	132	I	F minor
Haydn, Franz Joseph	Op20 No1	1	19	viio43	Eb major
Haydn, Franz Joseph	Op20 No1	1	66	v	Eb major
Haydn, Franz Joseph	Op20 No1	2	12	v	Eb major
Haydn, Franz Joseph	Op20 No1	2	13	v	Eb major
Haydn, Franz Joseph	Op20 No1	2	15	v	Eb major
Haydn, Franz Joseph	Op20 No1	3	26	v	Ab major
Haydn, Franz Joseph	Op20 No1	3	44	i	Eb major
Haydn, Franz Joseph	Op20 No1	3	45	v	Eb major
Haydn, Franz Joseph	Op20 No1	3	46	vi	Bb minor
Haydn, Franz Joseph	Op20 No1	3	46	ii	Bb minor
Haydn, Franz Joseph	Op20 No1	3	65	IV	Bb minor
Haydn, Franz Joseph	Op20 No1	3	66	IV	Bb minor
Haydn, Franz Joseph	Op20 No1	3	67	IV	Bb minor
Haydn, Franz Joseph	Op20 No1	3	69	vi	Bb minor
Haydn, Franz Joseph	Op20 No1	3	79	viio7	Ab major
Haydn, Franz Joseph	Op20 No1	3	82	v6	Ab major
Haydn, Franz Joseph	Op20 No1	3	84	i	Ab major
Haydn, Franz Joseph	Op20 No1	4	59	i	Bb major
Haydn, Franz Joseph	Op20 No1	4	72	ii	C minor
Haydn, Franz Joseph	Op20 No2	1	39	i	G major
Haydn, Franz Joseph	Op20 No2	1	48	i	G major
Haydn, Franz Joseph	Op20 No2	1	50	v	G major
Haydn, Franz Joseph	Op20 No2	1	57	v6	G major
Haydn, Franz Joseph	Op20 No2	1	61	i	G major
Haydn, Franz Joseph	Op20 No2	1	62	i6	G major
Haydn, Franz Joseph	Op20 No2	1	64	v	G major
Haydn, Franz Joseph	Op20 No2	1	69	v64	G major
Haydn, Franz Joseph	Op20 No2	1	72	ii6	A minor
Haydn, Franz Joseph	Op20 No2	1	94	viio7	C major
Haydn, Franz Joseph	Op20 No2	1	96	viio7	C major
Haydn, Franz Joseph	Op20 No2	1	98	i	C major
Haydn, Franz Joseph	Op20 No2	1	102	I64	E minor
Haydn, Franz Joseph	Op20 No2	1	103	I	E minor
Haydn, Franz Joseph	Op20 No2	1	103	I	E minor
Haydn, Franz Joseph	Op20 No2	1	104	I	E minor
Haydn, Franz Joseph	Op20 No2	1	105	I	E minor
Haydn, Franz Joseph	Op20 No2	1	105	I	E minor
Haydn, Franz Joseph	Op20 No2	1	106	I	E minor
Haydn, Franz Joseph	Op20 No2	1	106	I	E minor
Haydn, Franz Joseph	Op20 No2	2	3	ii6	C minor
Haydn, Franz Joseph	Op20 No2	3	22	I	C minor
Haydn, Franz Joseph	Op20 No2	3	24	I	C minor
Haydn, Franz Joseph	Op20 No2	3	26	I	C minor
Haydn, Franz Joseph	Op20 No2	3	57	i	C major
Haydn, Franz Joseph	Op20 No2	3	58	iv65	C major
Haydn, Franz Joseph	Op20 No2	3	62	iio65	C major
Haydn, Franz Joseph	Op20 No2	3	64	i6	C major
Haydn, Franz Joseph	Op20 No2	3	65	iv6	C major
Haydn, Franz Joseph	Op20 No2	3	67	i	C major
Haydn, Franz Joseph	Op20 No2	3	72	iv6	C major
Haydn, Franz Joseph	Op20 No2	3	72	iv	C major
Haydn, Franz Joseph	Op20 No2	3	79	i64	C major
Haydn, Franz Joseph	Op20 No2	3	80	i64	C major
Haydn, Franz Joseph	Op20 No2	3	81	i64	C major
Haydn, Franz Joseph	Op20 No2	3	82	i64	C major
Haydn, Franz Joseph	Op20 No2	4	20	viio65	C major
Haydn, Franz Joseph	Op20 No2	4	27	viio7	C major
Haydn, Franz Joseph	Op20 No2	4	40	v6	C major
Haydn, Franz Joseph	Op20 No2	4	41	v7	C major
Haydn, Franz Joseph	Op20 No2	4	45	ii	D minor
Haydn, Franz Joseph	Op20 No2	4	58	IV	D minor
Haydn, Franz Joseph	Op20 No2	4	87	v	C major
Haydn, Franz Joseph	Op20 No2	4	93	v6	C major
Haydn, Franz Joseph	Op20 No2	4	94	v	C major
Haydn, Franz Joseph	Op20 No2	4	120	v6	C major
Haydn, Franz Joseph	Op20 No2	4	125	v	C major
Haydn, Franz Joseph	Op20 No2	4	147	v	G major
Haydn, Franz Joseph	Op20 No2	4	149	i64	G major
Haydn, Franz Joseph	Op20 No2	4	157	i6	G major
Haydn, Franz Joseph	Op20 No3	1	6	ii65	G minor
Haydn, Franz Joseph	Op20 No3	1	227	ii	G minor
Haydn, Franz Joseph	Op20 No3	2	19	viio43	Bb major
Haydn, Franz Joseph	Op20 No3	2	33	ii	G minor
Haydn, Franz Joseph	Op20 No3	4	28	iio	Bb major
Haydn, Franz Joseph	Op20 No3	4	47	IV	C minor
Haydn, Franz Joseph	Op20 No3	4	104	I	G minor
Haydn, Franz Joseph	Op20 No4	1	4	viio7	D major
Haydn, Franz Joseph	Op20 No4	1	16	viio7	D major
Haydn, Franz Joseph	Op20 No4	1	28	viio7	D major
Haydn, Franz Joseph	Op20 No4	1	117	i64	A major
Haydn, Franz Joseph	Op20 No4	1	119	i64	A major
Haydn, Franz Joseph	Op20 No4	1	137	viio7	D major
Haydn, Franz Joseph	Op20 No4	1	146	iv64	F# major
Haydn, Franz Joseph	Op20 No4	1	147	iv	F# major
Haydn, Franz Joseph	Op20 No4	1	182	IV	B minor
Haydn, Franz Joseph	Op20 No4	1	183	IV6	B minor
Haydn, Franz Joseph	Op20 No4	1	202	ii	E minor
Haydn, Franz Joseph	Op20 No4	1	232	viio7	D major
Haydn, Franz Joseph	Op20 No4	1	277	viio7	D major
Haydn, Franz Joseph	Op20 No4	1	295	v	D major
Haydn, Franz Joseph	Op20 No4	1	296	v	D major
Haydn, Franz Joseph	Op20 No4	4	3	i6	D major
Haydn, Franz Joseph	Op20 No4	4	10	i	D major
Haydn, Franz Joseph	Op20 No4	4	16	i	D major
Haydn, Franz Joseph	Op20 No4	4	31	IV	A minor
Haydn, Franz Joseph	Op20 No4	4	32	IV	A minor
Haydn, Franz Joseph	Op20 No4	4	83	i6	D major
Haydn, Franz Joseph	Op20 No4	4	90	i	D major
Haydn, Franz Joseph	Op20 No4	4	91	i	D major
Haydn, Franz Joseph	Op20 No4	4	92	i6	D major
Haydn, Franz Joseph	Op20 No4	4	92	i	D major
Haydn, Franz Joseph	Op20 No4	4	92	i6	D major
Haydn, Franz Joseph	Op20 No4	4	93	i	D major
Haydn, Franz Joseph	Op20 No4	4	94	i6	D major
Haydn, Franz Joseph	Op20 No4	4	94	i	D major
Haydn, Franz Joseph	Op20 No4	4	94	i6	D major
Haydn, Franz Joseph	Op20 No5	1	46	iv	Ab major
Haydn, Franz Joseph	Op20 No5	1	46	viio7	Ab major
Haydn, Franz Joseph	Op20 No5	1	47	iv	Ab major
Haydn, Franz Joseph	Op20 No5	1	49	viio7	Ab major
Haydn, Franz Joseph	Op20 No5	1	89	ii6	F minor
Haydn, Franz Joseph	Op20 No5	1	95	IV7	F minor
Haydn, Franz Joseph	Op20 No5	1	107	ii7	F minor
Haydn, Franz Joseph	Op20 No5	1	108	ii7	F minor
Haydn, Franz Joseph	Op20 No5	1	110	ii	F minor
Haydn, Franz Joseph	Op20 No5	1	111	ii7	F minor
Haydn, Franz Joseph	Op20 No5	1	112	ii7	F minor
Haydn, Franz Joseph	Op20 No5	1	130	ii	F minor
Haydn, Franz Joseph	Op20 No5	1	132	vi	F minor
Haydn, Franz Joseph	Op20 No5	1	133	ii	F minor
Haydn, Franz Joseph	Op20 No5	1	134	ii	F minor
Haydn, Franz Joseph	Op20 No5	1	144	i	Gb major
Haydn, Franz Joseph	Op20 No5	1	147	i	Gb major
Haydn, Franz Joseph	Op20 No5	1	156	ii	F minor
Haydn, Franz Joseph	Op20 No5	1	159	ii	F minor
Haydn, Franz Joseph	Op20 No5	2	85	iv	F major
Haydn, Franz Joseph	Op20 No5	2	96	iv	F major
Haydn, Franz Joseph	Op20 No5	4	11	ii	F minor
Haydn, Franz Joseph	Op20 No5	4	73	i	Ab major
Haydn, Franz Joseph	Op20 No5	4	100	ii	F minor
Haydn, Franz Joseph	Op20 No5	4	151	IV	F minor
Haydn, Franz Joseph	Op20 No6	1	31	i	E major
Haydn, Franz Joseph	Op20 No6	1	31	iv7	E major
Haydn, Franz Joseph	Op20 No6	1	45	i	E major
Haydn, Franz Joseph	Op20 No6	1	47	i64	E major
Haydn, Franz Joseph	Op20 No6	1	48	i64	E major
Haydn, Franz Joseph	Op20 No6	1	49	i64	E major
Haydn, Franz Joseph	Op20 No6	1	88	ii	B minor
Haydn, Franz Joseph	Op20 No6	1	90	ii	B minor
Haydn, Franz Joseph	Op20 No6	1	91	ii	B minor
Haydn, Franz Joseph	Op20 No6	1	92	ii	B minor
Haydn, Franz Joseph	Op20 No6	1	93	ii	B minor
Haydn, Franz Joseph	Op20 No6	1	122	I	A minor
Haydn, Franz Joseph	Op20 No6	1	122	ii	A minor
Haydn, Franz Joseph	Op20 No6	1	124	vi	A minor
Haydn, Franz Joseph	Op20 No6	1	125	IV	A minor
Haydn, Franz Joseph	Op20 No6	1	126	I	A minor
Haydn, Franz Joseph	Op20 No6	1	126	I	A minor
Haydn, Franz Joseph	Op20 No6	1	127	I	A minor
Haydn, Franz Joseph	Op20 No6	1	127	I	A minor
Haydn, Franz Joseph	Op20 No6	1	127	I	A minor
Haydn, Franz Joseph	Op20 No6	1	128	I	A minor
Haydn, Franz Joseph	Op20 No6	1	128	I	A minor
Haydn, Franz Joseph	Op20 No6	1	128	I	A minor
Haydn, Franz Joseph	Op20 No6	1	137	i	G major
Haydn, Franz Joseph	Op20 No6	1	139	viio7	G major
Haydn, Franz Joseph	Op20 No6	1	140	viio7	G major
Haydn, Franz Joseph	Op20 No6	1	140	viio7	G major
Haydn, Franz Joseph	Op20 No6	1	145	i	G major
Haydn, Franz Joseph	Op20 No6	1	147	i64	G major
Haydn, Franz Joseph	Op20 No6	1	148	i64	G major
Haydn, Franz Joseph	Op20 No6	1	149	i64	G major
Haydn, Franz Joseph	Op20 No6	2	54	v	E major
Haydn, Franz Joseph	Op20 No6	2	73	i	E major
Haydn, Franz Joseph	Op20 No6	2	73	i2	E major
Haydn, Franz Joseph	Op20 No6	3	23	iv6	A major
Haydn, Franz Joseph	Op20 No6	3	23	iv	A major
Haydn, Franz Joseph	Op20 No6	3	35	iv6	A major
Haydn, Franz Joseph	Op20 No6	3	35	iv	A major
Haydn, Franz Joseph	Op20 No6	4	28	v7	A major
Haydn, Franz Joseph	Op20 No6	4	31	v6	A major
Haydn, Franz Joseph	Op20 No6	4	33	v	A major
Haydn, Franz Joseph	Op20 No6	4	63	viio65	A major
Haydn, Franz Joseph	Op20 No6	4	67	viio7	A major
Haydn, Franz Joseph	Op20 No6	4	82	iio7	A major
Haydn, Franz Joseph	Op20 No6	4	85	viio7	A major
