mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
44	42	1/2	1/2	3/4	4	1		viio7/V	D	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
45	43	0	0	3/4	4	1		V[V64	D	I	V	V64		V		64					M	0	0	2, 1, 5		1	2
45	43	1/4	1/4	3/4	4	1		I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
46	44	0	0	3/4	4	1		V6	D	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
46	44	1/4	1/4	3/4	4	1		vi6	D	I	V	vi6		vi		6					m	0	0	0, 4, 3		3	0
46	44	1/2	1/2	3/4	4	1		IV6	D	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
47	45	0	0	3/4	4	1		iii6	D	I	V	iii6		iii		6					m	0	0	1, 5, 4		4	1
47	45	1/4	1/4	3/4	4	1		IV6	D	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
47	45	1/2	1/2	3/4	4	1		ii6	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
48	46	0	0	3/4	4	1		I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
48	46	1/4	1/4	3/4	4	1		ii6]	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
48	46	1/2	1/2	3/4	4	1		#viio7/vi	D	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
49	47	0	0	3/4	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
50	48	0	0	3/4	4	1		V65/V	D	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
51	49	0	0	3/4	4	1		V[I64	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
52	50	0	0	3/4	4	1		V7	D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	50	1/4	1/4	3/4	4	1		I64]	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
52	50	1/2	1/2	3/4	4	1		#viio/vi	D	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
53	51	0	0	3/4	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
54	52	0	0	3/4	4	1		V65/V	D	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
55	53	0	0	3/4	4	1		V[I64	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
56	54	0	0	3/4	4	1		V7	D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	55	0	0	3/4	4	1		I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
58	56	0	0	3/4	4	1		V2]	D	I	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
58	56	1/2	1/2	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
59	57	0	0	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
59	57	1/4	1/4	3/4	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
59	57	1/2	1/2	3/4	4	1		I64	D	I		I64		I		64					M	0	0	1, 0, 4		0	1
60	58	0	0	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
60	58	1/4	1/4	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
60	58	1/2	1/2	3/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
61	59	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
61	59	1/4	1/4	3/4	4	1		vi7	D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
61	59	1/2	1/2	3/4	4	1		V(4)	D	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
62	60	0	0	3/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
62	60	1/4	1/4	3/4	4	1		I6(+4)	D	I		I6(+4)		I		6	+4				M	0	0	4, 1, 0	-1	0	4
62	60	1/2	1/2	3/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
63	61	0	0	3/4	4	1		I(4+2)	D	I		I(4+2)		I			4+2				M	0	0	0, -1, 1	2	0	0
64	62	0	0	3/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
65	62	0	1/2	3/4	4	1		i.i	D	i		i		i							m	0	1	0, -3, 1		0	0
66	63	0	0	3/4	4	1		i	D	i		i		i							m	0	1	0, -3, 1		0	0
67	64	0	0	3/4	4	1		v6	D	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
68	65	0	0	3/4	4	1		iv6(2)	D	i		iv6(2)		iv		6	2				m	0	1	-4, 0, 1		-1	-4
68	65	1/2	1/2	3/4	4	1		Ger6	D	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
69	66	0	0	3/4	4	1		V\\	D	i		V		V						\\	M	0	1	1, 5, 2		1	1
70	67	0	0	3/4	4	1		i	D	i		i		i							m	0	1	0, -3, 1		0	0
71	68	0	0	3/4	4	1		v6	D	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
72	69	0	0	3/4	4	1		iv6(2)	D	i		iv6(2)		iv		6	2				m	0	1	-4, 0, 1		-1	-4
72	69	1/2	1/2	3/4	4	1		Ger6	D	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
73	70	0	0	3/4	4	1		V\\	D	i		V		V						\\	M	0	1	1, 5, 2		1	1
74	71	0	0	3/4	4	1		i	D	i		i		i							m	0	1	0, -3, 1		0	0
75	72	0	0	3/4	4	1		#viio7/ii	D	i		#viio7/ii		#vii	o	7		ii			o7	0	1	7, 4, 1, -2		7	7
76	73	0	0	3/4	4	1		v.V(64)	D	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
76	73	1/2	1/2	3/4	4	1		V7	D	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
77	74	0	0	3/4	4	1		i\\	D	v		i		i						\\	m	0	1	0, -3, 1		0	0
79	75	0	0	3/4	4	1		iv.vi	D	iv		vi		vi							m	0	1	-4, -7, -3		-4	-4
80	76	0	0	3/4	4	1		iv6	D	iv		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
81	77	0	0	3/4	4	1		#viio6(2)	D	iv		#viio6(2)		#vii	o	6	2				o	0	1	2, -1, 0		5	2
81	77	1/2	1/2	3/4	4	1		#viio6	D	iv		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
82	78	0	0	3/4	4	1		i\\	D	iv		i		i						\\	m	0	1	0, -3, 1		0	0
83	79	0	0	3/4	4	1		i	D	iv		i		i							m	0	1	0, -3, 1		0	0
84	80	0	0	3/4	4	1		i.i6	D	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
85	81	0	0	3/4	4	1		#viio6(2)	D	i		#viio6(2)		#vii	o	6	2				o	0	1	2, -1, 0		5	2
85	81	5/8	5/8	3/4	4	1		#viio6	D	i		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
86	82	0	0	3/4	4	1		i\\	D	i		i		i						\\	m	0	1	0, -3, 1		0	0
87	83	0	0	3/4	4	1		i	D	i		i		i							m	0	1	0, -3, 1		0	0
88	84	0	0	3/4	4	1		v6	D	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
89	85	0	0	3/4	4	1		iv6(2)	D	i		iv6(2)		iv		6	2				m	0	1	-4, 0, 1		-1	-4
89	85	5/8	5/8	3/4	4	1		Ger6	D	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
90	86	0	0	3/4	4	1		V\\	D	i		V		V						\\	M	0	1	1, 5, 2		1	1
91	87	0	0	3/4	4	1		iv6(2)	D	i		iv6(2)		iv		6	2				m	0	1	-4, 0, 1		-1	-4
91	87	5/8	5/8	3/4	4	1		Ger6	D	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
92	88	0	0	3/4	4	1		V	D	i		V		V							M	0	1	1, 5, 2		1	1
93	89	0	0	3/4	4	1		iv6(2)	D	i		iv6(2)		iv		6	2				m	0	1	-4, 0, 1		-1	-4
93	89	5/8	5/8	3/4	4	1		Ger6	D	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
95	91	0	0	3/4	4	1		V\\	D	i		V		V						\\	M	0	1	1, 5, 2		1	1
99	95	0	0	3/4	4	1		V7	D	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
102	98	1/4	1/4	3/4	4	1		I.I	D	I		I		I							M	0	0	0, 4, 1		0	0
103	99	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
103	99	1/2	1/2	3/4	4	1		I+	D	I		I+		I	+						+	0	0	0, 4, 8		0	0
104	100	0	0	3/4	4	1		ii6(2)	D	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
104	100	1/2	1/2	3/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
105	101	0	0	3/4	4	1		V2(4)	D	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
105	101	1/4	1/4	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
105	101	1/2	1/2	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
106	102	0	0	3/4	4	1		V(64)	D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
106	102	1/4	1/4	3/4	4	1		V\\	D	I		V		V						\\	M	0	0	1, 5, 2		1	1
107	103	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
108	104	0	0	3/4	4	1		vi(6)	D	I		vi(6)		vi			6				m	0	0	3, 0, -1		3	3
108	104	1/4	1/4	3/4	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
108	104	1/2	1/2	3/4	4	1		iii.#viio43	D	iii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
109	105	0	0	3/4	4	1		i6	D	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
109	105	1/4	1/4	3/4	4	1		i	D	iii		i		i							m	0	1	0, -3, 1		0	0
109	105	1/2	1/2	3/4	4	1		V7(6)	D	iii		V7(6)		V		7	6				Mm7	0	1	1, 5, -3, -1		1	1
109	105	5/8	5/8	3/4	4	1		V7	D	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
110	106	0	0	3/4	4	1		i\\	D	iii		i		i						\\	m	0	1	0, -3, 1		0	0
111	107	0	0	3/4	4	1		I.I	D	I		I		I							M	0	0	0, 4, 1		0	0
111	107	1/2	1/2	3/4	4	1		I+	D	I		I+		I	+						+	0	0	0, 4, 8		0	0
112	108	0	0	3/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
112	108	1/2	1/2	3/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
113	109	0	0	3/4	4	1		V2(4)	D	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
113	109	1/4	1/4	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
113	109	1/2	1/2	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
114	110	0	0	3/4	4	1		V(64)	D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
114	110	1/4	1/4	3/4	4	1		V\\	D	I		V		V						\\	M	0	0	1, 5, 2		1	1
115	111	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
116	112	0	0	3/4	4	1		iii.iv(6)	D	iii		iv(6)		iv			6				m	0	1	-1, -4, 2		-1	-1
116	112	1/4	1/4	3/4	4	1		iv	D	iii		iv		iv							m	0	1	-1, -4, 0		-1	-1
116	112	1/2	1/2	3/4	4	1		iv(#4)	D	iii		iv(#4)		iv			#4				m	0	1	-1, -4, 5		-1	-1
117	113	0	0	3/4	4	1		i	D	iii		i		i							m	0	1	0, -3, 1		0	0
117	113	1/2	1/2	3/4	4	1		V(6)	D	iii		V(6)		V			6				M	0	1	1, 5, -3		1	1
117	113	5/8	5/8	3/4	4	1		V	D	iii		V		V							M	0	1	1, 5, 2		1	1
118	114	0	0	3/4	4	1		i\\	D	iii		i		i						\\	m	0	1	0, -3, 1		0	0
119	115	0	0	3/4	4	1		I.V7/ii	D	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
119	115	1/4	1/4	3/4	4	1		V(64)/ii	D	I		V(64)/ii		V			64	ii			M	0	0	3, 2, -1		3	3
119	115	1/2	1/2	3/4	4	1		#viio64/ii	D	I		#viio64/ii		#vii	o	64		ii			o	0	0	1, 7, 4		7	1
120	116	0	0	3/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
120	116	1/2	1/2	3/4	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
121	117	0	0	3/4	4	1		V7/IV	D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
121	117	1/2	1/2	3/4	4	1		V7(+9)/IV	D	I		V7(+9)/IV		V		7	+9	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
122	118	0	0	3/4	4	1		V7/IV	D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
122	118	1/2	1/2	3/4	4	1		IV.I	D	IV		I		I							M	0	0	0, 4, 1		0	0
123	119	0	0	3/4	4	1		I	D	IV		I		I							M	0	0	0, 4, 1		0	0
123	119	1/2	1/2	3/4	4	1		I+	D	IV		I+		I	+						+	0	0	0, 4, 8		0	0
124	120	0	0	3/4	4	1		ii6(2)	D	IV		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
124	120	1/2	1/2	3/4	4	1		ii6	D	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
125	121	0	0	3/4	4	1		V2(4)	D	IV		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
125	121	1/4	1/4	3/4	4	1		V2	D	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
125	121	1/2	1/2	3/4	4	1		I6	D	IV		I6		I		6					M	0	0	4, 1, 0		0	4
126	122	0	0	3/4	4	1		V(64)	D	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
126	122	1/4	1/4	3/4	4	1		V\\	D	IV		V		V						\\	M	0	0	1, 5, 2		1	1
126	122	1/2	1/2	3/4	4	1		V+6	D	IV		V+6		V	+	6					+	0	0	5, 9, 1		1	5
127	123	0	0	3/4	4	1		I(4)	D	IV		I(4)		I			4				M	0	0	0, -1, 1		0	0
127	123	1/4	1/4	3/4	4	1		I	D	IV		I		I							M	0	0	0, 4, 1		0	0
127	123	1/2	1/2	3/4	4	1		I.viio6	D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
128	124	0	0	3/4	4	1		I6(2)	D	I		I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
128	124	1/4	1/4	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
128	124	1/2	1/2	3/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
129	125	0	0	3/4	4	1		V(4)	D	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
129	125	1/4	1/4	3/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
129	125	1/2	1/2	3/4	4	1		ii7	D	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
130	126	0	0	3/4	4	1		viio7	D	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
131	127	0	0	3/4	4	1		I6(#4)	D	I		I6(#4)		I		6	#4				M	0	0	4, 6, 0		0	4
132	128	0	0	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
132	128	1/2	1/2	3/4	4	1		I+6	D	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
134	130	0	0	3/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
135	131	0	0	3/4	4	1		Ger/vi	D	I		Ger/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
136	132	0	0	3/4	4	1		V/vi\\	D	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
138	134	0	0	3/4	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
139	135	0	0	3/4	4	1		V2(4)	D	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
140	136	0	0	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
140	136	1/2	1/2	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
141	137	0	0	3/4	4	1		ii6(2)	D	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
141	137	1/2	1/2	3/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
142	138	0	0	3/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
143	139	0	0	3/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
144	140	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
145	141	0	0	3/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
146	142	1/2	1/2	3/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
147	143	0	0	3/4	4	1		I(4)	D	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
147	143	1/4	1/4	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
148	144	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
148	144	1/2	1/2	3/4	4	1		V7/IV	D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
149	145	0	0	3/4	4	1		V6(2)/ii	D	I		V6(2)/ii		V		6	2	ii			M	0	0	7, 4, -2		3	7
149	145	1/4	1/4	3/4	4	1		V6/ii	D	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
151	147	0	0	3/4	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
151	147	1/2	1/2	3/4	4	1		#viio65/ii	D	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
152	148	0	0	3/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
152	148	1/2	1/2	3/4	4	1		viio7/V	D	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
153	149	0	0	3/4	4	1		V[V	D	I	V	V		V							M	0	0	1, 5, 2		1	1
153	149	1/4	1/4	3/4	4	1		I64	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
154	150	0	0	3/4	4	1		V6	D	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
154	150	1/4	1/4	3/4	4	1		vi6	D	I	V	vi6		vi		6					m	0	0	0, 4, 3		3	0
