mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
15	15	5/8	5/8	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
16	16	0	0	3/4	4	1		VI(2)	f	i		VI(2)	VI			2				M	1	1	-2, 0, -3		-4	-2
16	16	3/16	3/16	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
16	16	1/4	1/4	3/4	4	1		i64	f	i		i64	i		64					m	1	1	1, 0, -3		0	1
16	16	7/16	7/16	3/4	4	1		V2	f	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
16	16	1/2	1/2	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	16	11/16	11/16	3/4	4	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
17	17	0	0	3/4	4	1		i[i64	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
17	17	1/4	1/4	3/4	4	1		V7	f	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	17	5/8	5/8	3/4	4	1		i64	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
18	18	0	0	3/4	4	1		#vi%2	f	i	i	#vi%2	#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
18	18	1/4	1/4	3/4	4	1		V7	f	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	18	1/2	1/2	3/4	4	1		i64]	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
19	19	0	0	3/4	4	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
19	19	1/4	1/4	3/4	4	1		i6(9#7)	f	i		i6(9#7)	i		6	9#7				m	1	1	-3, 1, 5	2	0	-3
19	19	7/16	7/16	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
19	19	5/8	5/8	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
20	20	1/4	1/4	3/4	4	1		i(94)	f	i		i(94)	i			94				m	1	1	0, -1, 1	2	0	0
20	20	7/16	7/16	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
20	20	5/8	5/8	3/4	4	1		#viio7	f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
21	21	1/4	1/4	3/4	4	1		i(#72)	f	i		i(#72)	i			#72				m	1	1	2, -3, 1	5	0	2
21	21	1/2	1/2	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
21	21	5/8	5/8	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
22	22	1/4	1/4	3/4	4	1		i(42)	f	i		i(42)	i			42				m	1	1	2, -1, 1		0	2
22	22	1/2	1/2	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
22	22	5/8	5/8	3/4	4	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
23	23	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	23	1/4	1/4	3/4	4	1		iio(72)	f	i		iio(72)	ii	o		72				o	1	1	-3, -1, -4	0	2	-3
23	23	7/16	7/16	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
23	23	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
24	24	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
24	24	3/16	3/16	3/4	4	1		#vi%43	f	i		#vi%43	#vi	%	43					%7	1	1	-3, 1, 3, 0		3	-3
24	24	1/4	1/4	3/4	4	1		V43(9)	f	i		V43(9)	V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
24	24	7/16	7/16	3/4	4	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
24	24	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
25	25	0	0	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
26	26	0	0	3/4	4	1		bII	f	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
27	27	0	0	3/4	4	1		#viio	f	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
27	27	3/16	3/16	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
27	27	1/2	1/2	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
27	27	11/16	11/16	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
28	28	0	0	3/4	4	1		viio/V	f	i		viio/V	vii	o			V			o	1	1	6, 3, 0		6	6
28	28	3/16	3/16	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
29	29	1/4	1/4	3/4	4	1		V[#viio6	f	i	V	#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
29	29	5/8	5/8	3/4	4	1		i	f	i	V	i	i							m	1	1	0, -3, 1		0	0
30	30	1/4	1/4	3/4	4	1		#viio64	f	i	V	#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
30	30	5/8	5/8	3/4	4	1		i6]	f	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
31	31	0	0	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
32	32	0	0	3/4	4	1		#viio65	f	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
32	32	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
33	33	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
33	33	1/4	1/4	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
33	33	1/2	1/2	3/4	4	1		VI7	f	i		VI7	VI		7					Mm7	1	1	-4, 0, -3, -6		-4	-4
34	34	0	0	3/4	4	1		V(64)	f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
34	34	1/2	1/2	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
35	35	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
35	35	1/4	1/4	3/4	4	1		i2	f	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
35	35	7/16	7/16	3/4	4	1		ii64	f	i		ii64	ii		64					m	1	1	3, 2, -1		2	3
35	35	1/2	1/2	3/4	4	1		VI7	f	i		VI7	VI		7					Mm7	1	1	-4, 0, -3, -6		-4	-4
35	35	11/16	11/16	3/4	4	1		V[V7	f	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
36	36	0	0	3/4	4	1		i	f	i	V	i	i							m	1	1	0, -3, 1		0	0
36	36	1/2	1/2	3/4	4	1		V43]	f	i	V	V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
36	36	11/16	11/16	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
37	37	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
37	37	3/16	3/16	3/4	4	1		i64	f	i		i64	i		64					m	1	1	1, 0, -3		0	1
38	38	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
38	38	3/16	3/16	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
39	39	1/2	1/2	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
40	40	0	0	3/4	4	1	1	i\\	f	i		i	i						\\	m	1	1	0, -3, 1		0	0
40	40	1/4	1/4	3/4	4	1	1	viio7/V	f	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
41	41	0	0	3/4	4	1	1	i\\	f	i		i	i						\\	m	1	1	0, -3, 1		0	0
41	41	1/4	1/4	3/4	4	1	1	bII.I	f	bII		I	I							M	1	0	0, 4, 1		0	0
45	45	0	0	3/4	4	1		IV	f	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
46	46	0	0	3/4	4	1		viio/ii	f	bII		viio/ii	vii	o			ii			o	1	0	0, -3, -6		0	0
47	47	0	0	3/4	4	1		ii6	f	bII		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
48	48	0	0	3/4	4	1		V(64)	f	bII		V(64)	V			64				M	1	0	1, 0, 4		1	1
49	49	0	0	3/4	4	1		V7	f	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
50	50	0	0	3/4	4	1		I\\	f	bII		I	I						\\	M	1	0	0, 4, 1		0	0
50	50	1/2	1/2	3/4	4	1		IV6	f	bII		IV6	IV		6					M	1	0	3, 0, -1		-1	3
51	51	0	0	3/4	4	1		I6	f	bII		I6	I		6					M	1	0	4, 1, 0		0	4
51	51	1/4	1/4	3/4	4	1		ii	f	bII		ii	ii							m	1	0	2, -1, 3		2	2
52	52	0	0	3/4	4	1		I	f	bII		I	I							M	1	0	0, 4, 1		0	0
52	52	1/2	1/2	3/4	4	1		ii	f	bII		ii	ii							m	1	0	2, -1, 3		2	2
53	53	0	0	3/4	4	1		IV6	f	bII		IV6	IV		6					M	1	0	3, 0, -1		-1	3
53	53	1/4	1/4	3/4	4	1		I	f	bII		I	I							M	1	0	0, 4, 1		0	0
55	55	0	0	3/4	4	1		I64	f	bII		I64	I		64					M	1	0	1, 0, 4		0	1
57	57	0	0	3/4	4	1		IV6	f	bII		IV6	IV		6					M	1	0	3, 0, -1		-1	3
58	58	0	0	3/4	4	1		#viio65/ii	f	bII		#viio65/ii	#vii	o	65		ii			o7	1	0	4, 1, -2, 7		7	4
59	59	0	0	3/4	4	1		ii6	f	bII		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
60	60	0	0	3/4	4	1		V(64)	f	bII		V(64)	V			64				M	1	0	1, 0, 4		1	1
61	61	0	0	3/4	4	1		V7	f	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
62	62	0	0	3/4	4	1		I\\	f	bII		I	I						\\	M	1	0	0, 4, 1		0	0
62	62	1/2	1/2	3/4	4	1		IV	f	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
63	63	0	0	3/4	4	1		I	f	bII		I	I							M	1	0	0, 4, 1		0	0
63	63	1/4	1/4	3/4	4	1		ii	f	bII		ii	ii							m	1	0	2, -1, 3		2	2
64	64	0	0	3/4	4	1		I	f	bII		I	I							M	1	0	0, 4, 1		0	0
64	64	1/2	1/2	3/4	4	1		V43	f	bII		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
65	65	1/4	1/4	3/4	4	1		#i	f	bII		#i	#i							m	1	0	7, 4, 8		7	7
66	66	0	0	3/4	4	1		#VI.I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
68	68	0	0	3/4	4	1		V2/IV	f	#VI		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
69	69	0	0	3/4	4	1		IV6	f	#VI		IV6	IV		6					M	1	0	3, 0, -1		-1	3
70	70	0	0	3/4	4	1		#viio65/ii	f	#VI		#viio65/ii	#vii	o	65		ii			o7	1	0	4, 1, -2, 7		7	4
71	71	0	0	3/4	4	1		ii6	f	#VI		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
72	72	0	0	3/4	4	1		V(64)	f	#VI		V(64)	V			64				M	1	0	1, 0, 4		1	1
73	73	0	0	3/4	4	1		V7	f	#VI		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
74	74	0	0	3/4	4	1		I\\	f	#VI		I	I						\\	M	1	0	0, 4, 1		0	0
74	74	1/2	1/2	3/4	4	1		IV	f	#VI		IV	IV							M	1	0	-1, 3, 0		-1	-1
75	75	0	0	3/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
75	75	1/4	1/4	3/4	4	1		ii	f	#VI		ii	ii							m	1	0	2, -1, 3		2	2
76	76	0	0	3/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
76	76	1/2	1/2	3/4	4	1		ii6	f	#VI		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
77	77	1/4	1/4	3/4	4	1		viio6	f	#VI		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
77	77	1/2	1/2	3/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
81	81	0	0	3/4	4	1		#iv.V43	f	#iv		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
82	82	0	0	3/4	4	1		i	f	#iv		i	i							m	1	1	0, -3, 1		0	0
83	83	0	0	3/4	4	1		V65	f	#iv		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
84	84	0	0	3/4	4	1		i	f	#iv		i	i							m	1	1	0, -3, 1		0	0
85	85	0	0	3/4	4	1		iv6	f	#iv		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
87	87	0	0	3/4	4	1		ii%2	f	#iv		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
88	88	0	0	3/4	4	1		iv6	f	#iv		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
89	89	0	0	3/4	4	1		ii%2	f	#iv		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
90	90	0	0	3/4	4	1		V(64)	f	#iv		V(64)	V			64				M	1	1	1, 0, -3		1	1
91	91	0	0	3/4	4	1		V	f	#iv		V	V							M	1	1	1, 5, 2		1	1
92	92	0	0	3/4	4	1		V7(+9)	f	#iv		V7(+9)	V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
93	93	0	0	3/4	4	1		i	f	#iv		i	i							m	1	1	0, -3, 1		0	0
103	103	0	0	3/4	4	1		v.#viio7	f	v		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
104	104	1/4	1/4	3/4	4	1		iv64	f	v		iv64	iv		64					m	1	1	0, -1, -4		-1	0
104	104	1/2	1/2	3/4	4	1		#viio65	f	v		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
106	106	0	0	3/4	4	1		#viio65	f	v		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
106	106	1/4	1/4	3/4	4	1		i6	f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
106	106	1/2	1/2	3/4	4	1		#viio2	f	v		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
108	108	0	0	3/4	4	1		V65(9)	f	v		V65(9)	V		65	9				Mm7	1	1	5, 2, -1, 1	-4	1	5
108	108	1/4	1/4	3/4	4	1		V65	f	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
109	109	0	0	3/4	4	1		i	f	v		i	i							m	1	1	0, -3, 1		0	0
109	109	1/4	1/4	3/4	4	1		i(9)	f	v		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
109	109	5/8	5/8	3/4	4	1		i	f	v		i	i							m	1	1	0, -3, 1		0	0
110	110	0	0	3/4	4	1		iv(4)	f	v		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
110	110	1/8	1/8	3/4	4	1		iv	f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
110	110	1/4	1/4	3/4	4	1		iv(9)	f	v		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
110	110	3/8	3/8	3/4	4	1		iv	f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
110	110	1/2	1/2	3/4	4	1		V(6)	f	v		V(6)	V			6				M	1	1	1, 5, -3		1	1
110	110	5/8	5/8	3/4	4	1		V7	f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
111	111	0	0	3/4	4	1		i.V2	f	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
112	112	0	0	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
112	112	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
112	112	1/2	1/2	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
113	113	0	0	3/4	4	1		iio6	f	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
113	113	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
113	113	1/2	1/2	3/4	4	1		V64	f	i		V64	V		64					M	1	1	2, 1, 5		1	2
114	114	0	0	3/4	4	1		V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
114	114	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
114	114	1/2	1/2	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
115	115	0	0	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
115	115	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
115	115	1/2	1/2	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
116	116	0	0	3/4	4	1		V6(9)	f	i		V6(9)	V		6	9				M	1	1	5, 2, 1	-4	1	5
116	116	1/4	1/4	3/4	4	1		V65	f	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
117	117	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
117	117	1/4	1/4	3/4	4	1		i(9)	f	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
117	117	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
118	118	0	0	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
118	118	5/8	5/8	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
119	119	0	0	3/4	4	1		VI(2)	f	i		VI(2)	VI			2				M	1	1	-2, 0, -3		-4	-2
119	119	3/16	3/16	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
119	119	1/4	1/4	3/4	4	1		i64	f	i		i64	i		64					m	1	1	1, 0, -3		0	1
119	119	7/16	7/16	3/4	4	1		V2	f	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
119	119	1/2	1/2	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
119	119	11/16	11/16	3/4	4	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
120	120	0	0	3/4	4	1		i[i64	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
120	120	1/4	1/4	3/4	4	1		i64(4)	f	i	i	i64(4)	i		64	4				m	1	1	1, 0, -1		0	1
120	120	5/8	5/8	3/4	4	1		i64	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
121	121	0	0	3/4	4	1		#vi%2	f	i	i	#vi%2	#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
121	121	1/4	1/4	3/4	4	1		V7	f	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
121	121	5/8	5/8	3/4	4	1		i64]	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
122	122	0	0	3/4	4	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
122	122	1/4	1/4	3/4	4	1		i6(#72)	f	i		i6(#72)	i		6	#72				m	1	1	-3, 1, 2, 5		0	-3
122	122	7/16	7/16	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
122	122	5/8	5/8	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
123	123	1/4	1/4	3/4	4	1		i(94)	f	i		i(94)	i			94				m	1	1	0, -1, 1	2	0	0
123	123	7/16	7/16	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
123	123	5/8	5/8	3/4	4	1		#viio7	f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
124	124	1/4	1/4	3/4	4	1		i(#72)	f	i		i(#72)	i			#72				m	1	1	2, -3, 1	5	0	2
124	124	1/2	1/2	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
124	124	5/8	5/8	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
125	125	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
125	125	5/8	5/8	3/4	4	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
126	126	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
126	126	1/4	1/4	3/4	4	1		iio(97)	f	i		iio(97)	ii	o		97				o	1	1	2, -1, -4	-3, 0	2	2
126	126	7/16	7/16	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
126	126	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
127	127	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
127	127	3/16	3/16	3/4	4	1		#vi%43	f	i		#vi%43	#vi	%	43					%7	1	1	-3, 1, 3, 0		3	-3
127	127	1/4	1/4	3/4	4	1		V43(#9)	f	i		V43(#9)	V		43	#9				Mm7	1	1	2, -1, 1, 5	3	1	2
127	127	7/16	7/16	3/4	4	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
127	127	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
128	128	0	0	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
129	129	0	0	3/4	4	1		bII	f	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
130	130	0	0	3/4	4	1		#viio	f	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
130	130	3/16	3/16	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
130	130	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
130	130	11/16	11/16	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
131	131	7/16	7/16	3/4	4	1		V[V	f	i	V	V	V							M	1	1	1, 5, 2		1	1
132	132	1/4	1/4	3/4	4	1		#viio6	f	i	V	#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
132	132	5/8	5/8	3/4	4	1		i	f	i	V	i	i							m	1	1	0, -3, 1		0	0
133	133	1/4	1/4	3/4	4	1		#viio64	f	i	V	#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
133	133	5/8	5/8	3/4	4	1		i6]	f	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
134	134	0	0	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
135	135	0	0	3/4	4	1		#viio65	f	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
135	135	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
136	136	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
136	136	1/4	1/4	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
136	136	1/2	1/2	3/4	4	1		V(64)	f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
137	137	1/2	1/2	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
