mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
138	138	1/8	1/8	2/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
138	138	1/4	1/4	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
138	138	3/8	3/8	2/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
139	139	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
140	140	0	0	2/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
140	140	1/4	1/4	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
140	140	3/8	3/8	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
141	141	0	0	2/4	2	1	I}	C	I		I	I						}	M	0	0	0, 4, 1		0	0
142	142	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
142	142	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
143	143	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
144	144	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
144	144	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
145	145	0	0	2/4	2	1	I[I{	C	I	I	I	I						{	M	0	0	0, 4, 1		0	0
145	145	1/4	1/4	2/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
145	145	3/8	3/8	2/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
146	146	0	0	2/4	2	1	IV6	C	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
146	146	3/16	3/16	2/4	2	1	V7/IV	C	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
146	146	1/4	1/4	2/4	2	1	IV6	C	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
146	146	3/8	3/8	2/4	2	1	V2/ii	C	I	I	V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
147	147	0	0	2/4	2	1	ii6	C	I	I	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
147	147	1/8	1/8	2/4	2	1	#viio6/ii	C	I	I	#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
147	147	1/4	1/4	2/4	2	1	ii6	C	I	I	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
147	147	3/8	3/8	2/4	2	1	viio6	C	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
148	148	0	0	2/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
148	148	1/8	1/8	2/4	2	1	vii%43	C	I	I	vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
148	148	1/4	1/4	2/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
148	148	3/8	3/8	2/4	2	1	vii%43	C	I	I	vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
149	149	0	0	2/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
149	149	1/8	1/8	2/4	2	1	viio43	C	I	I	viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
149	149	1/4	1/4	2/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
149	149	3/8	3/8	2/4	2	1	viio43	C	I	I	viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
150	150	0	0	2/4	2	1	I(974)}	C	I	I	I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
150	150	1/4	1/4	2/4	2	1	I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
