COMPOSER	COLLECTION	MOVEMENT	MEASURE (START)	FIGURE(S)	KEY
Monteverdi, Claudio	Madrigals Book 3	11	34	viio7	F major
Monteverdi, Claudio	Madrigals Book 3	12	36	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	12	51	v	F major
Monteverdi, Claudio	Madrigals Book 3	12	60	I	C minor
Monteverdi, Claudio	Madrigals Book 3	12	69	I	C minor
Monteverdi, Claudio	Madrigals Book 3	12	81	v6	F major
Monteverdi, Claudio	Madrigals Book 3	13	5	IV	G minor
Monteverdi, Claudio	Madrigals Book 3	13	9	bVII	D major
Monteverdi, Claudio	Madrigals Book 3	13	11	I	A minor
Monteverdi, Claudio	Madrigals Book 3	13	12	I	A minor
Monteverdi, Claudio	Madrigals Book 3	13	13	I	A minor
Monteverdi, Claudio	Madrigals Book 3	13	14	I	A minor
Monteverdi, Claudio	Madrigals Book 3	13	15	I	A minor
Monteverdi, Claudio	Madrigals Book 3	13	16	I	A minor
Monteverdi, Claudio	Madrigals Book 3	13	25	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	13	28	I6	D minor
Monteverdi, Claudio	Madrigals Book 3	13	28	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	13	29	vi6	D minor
Monteverdi, Claudio	Madrigals Book 3	13	31	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	13	34	I	D minor
Monteverdi, Claudio	Madrigals Book 3	13	34	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	13	35	vi6	D minor
Monteverdi, Claudio	Madrigals Book 3	13	68	ii6	A minor
Monteverdi, Claudio	Madrigals Book 3	13	69	IV	A minor
Monteverdi, Claudio	Madrigals Book 3	13	70	IV	A minor
Monteverdi, Claudio	Madrigals Book 3	13	74	ii6	A minor
Monteverdi, Claudio	Madrigals Book 3	13	91	iio6[no5]	A minor
Monteverdi, Claudio	Madrigals Book 3	13	92	IV	A minor
Monteverdi, Claudio	Madrigals Book 3	13	98	iio6/5[no5]	A minor
Monteverdi, Claudio	Madrigals Book 3	13	103	I	A minor
Monteverdi, Claudio	Madrigals Book 3	13	104	I	A minor
Monteverdi, Claudio	Madrigals Book 3	13	105	I	A minor
Monteverdi, Claudio	Madrigals Book 3	13	106	I	A minor
Monteverdi, Claudio	Madrigals Book 3	14	1	I	G minor
Monteverdi, Claudio	Madrigals Book 3	14	2	I	G minor
Monteverdi, Claudio	Madrigals Book 3	14	6	I	D minor
Monteverdi, Claudio	Madrigals Book 3	14	10	ii6	G minor
Monteverdi, Claudio	Madrigals Book 3	14	10	ii6	G minor
Monteverdi, Claudio	Madrigals Book 3	14	11	IV[no5]	G minor
Monteverdi, Claudio	Madrigals Book 3	14	11	ii6	G minor
Monteverdi, Claudio	Madrigals Book 3	14	16	I	D minor
Monteverdi, Claudio	Madrigals Book 3	14	17	I	D minor
Monteverdi, Claudio	Madrigals Book 3	14	19	I	G minor
Monteverdi, Claudio	Madrigals Book 3	14	20	I	G minor
Monteverdi, Claudio	Madrigals Book 3	14	21	I	G minor
Monteverdi, Claudio	Madrigals Book 3	14	46	IV	G minor
Monteverdi, Claudio	Madrigals Book 3	14	67	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	14	69	I	D minor
Monteverdi, Claudio	Madrigals Book 3	14	71	ii6	G minor
Monteverdi, Claudio	Madrigals Book 3	14	80	I	G minor
Monteverdi, Claudio	Madrigals Book 3	15	16	I	D minor
Monteverdi, Claudio	Madrigals Book 3	16	5	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	16	6	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	16	9	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	16	10	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	16	14	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	16	29	I	A minor
Monteverdi, Claudio	Madrigals Book 3	16	30	I	A minor
Monteverdi, Claudio	Madrigals Book 3	16	30	I	A minor
Monteverdi, Claudio	Madrigals Book 3	16	31	i	D major
Monteverdi, Claudio	Madrigals Book 3	16	33	iv	D major
Monteverdi, Claudio	Madrigals Book 3	16	34	v	D major
Monteverdi, Claudio	Madrigals Book 3	16	35	i	D major
Monteverdi, Claudio	Madrigals Book 3	16	36	i6	D major
Monteverdi, Claudio	Madrigals Book 3	16	37	i6/4	D major
Monteverdi, Claudio	Madrigals Book 3	16	42	ii6	D minor
Monteverdi, Claudio	Madrigals Book 3	16	45	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	16	53	ii7	D minor
Monteverdi, Claudio	Madrigals Book 3	16	62	I	A minor
Monteverdi, Claudio	Madrigals Book 3	16	63	IV	A minor
Monteverdi, Claudio	Madrigals Book 3	16	68	I	A minor
Monteverdi, Claudio	Madrigals Book 3	17	28	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	17	30	I	D minor
Monteverdi, Claudio	Madrigals Book 3	17	31	I	D minor
Monteverdi, Claudio	Madrigals Book 3	17	32	I	D minor
Monteverdi, Claudio	Madrigals Book 3	17	32	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	17	51	I	D minor
Monteverdi, Claudio	Madrigals Book 3	17	53	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	17	58	I	D minor
Monteverdi, Claudio	Madrigals Book 3	18	27	I	D minor
Monteverdi, Claudio	Madrigals Book 3	18	48	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	18	49	I6	D minor
Monteverdi, Claudio	Madrigals Book 3	18	49	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	18	50	vi6	D minor
Monteverdi, Claudio	Madrigals Book 3	18	50	vi	D minor
Monteverdi, Claudio	Madrigals Book 3	18	51	I	D minor
Monteverdi, Claudio	Madrigals Book 3	18	62	vi6	D minor
Monteverdi, Claudio	Madrigals Book 3	18	73	I	G minor
Monteverdi, Claudio	Madrigals Book 3	19	13	I	G minor
Monteverdi, Claudio	Madrigals Book 3	19	22	I	G minor
Monteverdi, Claudio	Madrigals Book 3	19	23	I	G minor
Monteverdi, Claudio	Madrigals Book 3	19	24	I	G minor
Monteverdi, Claudio	Madrigals Book 3	19	45	ii6	G minor
Monteverdi, Claudio	Madrigals Book 3	19	46	ii6	G minor
Monteverdi, Claudio	Madrigals Book 3	19	55	ii	G minor
Monteverdi, Claudio	Madrigals Book 3	19	60	ii	G minor
Monteverdi, Claudio	Madrigals Book 3	19	62	IV	G minor
Monteverdi, Claudio	Madrigals Book 3	19	63	I	G minor
Monteverdi, Claudio	Madrigals Book 3	19	65	IV6	G minor
Monteverdi, Claudio	Madrigals Book 3	19	66	I6/4	G minor
Monteverdi, Claudio	Madrigals Book 3	19	67	ii6	G minor
Monteverdi, Claudio	Madrigals Book 3	19	68	I	G minor
Monteverdi, Claudio	Madrigals Book 3	19	70	IV6	G minor
Monteverdi, Claudio	Madrigals Book 3	19	72	ii6	G minor
Monteverdi, Claudio	Madrigals Book 3	19	73	I	G minor
Monteverdi, Claudio	Madrigals Book 3	19	74	ii	G minor
Monteverdi, Claudio	Madrigals Book 3	19	90	I	G minor
Monteverdi, Claudio	Madrigals Book 3	2	12	I	A minor
Monteverdi, Claudio	Madrigals Book 3	2	20	I6/4	A minor
Monteverdi, Claudio	Madrigals Book 3	2	29	I6/4	A minor
Monteverdi, Claudio	Madrigals Book 3	2	41	I	A minor
Monteverdi, Claudio	Madrigals Book 3	2	62	I	D minor
Monteverdi, Claudio	Madrigals Book 3	2	63	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	2	65	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	2	66	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	2	69	I6/4	A minor
Monteverdi, Claudio	Madrigals Book 3	2	72	I	D minor
Monteverdi, Claudio	Madrigals Book 3	2	73	I6	D minor
Monteverdi, Claudio	Madrigals Book 3	2	74	ii6/5	D minor
Monteverdi, Claudio	Madrigals Book 3	2	75	I	D minor
Monteverdi, Claudio	Madrigals Book 3	2	75	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	2	76	ii6	D minor
Monteverdi, Claudio	Madrigals Book 3	2	77	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	2	78	I	D minor
Monteverdi, Claudio	Madrigals Book 3	2	79	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	2	82	I	A minor
Monteverdi, Claudio	Madrigals Book 3	20	25	#vi7	G minor
Monteverdi, Claudio	Madrigals Book 3	20	27	vi	G minor
Monteverdi, Claudio	Madrigals Book 3	20	30	iv6/5	Bb major
Monteverdi, Claudio	Madrigals Book 3	20	46	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	47	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	48	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	49	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	50	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	51	IV	G minor
Monteverdi, Claudio	Madrigals Book 3	20	57	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	58	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	59	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	65	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	66	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	67	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	68	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	69	IV	G minor
Monteverdi, Claudio	Madrigals Book 3	20	75	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	76	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	77	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	78	I	G minor
Monteverdi, Claudio	Madrigals Book 3	20	79	I6	G minor
Monteverdi, Claudio	Madrigals Book 3	3	13	IV6	A minor
Monteverdi, Claudio	Madrigals Book 3	3	14	IV6	A minor
Monteverdi, Claudio	Madrigals Book 3	3	15	IV6	E minor
Monteverdi, Claudio	Madrigals Book 3	3	43	ii6	D minor
Monteverdi, Claudio	Madrigals Book 3	3	44	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	3	48	ii6	A minor
Monteverdi, Claudio	Madrigals Book 3	3	86	IV	A minor
Monteverdi, Claudio	Madrigals Book 3	5	2	v6	G major
Monteverdi, Claudio	Madrigals Book 3	5	29	v	G major
Monteverdi, Claudio	Madrigals Book 3	5	35	v	G major
Monteverdi, Claudio	Madrigals Book 3	5	37	v	G major
Monteverdi, Claudio	Madrigals Book 3	5	43	bVII	G major
Monteverdi, Claudio	Madrigals Book 3	5	44	v	G major
Monteverdi, Claudio	Madrigals Book 3	5	49	v	G major
Monteverdi, Claudio	Madrigals Book 3	5	52	v	G major
Monteverdi, Claudio	Madrigals Book 3	5	55	bVII	G major
Monteverdi, Claudio	Madrigals Book 3	5	56	v	G major
Monteverdi, Claudio	Madrigals Book 3	5	61	bVII	G major
Monteverdi, Claudio	Madrigals Book 3	5	69	bVII	G major
Monteverdi, Claudio	Madrigals Book 3	5	69	v	G major
Monteverdi, Claudio	Madrigals Book 3	5	70	v	G major
Monteverdi, Claudio	Madrigals Book 3	5	71	v	G major
Monteverdi, Claudio	Madrigals Book 3	5	72	v	G major
Monteverdi, Claudio	Madrigals Book 3	5	95	bVII6	G major
Monteverdi, Claudio	Madrigals Book 3	6	41	ii	G minor
Monteverdi, Claudio	Madrigals Book 3	6	42	i	Bb major
Monteverdi, Claudio	Madrigals Book 3	6	49	I	G minor
Monteverdi, Claudio	Madrigals Book 3	6	52	ii6/5	G minor
Monteverdi, Claudio	Madrigals Book 3	6	53	I6/5	G minor
Monteverdi, Claudio	Madrigals Book 3	6	54	I	G minor
Monteverdi, Claudio	Madrigals Book 3	6	62	I	G minor
Monteverdi, Claudio	Madrigals Book 3	6	71	I	D minor
Monteverdi, Claudio	Madrigals Book 3	6	89	IV	G minor
Monteverdi, Claudio	Madrigals Book 3	6	122	I	G minor
Monteverdi, Claudio	Madrigals Book 3	7	19	i6/4	Bb major
Monteverdi, Claudio	Madrigals Book 3	7	25	iio6	Bb major
Monteverdi, Claudio	Madrigals Book 3	7	47	I	D minor
Monteverdi, Claudio	Madrigals Book 3	7	48	I	D minor
Monteverdi, Claudio	Madrigals Book 3	7	55	I	D minor
Monteverdi, Claudio	Madrigals Book 3	7	79	vi	D minor
Monteverdi, Claudio	Madrigals Book 3	7	96	I	G minor
Monteverdi, Claudio	Madrigals Book 3	8	20	IV	D minor
Monteverdi, Claudio	Madrigals Book 3	8	37	ii	D minor
Monteverdi, Claudio	Madrigals Book 3	8	57	I	A minor
Monteverdi, Claudio	Madrigals Book 3	9	25	I	D minor
Monteverdi, Claudio	Madrigals Book 3	9	28	I	D minor
Monteverdi, Claudio	Madrigals Book 3	9	31	#iii6	D minor
Monteverdi, Claudio	Madrigals Book 3	9	34	IV	A minor
Monteverdi, Claudio	Madrigals Book 3	9	40	IV6	A minor
Monteverdi, Claudio	Madrigals Book 3	9	42	IV6/4	A minor
Monteverdi, Claudio	Madrigals Book 3	9	47	I	A minor
Monteverdi, Claudio	Madrigals Book 3	9	50	IV	A minor
Monteverdi, Claudio	Madrigals Book 3	9	51	IV	A minor
Monteverdi, Claudio	Madrigals Book 3	9	52	IV	A minor
Monteverdi, Claudio	Madrigals Book 3	9	53	IV	A minor
Monteverdi, Claudio	Madrigals Book 3	9	63	I	A minor
Monteverdi, Claudio	Madrigals Book 3	9	64	I	A minor
Monteverdi, Claudio	Madrigals Book 3	9	65	IV	A minor
Monteverdi, Claudio	Madrigals Book 3	9	68	I	A minor
Monteverdi, Claudio	Madrigals Book 4	1	17	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	1	18	ii6	D minor
Monteverdi, Claudio	Madrigals Book 4	1	57	I	A minor
Monteverdi, Claudio	Madrigals Book 4	1	58	IV	A minor
Monteverdi, Claudio	Madrigals Book 4	1	59	IV	A minor
Monteverdi, Claudio	Madrigals Book 4	1	59	ii6	A minor
Monteverdi, Claudio	Madrigals Book 4	1	59	ii	A minor
Monteverdi, Claudio	Madrigals Book 4	1	62	I	D minor
Monteverdi, Claudio	Madrigals Book 4	1	63	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	1	64	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	1	64	ii6	D minor
Monteverdi, Claudio	Madrigals Book 4	1	64	ii	D minor
Monteverdi, Claudio	Madrigals Book 4	1	89	I	A minor
Monteverdi, Claudio	Madrigals Book 4	1	90	I	A minor
Monteverdi, Claudio	Madrigals Book 4	1	94	I	A minor
Monteverdi, Claudio	Madrigals Book 4	1	96	I	A minor
Monteverdi, Claudio	Madrigals Book 4	10	4	IV	A minor
Monteverdi, Claudio	Madrigals Book 4	10	8	I	A minor
Monteverdi, Claudio	Madrigals Book 4	10	9	I	A minor
Monteverdi, Claudio	Madrigals Book 4	10	18	IV7	A minor
Monteverdi, Claudio	Madrigals Book 4	10	24	I	A minor
Monteverdi, Claudio	Madrigals Book 4	10	26	I7	A minor
Monteverdi, Claudio	Madrigals Book 4	10	33	IV[no5]	A minor
Monteverdi, Claudio	Madrigals Book 4	10	34	IV[no5]	A minor
Monteverdi, Claudio	Madrigals Book 4	10	34	ii	A minor
Monteverdi, Claudio	Madrigals Book 4	10	35	ii	A minor
Monteverdi, Claudio	Madrigals Book 4	10	36	ii	A minor
Monteverdi, Claudio	Madrigals Book 4	10	36	I	A minor
Monteverdi, Claudio	Madrigals Book 4	10	37	I	A minor
Monteverdi, Claudio	Madrigals Book 4	10	37	IV	A minor
Monteverdi, Claudio	Madrigals Book 4	10	37	ii[no5]	A minor
Monteverdi, Claudio	Madrigals Book 4	10	63	I	D minor
Monteverdi, Claudio	Madrigals Book 4	10	64	I	D minor
Monteverdi, Claudio	Madrigals Book 4	10	68	I	E minor
Monteverdi, Claudio	Madrigals Book 4	10	69	I	E minor
Monteverdi, Claudio	Madrigals Book 4	10	84	I	A minor
Monteverdi, Claudio	Madrigals Book 4	11	8	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	11	47	iio[no5]	A minor
Monteverdi, Claudio	Madrigals Book 4	11	52	ii6	A minor
Monteverdi, Claudio	Madrigals Book 4	11	52	iio[no5]	A minor
Monteverdi, Claudio	Madrigals Book 4	11	55	vio[no5]	A minor
Monteverdi, Claudio	Madrigals Book 4	11	60	iio[no5]	E minor
Monteverdi, Claudio	Madrigals Book 4	11	65	iio[no5]	E minor
Monteverdi, Claudio	Madrigals Book 4	11	66	iio[no5]	E minor
Monteverdi, Claudio	Madrigals Book 4	11	68	vi	E minor
Monteverdi, Claudio	Madrigals Book 4	11	73	I	A minor
Monteverdi, Claudio	Madrigals Book 4	12	7	vi6	C minor
Monteverdi, Claudio	Madrigals Book 4	12	7	ii2	C minor
Monteverdi, Claudio	Madrigals Book 4	12	32	I	G minor
Monteverdi, Claudio	Madrigals Book 4	12	38	I	G minor
Monteverdi, Claudio	Madrigals Book 4	12	39	I	G minor
Monteverdi, Claudio	Madrigals Book 4	12	45	I	G minor
Monteverdi, Claudio	Madrigals Book 4	12	46	I	G minor
Monteverdi, Claudio	Madrigals Book 4	12	47	I	G minor
Monteverdi, Claudio	Madrigals Book 4	12	49	iv6	Bb major
Monteverdi, Claudio	Madrigals Book 4	12	51	#iii6	G minor
Monteverdi, Claudio	Madrigals Book 4	12	54	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	12	54	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	12	55	ii6	G minor
Monteverdi, Claudio	Madrigals Book 4	12	59	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	12	60	IV6	G minor
Monteverdi, Claudio	Madrigals Book 4	12	63	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	12	64	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	12	66	#iii6	G minor
Monteverdi, Claudio	Madrigals Book 4	12	67	I	G minor
Monteverdi, Claudio	Madrigals Book 4	13	3	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	13	5	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	13	6	ii6	G minor
Monteverdi, Claudio	Madrigals Book 4	13	13	I6	G minor
Monteverdi, Claudio	Madrigals Book 4	13	34	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	13	39	v6	F major
Monteverdi, Claudio	Madrigals Book 4	13	48	vi	G minor
Monteverdi, Claudio	Madrigals Book 4	13	53	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	13	60	ii6	G minor
Monteverdi, Claudio	Madrigals Book 4	13	85	ii6	G minor
Monteverdi, Claudio	Madrigals Book 4	13	88	I	G minor
Monteverdi, Claudio	Madrigals Book 4	14	29	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	14	31	I	D minor
Monteverdi, Claudio	Madrigals Book 4	14	34	I	D minor
Monteverdi, Claudio	Madrigals Book 4	14	35	I	D minor
Monteverdi, Claudio	Madrigals Book 4	14	36	I	D minor
Monteverdi, Claudio	Madrigals Book 4	14	44	I	D minor
Monteverdi, Claudio	Madrigals Book 4	14	45	ii6	G minor
Monteverdi, Claudio	Madrigals Book 4	14	46	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	14	50	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	14	51	ii6[no5]	G minor
Monteverdi, Claudio	Madrigals Book 4	14	53	I	G minor
Monteverdi, Claudio	Madrigals Book 4	14	54	ii6	G minor
Monteverdi, Claudio	Madrigals Book 4	14	55	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	14	57	I	G minor
Monteverdi, Claudio	Madrigals Book 4	14	69	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	14	74	I	G minor
Monteverdi, Claudio	Madrigals Book 4	15	14	bVII	F major
Monteverdi, Claudio	Madrigals Book 4	15	57	I	G minor
Monteverdi, Claudio	Madrigals Book 4	15	57	i6/4	C major
Monteverdi, Claudio	Madrigals Book 4	15	64	v6/4	F major
Monteverdi, Claudio	Madrigals Book 4	16	13	iv6	D major
Monteverdi, Claudio	Madrigals Book 4	16	16	iv	D major
Monteverdi, Claudio	Madrigals Book 4	16	17	v	D major
Monteverdi, Claudio	Madrigals Book 4	16	20	i	D major
Monteverdi, Claudio	Madrigals Book 4	16	24	iv	D major
Monteverdi, Claudio	Madrigals Book 4	16	24	iv	D major
Monteverdi, Claudio	Madrigals Book 4	16	26	v	D major
Monteverdi, Claudio	Madrigals Book 4	16	30	i	D major
Monteverdi, Claudio	Madrigals Book 4	16	33	iiø6/5	D major
Monteverdi, Claudio	Madrigals Book 4	16	33	v	D major
Monteverdi, Claudio	Madrigals Book 4	16	49	ii	A minor
Monteverdi, Claudio	Madrigals Book 4	16	59	ii	A minor
Monteverdi, Claudio	Madrigals Book 4	16	60	ii6	A minor
Monteverdi, Claudio	Madrigals Book 4	16	62	ii	A minor
Monteverdi, Claudio	Madrigals Book 4	16	75	I	A minor
Monteverdi, Claudio	Madrigals Book 4	16	79	I	A minor
Monteverdi, Claudio	Madrigals Book 4	16	80	IV	A minor
Monteverdi, Claudio	Madrigals Book 4	16	81	IV	A minor
Monteverdi, Claudio	Madrigals Book 4	16	81	I	A minor
Monteverdi, Claudio	Madrigals Book 4	16	82	I	A minor
Monteverdi, Claudio	Madrigals Book 4	16	82	ii	A minor
Monteverdi, Claudio	Madrigals Book 4	16	83	I6/4	A minor
Monteverdi, Claudio	Madrigals Book 4	16	84	I	A minor
Monteverdi, Claudio	Madrigals Book 4	17	3	iv	D major
Monteverdi, Claudio	Madrigals Book 4	17	4	iv	D major
Monteverdi, Claudio	Madrigals Book 4	17	5	v	D major
Monteverdi, Claudio	Madrigals Book 4	17	8	v	D major
Monteverdi, Claudio	Madrigals Book 4	17	9	iv6	D major
Monteverdi, Claudio	Madrigals Book 4	17	10	i6/4	D major
Monteverdi, Claudio	Madrigals Book 4	17	13	v	D major
Monteverdi, Claudio	Madrigals Book 4	17	18	i6	D major
Monteverdi, Claudio	Madrigals Book 4	17	19	i6/4	D major
Monteverdi, Claudio	Madrigals Book 4	17	20	v	D major
Monteverdi, Claudio	Madrigals Book 4	17	51	i6/4	G major
Monteverdi, Claudio	Madrigals Book 4	17	52	i6/4	G major
Monteverdi, Claudio	Madrigals Book 4	17	52	v	G major
Monteverdi, Claudio	Madrigals Book 4	17	53	v	D major
Monteverdi, Claudio	Madrigals Book 4	17	62	iv	A major
Monteverdi, Claudio	Madrigals Book 4	17	63	i6/4	A major
Monteverdi, Claudio	Madrigals Book 4	17	67	i6/4	D major
Monteverdi, Claudio	Madrigals Book 4	18	38	ii	D minor
Monteverdi, Claudio	Madrigals Book 4	18	43	I6	D minor
Monteverdi, Claudio	Madrigals Book 4	18	44	ii6	D minor
Monteverdi, Claudio	Madrigals Book 4	18	45	ii7	D minor
Monteverdi, Claudio	Madrigals Book 4	18	46	I	D minor
Monteverdi, Claudio	Madrigals Book 4	18	47	I	D minor
Monteverdi, Claudio	Madrigals Book 4	18	47	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	18	48	ii	D minor
Monteverdi, Claudio	Madrigals Book 4	18	52	ii	D minor
Monteverdi, Claudio	Madrigals Book 4	18	57	ii	D minor
Monteverdi, Claudio	Madrigals Book 4	18	60	I	D minor
Monteverdi, Claudio	Madrigals Book 4	19	18	viio7	C major
Monteverdi, Claudio	Madrigals Book 4	19	29	bVII	G major
Monteverdi, Claudio	Madrigals Book 4	19	58	i6/4	G major
Monteverdi, Claudio	Madrigals Book 4	2	7	ii4/3	D minor
Monteverdi, Claudio	Madrigals Book 4	2	7	ii6	D minor
Monteverdi, Claudio	Madrigals Book 4	2	10	I	A minor
Monteverdi, Claudio	Madrigals Book 4	2	12	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	2	19	ii6	D minor
