mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
10	9	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
10	9	1/4	1/4	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	9	1/2	1/2	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	9	3/4	3/4	2/2	2	1	viio/V		Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
11	10	0	0	2/2	2	1	V}		Bb	I		V		V						}	M	0	0	1, 5, 2		1	1
11	10	1/4	1/4	2/2	2	1	I{		Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
11	10	1/2	1/2	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
11	10	3/4	3/4	2/2	2	1	viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
12	11	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
12	11	1/4	1/4	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	11	1/2	1/2	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
12	11	3/4	3/4	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	12	0	0	2/2	2	1	I}		Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
13	12	1/4	1/4	2/2	2	1	V+6/IV{		Bb	I		V+6/IV		V	+	6		IV		{	+	0	0	4, 8, 0		0	4
13	12	1/2	1/2	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
13	12	3/4	3/4	2/2	2	1	V+6/IV		Bb	I		V+6/IV		V	+	6		IV			+	0	0	4, 8, 0		0	4
14	13	0	0	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
14	13	1/2	1/2	2/2	2	1	V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
14	13	3/4	3/4	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	14	0	0	2/2	2	1	I}		Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
15	14	1/4	1/4	2/2	2	1	V+6/IV{		Bb	I		V+6/IV		V	+	6		IV		{	+	0	0	4, 8, 0		0	4
15	14	1/2	1/2	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
15	14	3/4	3/4	2/2	2	1	V+6/IV		Bb	I		V+6/IV		V	+	6		IV			+	0	0	4, 8, 0		0	4
16	15	0	0	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
16	15	1/2	1/2	2/2	2	1	V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
16	15	3/4	3/4	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	0	0	2/2	2	1	I}		Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
17	16	1/4	1/4	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	1/2	1/2	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
17	16	3/4	3/4	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	17	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
19	18	0	0	2/2	2	1	{		Bb	I										{		0	0				
21	20	0	0	2/2	2	1	V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
23	22	0	0	2/2	2	1	V.viio6		Bb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
23	22	1/4	1/4	2/2	2	1	viio		Bb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
23	22	1/2	1/2	2/2	2	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
23	22	3/4	3/4	2/2	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
24	23	0	0	2/2	2	1	viio64		Bb	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
24	23	1/4	1/4	2/2	2	1	viio6		Bb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
24	23	1/2	1/2	2/2	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
24	23	3/4	3/4	2/2	2	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
25	24	0	0	2/2	2	1	viio6		Bb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
25	24	1/4	1/4	2/2	2	1	viio		Bb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
25	24	1/2	1/2	2/2	2	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
25	24	3/4	3/4	2/2	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
26	25	0	0	2/2	2	1	viio64		Bb	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
26	25	1/4	1/4	2/2	2	1	viio6		Bb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
26	25	1/2	1/2	2/2	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
27	26	0	0	2/2	2	1	ii6		Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
28	27	0	0	2/2	2	1	V(64)}		Bb	V		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
28	27	1/4	1/4	2/2	2	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
29	28	0	0	2/2	2	1	I{		Bb	V		I		I						{	M	0	0	0, 4, 1		0	0
29	28	1/2	1/2	2/2	2	1	V65		Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
30	29	0	0	2/2	2	1	V43		Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
30	29	1/2	1/2	2/2	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
31	30	0	0	2/2	2	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
31	30	1/2	1/2	2/2	2	1	V65		Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
32	31	0	0	2/2	2	1	V43		Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
32	31	1/2	1/2	2/2	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
32	31	3/4	3/4	2/2	2	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
33	32	0	0	2/2	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
34	33	0	0	2/2	2	1	ii6		Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
35	34	0	0	2/2	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
35	34	1/4	1/4	2/2	2	1	vi	IV6	Bb	V		vi		vi							m	0	0	3, 0, 4		3	3
35	34	1/2	1/2	2/2	2	1	ii6		Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
35	34	3/4	3/4	2/2	2	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
36	35	0	0	2/2	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
37	36	0	0	2/2	2	1	ii6		Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
38	37	0	0	2/2	2	1	IV		Bb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
39	38	1/4	1/4	2/2	2	1	ii65		Bb	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
39	38	1/2	1/2	2/2	2	1	V(4)		Bb	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
39	38	3/4	3/4	2/2	2	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
40	39	0	0	2/2	2	1	I[I}{		Bb	V	I	I		I						}{	M	0	0	0, 4, 1		0	0
40	39	1/4	1/4	2/2	2	1	V7/IV		Bb	V	I	V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
41	40	0	0	2/2	2	1	IV		Bb	V	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
41	40	1/4	1/4	2/2	2	1	viio6		Bb	V	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
42	41	0	0	2/2	2	1	I		Bb	V	I	I		I							M	0	0	0, 4, 1		0	0
42	41	1/4	1/4	2/2	2	1	V7/IV		Bb	V	I	V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
43	42	0	0	2/2	2	1	IV		Bb	V	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
43	42	1/4	1/4	2/2	2	1	viio6		Bb	V	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
44	43	0	0	2/2	2	1	I]}		Bb	V	I	I		I						}	M	0	0	0, 4, 1		0	0
44	43	1/2	1/2	2/2	2	1	I.V65/ii{		Bb	I		V65/ii		V		65		ii		{	Mm7	0	0	7, 4, 1, 3		3	7
45	44	0	0	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
45	44	1/2	1/2	2/2	2	1	V65		Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
46	45	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
46	45	3/4	3/4	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
47	46	0	0	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
47	46	1/4	1/4	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
47	46	1/2	1/2	2/2	2	1	viio6		Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
47	46	3/4	3/4	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
48	47	0	0	2/2	2	1	V(64)}		Bb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
48	47	1/4	1/4	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
48	47	1/2	1/2	2/2	2	1	V65/ii{		Bb	I		V65/ii		V		65		ii		{	Mm7	0	0	7, 4, 1, 3		3	7
49	48	0	0	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
49	48	1/4	1/4	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
49	48	3/4	3/4	2/2	2	1	V65		Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
50	49	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
50	49	1/4	1/4	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
51	50	0	0	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
51	50	1/4	1/4	2/2	2	1	ii43		Bb	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
51	50	1/2	1/2	2/2	2	1	V(4)		Bb	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
51	50	3/4	3/4	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
52	51	0	0	2/2	2	1	I}		Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
53	52	0	0	2/2	2	1	vi.i{		Bb	vi		i		i						{	m	0	1	0, -3, 1		0	0
54	53	0	0	2/2	2	1	#viio65		Bb	vi		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
55	54	0	0	2/2	2	1	#viio43		Bb	vi		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
56	55	0	0	2/2	2	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
56	55	1/4	1/4	2/2	2	1	#viio		Bb	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
56	55	1/2	1/2	2/2	2	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
56	55	3/4	3/4	2/2	2	1	#viio6		Bb	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
57	56	0	0	2/2	2	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
57	56	3/4	3/4	2/2	2	1	V65/iv		Bb	vi		V65/iv		V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
58	57	0	0	2/2	2	1	iv		Bb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
58	57	3/4	3/4	2/2	2	1	i64		Bb	vi		i64		i		64					m	0	1	1, 0, -3		0	1
59	58	0	0	2/2	2	1	Ger6		Bb	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
60	59	0	0	2/2	2	1	V(#764)}		Bb	vi		V(#764)		V			#764			}	M	0	1	1, 0, -3	6	1	1
60	59	1/2	1/2	2/2	2	1	V		Bb	vi		V		V							M	0	1	1, 5, 2		1	1
61	60	0	0	2/2	2	1	V{		Bb	vi		V		V						{	M	0	1	1, 5, 2		1	1
61	60	1/2	1/2	2/2	2	1	V65		Bb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
62	61	0	0	2/2	2	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
62	61	1/2	1/2	2/2	2	1	V2		Bb	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
63	62	0	0	2/2	2	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
63	62	7/8	7/8	2/2	2	1	It6		Bb	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
64	63	0	0	2/2	2	1	V(#764)}		Bb	vi		V(#764)		V			#764			}	M	0	1	1, 0, -3	6	1	1
64	63	1/2	1/2	2/2	2	1	V		Bb	vi		V		V							M	0	1	1, 5, 2		1	1
65	64	0	0	2/2	2	1	i6{		Bb	vi		i6		i		6				{	m	0	1	-3, 1, 0		0	-3
65	64	3/4	3/4	2/2	2	1	V65/iv		Bb	vi		V65/iv		V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
66	65	0	0	2/2	2	1	iv		Bb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
66	65	1/4	1/4	2/2	2	1	#viio43		Bb	vi		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
67	66	0	0	2/2	2	1	V(64)		Bb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
67	66	1/2	1/2	2/2	2	1	V7		Bb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
68	67	0	0	2/2	2	1	i(9#74)}		Bb	vi		i(9#74)		i			9#74			}	m	0	1	0, -1, 1	2, 5	0	0
68	67	1/2	1/2	2/2	2	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
69	68	0	0	2/2	2	1	#viio43/iv{		Bb	vi		#viio43/iv		#vii	o	43		iv		{	o7	0	1	-2, -5, 4, 1		4	-2
69	68	1/2	1/2	2/2	2	1	IV6		Bb	vi		IV6		IV		6					M	0	1	3, 0, -1		-1	3
70	69	0	0	2/2	2	1	It6		Bb	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
70	69	1/2	1/2	2/2	2	1	V		Bb	vi		V		V							M	0	1	1, 5, 2		1	1
71	70	0	0	2/2	2	1	I.V43}		Bb	I		V43		V		43				}	Mm7	0	0	2, -1, 1, 5		1	2
72	71	1/2	1/2	2/2	2	1	V65/ii{		Bb	I		V65/ii		V		65		ii		{	Mm7	0	0	7, 4, 1, 3		3	7
73	72	0	0	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
73	72	1/2	1/2	2/2	2	1	V65		Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
74	73	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
74	73	3/4	3/4	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
75	74	0	0	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
75	74	1/4	1/4	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
75	74	1/2	1/2	2/2	2	1	viio6		Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
75	74	3/4	3/4	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
76	75	0	0	2/2	2	1	V(64)}		Bb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
76	75	1/4	1/4	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
76	75	1/2	1/2	2/2	2	1	V65/ii{		Bb	I		V65/ii		V		65		ii		{	Mm7	0	0	7, 4, 1, 3		3	7
77	76	0	0	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
77	76	1/4	1/4	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
77	76	3/4	3/4	2/2	2	1	V65		Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
78	77	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
78	77	1/4	1/4	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
79	78	0	0	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
79	78	1/4	1/4	2/2	2	1	ii43		Bb	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
79	78	1/2	1/2	2/2	2	1	V(4)		Bb	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
79	78	3/4	3/4	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
80	79	0	0	2/2	2	1	I}		Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
80	79	1/4	1/4	2/2	2	1	{		Bb	I										{		0	0				
80	79	1/2	1/2	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
80	79	3/4	3/4	2/2	2	1	viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
81	80	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
81	80	1/4	1/4	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
81	80	1/2	1/2	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
81	80	3/4	3/4	2/2	2	1	viio/V		Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
82	81	0	0	2/2	2	1	V}		Bb	I		V		V						}	M	0	0	1, 5, 2		1	1
82	81	1/4	1/4	2/2	2	1	I{		Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
82	81	1/2	1/2	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
82	81	3/4	3/4	2/2	2	1	viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
83	82	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
83	82	1/4	1/4	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
83	82	1/2	1/2	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
83	82	3/4	3/4	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
84	83	0	0	2/2	2	1	I}		Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
84	83	1/4	1/4	2/2	2	1	V+6/IV{		Bb	I		V+6/IV		V	+	6		IV		{	+	0	0	4, 8, 0		0	4
84	83	1/2	1/2	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
84	83	3/4	3/4	2/2	2	1	V+6/IV		Bb	I		V+6/IV		V	+	6		IV			+	0	0	4, 8, 0		0	4
85	84	0	0	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
85	84	1/2	1/2	2/2	2	1	V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
85	84	3/4	3/4	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
86	85	0	0	2/2	2	1	I}		Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
86	85	1/4	1/4	2/2	2	1	V+6/IV{		Bb	I		V+6/IV		V	+	6		IV		{	+	0	0	4, 8, 0		0	4
86	85	1/2	1/2	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
86	85	3/4	3/4	2/2	2	1	V+6/IV		Bb	I		V+6/IV		V	+	6		IV			+	0	0	4, 8, 0		0	4
87	86	0	0	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
87	86	1/2	1/2	2/2	2	1	V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
87	86	3/4	3/4	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
88	87	0	0	2/2	2	1	I}		Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
88	87	1/4	1/4	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
88	87	1/2	1/2	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
88	87	3/4	3/4	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
89	88	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
90	89	0	0	2/2	2	1	IV.V7		Bb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
91	90	0	0	2/2	2	1	I{		Bb	IV		I		I						{	M	0	0	0, 4, 1		0	0
92	91	0	0	2/2	2	1	V65		Bb	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
93	92	0	0	2/2	2	1	IV		Bb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
94	93	0	0	2/2	2	1	V65		Bb	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
95	94	0	0	2/2	2	1	I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
95	94	1/2	1/2	2/2	2	1	IV6		Bb	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
95	94	3/4	3/4	2/2	2	1	I64		Bb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
96	95	0	0	2/2	2	1	ii6		Bb	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
97	96	0	0	2/2	2	1	V		Bb	IV		V		V							M	0	0	1, 5, 2		1	1
97	96	1/4	1/4	2/2	2	1	I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
97	96	1/2	1/2	2/2	2	1	ii		Bb	IV		ii		ii							m	0	0	2, -1, 3		2	2
97	96	3/4	3/4	2/2	2	1	V2		Bb	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
98	97	0	0	2/2	2	1	I6		Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
98	97	1/2	1/2	2/2	2	1	I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
99	98	1/2	1/2	2/2	2	1	IV6		Bb	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
99	98	3/4	3/4	2/2	2	1	I64		Bb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
100	99	0	0	2/2	2	1	ii6		Bb	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
101	100	0	0	2/2	2	1	V		Bb	IV		V		V							M	0	0	1, 5, 2		1	1
101	100	1/4	1/4	2/2	2	1	I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
101	100	1/2	1/2	2/2	2	1	ii		Bb	IV		ii		ii							m	0	0	2, -1, 3		2	2
101	100	3/4	3/4	2/2	2	1	V		Bb	IV		V		V							M	0	0	1, 5, 2		1	1
102	101	0	0	2/2	2	1	I}		Bb	IV		I		I						}	M	0	0	0, 4, 1		0	0
102	101	1/2	1/2	2/2	2	1	{		Bb	IV										{		0	0				
103	102	0	0	2/2	2	1	I.#viio65/ii		Bb	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
104	103	0	0	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
104	103	1/2	1/2	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
105	104	0	0	2/2	2	1	viio65		Bb	I		viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
106	105	0	0	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
