mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
12	12	1/4	1/4	2/2	4	1		V65/V		Eb	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
12	12	5/8	5/8	2/2	4	1		V43/IV		Eb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
12	12	3/4	3/4	2/2	4	1		IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
12	12	7/8	7/8	2/2	4	1		V2/IV		Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
13	13	0	0	2/2	4	1		IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
13	13	1/4	1/4	2/2	4	1		V43/IV		Eb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
13	13	1/2	1/2	2/2	4	1		V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
14	14	0	0	2/2	4	1		V/ii		Eb	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
14	14	1/2	1/2	2/2	4	1		V65/ii		Eb	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
14	14	7/8	7/8	2/2	4	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
15	15	0	0	2/2	4	1		ii43		Eb	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
15	15	3/4	3/4	2/2	4	1		I64		Eb	I		I64	I		64					M	0	0	1, 0, 4		0	1
16	16	0	0	2/2	4	1		V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	16	1/4	1/4	2/2	4	1		V43/V		Eb	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
16	16	1/2	1/2	2/2	4	1		V2/IV		Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
16	16	3/4	3/4	2/2	4	1		IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
16	16	7/8	7/8	2/2	4	1		V43/IV		Eb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
17	17	0	0	2/2	4	1		IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
17	17	1/4	1/4	2/2	4	1		V2/IV		Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
17	17	1/2	1/2	2/2	4	1		V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
18	18	0	0	2/2	4	1		iv		Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
18	18	1/2	1/2	2/2	4	1		ivo		Eb	I		ivo	iv	o						o	0	0	-1, -4, -7		-1	-1
18	18	7/8	7/8	2/2	4	1		iv		Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
19	19	3/8	3/8	2/2	4	1		iv(b6)		Eb	I		iv(b6)	iv			b6				m	0	0	-1, -4, -5		-1	-1
19	19	7/8	7/8	2/2	4	1		iv(6)		Eb	I		iv(6)	iv			6				m	0	0	-1, -4, 2		-1	-1
20	20	0	0	2/2	4	1		v		Eb	I		v	v							m	0	0	1, -2, 2		1	1
20	20	3/8	3/8	2/2	4	1		v(b6)		Eb	I		v(b6)	v			b6				m	0	0	1, -2, -3		1	1
20	20	7/8	7/8	2/2	4	1		v(6)		Eb	I		v(6)	v			6				m	0	0	1, -2, 4		1	1
21	21	0	0	2/2	4	1		iv(97b4)		Eb	I		iv(97b4)	iv			97b4				m	0	0	-1, -2, 0	1, 4	-1	-1
21	21	3/8	3/8	2/2	4	1		iv		Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
21	21	1/2	1/2	2/2	4	1		viio7		Eb	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
21	21	7/8	7/8	2/2	4	1		viio43/V		Eb	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
22	22	3/8	3/8	2/2	4	1		V7/IV		Eb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
22	22	1/2	1/2	2/2	4	1		viio7/IV		Eb	I		viio7/IV	vii	o	7		IV			o7	0	0	4, 1, -2, -5		4	4
22	22	7/8	7/8	2/2	4	1		iv		Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
23	23	0	0	2/2	4	1		III64/vi		Eb	I		III64/vi	III		64		vi			M	0	0	1, 0, 4		0	1
23	23	1/2	1/2	2/2	4	1		viio43/ii		Eb	I		viio43/ii	vii	o	43		ii			o7	0	0	-6, -9, 0, -3		0	-6
24	24	3/8	3/8	2/2	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	24	7/8	7/8	2/2	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
25	25	0	0	4/4	4	1		I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
25	25	1/2	1/2	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
26	26	0	0	4/4	4	1		V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
27	27	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
27	27	1/2	1/2	4/4	4	1		V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
28	28	0	0	4/4	4	1		I[I		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
28	28	1/2	1/2	4/4	4	1		I6		Eb	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
28	28	3/4	3/4	4/4	4	1		V65/IV		Eb	I	I	V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
29	29	0	0	4/4	4	1		IV		Eb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
29	29	1/2	1/2	4/4	4	1		IV6		Eb	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
30	30	0	0	4/4	4	1		viio		Eb	I	I	viio	vii	o						o	0	0	5, 2, -1		5	5
30	30	1/2	1/2	4/4	4	1		V7		Eb	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	0	0	4/4	4	1		I(#9)		Eb	I	I	I(#9)	I			#9				M	0	0	0, 4, 1	9	0	0
31	31	1/4	1/4	4/4	4	1		I]		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
31	31	1/2	1/2	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
32	32	1/2	1/2	4/4	4	1		I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
32	32	3/4	3/4	4/4	4	1		V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
33	33	0	0	4/4	4	1		IV		Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
33	33	1/2	1/2	4/4	4	1		ii7		Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
34	34	0	0	4/4	4	1		V(94)		Eb	I		V(94)	V			94				M	0	0	1, 0, 2	3	1	1
34	34	1/2	1/2	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	35	0	0	4/4	4	1		I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
36	36	0	0	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
36	36	1/2	1/2	4/4	4	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
36	36	3/4	3/4	4/4	4	1		ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
37	37	0	0	4/4	4	1		vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
37	37	1/2	1/2	4/4	4	1		ii65		Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
37	37	3/4	3/4	4/4	4	1		ii43		Eb	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
38	38	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
38	38	1/2	1/2	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	0	0	4/4	4	1		I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
39	39	1/4	1/4	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
40	40	0	0	4/4	4	1		iv6/ii		Eb	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
40	40	1/2	1/2	4/4	4	1		ii64		Eb	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
41	41	0	0	4/4	4	1		vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
41	41	1/2	1/2	4/4	4	1		ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
42	42	0	0	4/4	4	1		I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
42	42	1/2	1/2	4/4	4	1		V.iv6		Eb	V		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
43	43	0	0	4/4	4	1		V\\		Eb	V		V	V						\\	M	0	0	1, 5, 2		1	1
44	44	0	0	4/4	4	1		viio43		Eb	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
44	44	1/2	1/2	4/4	4	1		viio7/V		Eb	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
45	45	0	0	4/4	4	1		V		Eb	V		V	V							M	0	0	1, 5, 2		1	1
46	46	0	0	4/4	4	1		viio43		Eb	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
47	47	0	0	4/4	4	1		viio/V		Eb	V		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
48	48	0	0	4/4	4	1		V2(9)		Eb	V		V2(9)	V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
48	48	7/8	7/8	4/4	4	1		I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
49	49	0	0	4/4	4	1		ii		Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
49	49	1/4	1/4	4/4	4	1		V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	1/2	1/2	4/4	4	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
49	49	3/4	3/4	4/4	4	1		V		Eb	V		V	V							M	0	0	1, 5, 2		1	1
50	50	0	0	4/4	4	1		I\\		Eb	V		I	I						\\	M	0	0	0, 4, 1		0	0
50	50	1/4	1/4	4/4	4	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
50	50	1/2	1/2	4/4	4	1		V		Eb	V		V	V							M	0	0	1, 5, 2		1	1
50	50	7/8	7/8	4/4	4	1		V64/ii		Eb	V		V64/ii	V		64		ii			M	0	0	4, 3, 7		3	4
51	51	0	0	4/4	4	1		ii6		Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
51	51	1/4	1/4	4/4	4	1		V2		Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
51	51	1/2	1/2	4/4	4	1		I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
51	51	3/4	3/4	4/4	4	1		V65		Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
52	52	0	0	4/4	4	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
53	53	0	0	4/4	4	1		I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
54	54	0	0	4/4	4	1		I64		Eb	V		I64	I		64					M	0	0	1, 0, 4		0	1
55	55	0	0	4/4	4	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
56	56	0	0	4/4	4	1		I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
57	57	0	0	4/4	4	1		V65/V		Eb	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
57	57	3/4	3/4	4/4	4	1		viio43		Eb	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
58	58	0	0	4/4	4	1		I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
58	58	3/4	3/4	4/4	4	1		viio43/ii		Eb	V		viio43/ii	vii	o	43		ii			o7	0	0	-6, -9, 0, -3		0	-6
59	59	0	0	4/4	4	1		V65/ii		Eb	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
60	60	1/4	1/4	4/4	4	1		ii		Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
61	61	0	0	4/4	4	1		V6		Eb	V		V6	V		6					M	0	0	5, 2, 1		1	5
61	61	1/2	1/2	4/4	4	1		V65		Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
62	62	0	0	4/4	4	1		I(4)		Eb	V		I(4)	I			4				M	0	0	0, -1, 1		0	0
62	62	1/4	1/4	4/4	4	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
62	62	3/4	3/4	4/4	4	1		V7/IV		Eb	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
63	63	0	0	4/4	4	1		V64/vi		Eb	V		V64/vi	V		64		vi			M	0	0	5, 4, 8		4	5
63	63	1/2	1/2	4/4	4	1		V7/ii		Eb	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
64	64	0	0	4/4	4	1		ii		Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
64	64	1/4	1/4	4/4	4	1		ii6		Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
64	64	3/4	3/4	4/4	4	1		viio(+4)/V	VII64	Eb	V		viio(+4)/V	vii	o		+4	V			o	0	0	6, 3, 0	5	6	6
65	65	0	0	4/4	4	1		V(64)		Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
65	65	1/2	1/2	4/4	4	1		V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	0	0	4/4	4	1		I\\		Eb	V		I	I						\\	M	0	0	0, 4, 1		0	0
66	66	1/8	1/8	4/4	4	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
66	66	3/4	3/4	4/4	4	1		V7/IV		Eb	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
67	67	0	0	4/4	4	1		V64/vi		Eb	V		V64/vi	V		64		vi			M	0	0	5, 4, 8		4	5
67	67	1/2	1/2	4/4	4	1		V7/ii		Eb	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
68	68	0	0	4/4	4	1		ii		Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
69	69	1/4	1/4	4/4	4	1		V(64)		Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
69	69	3/4	3/4	4/4	4	1		V		Eb	V		V	V							M	0	0	1, 5, 2		1	1
70	70	0	0	4/4	4	1		I\\		Eb	V		I	I						\\	M	0	0	0, 4, 1		0	0
70	70	5/8	5/8	4/4	4	1		V6		Eb	V		V6	V		6					M	0	0	5, 2, 1		1	5
70	70	3/4	3/4	4/4	4	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
71	71	1/8	1/8	4/4	4	1		V6		Eb	V		V6	V		6					M	0	0	5, 2, 1		1	5
71	71	1/4	1/4	4/4	4	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
71	71	5/8	5/8	4/4	4	1		V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	72	1/8	1/8	4/4	4	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
72	72	5/8	5/8	4/4	4	1		V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	73	1/8	1/8	4/4	4	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
73	73	5/8	5/8	4/4	4	1		V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	73	7/8	7/8	4/4	4	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
78	78	0	0	4/4	4	1		vi.V		Eb	vi		V	V							M	0	1	1, 5, 2		1	1
79	79	0	0	4/4	4	1		V6/V		Eb	vi		V6/V	V		6		V			M	0	1	6, 3, 2		2	6
80	80	0	0	4/4	4	1		V		Eb	vi		V	V							M	0	1	1, 5, 2		1	1
81	81	1/2	1/2	4/4	4	1		V65		Eb	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
82	82	0	0	4/4	4	1		i		Eb	vi		i	i							m	0	1	0, -3, 1		0	0
83	83	1/2	1/2	4/4	4	1		VII6		Eb	vi		VII6	VII		6					M	0	1	2, -1, -2		-2	2
84	84	0	0	4/4	4	1		#viio/iv		Eb	vi		#viio/iv	#vii	o			iv			o	0	1	4, 1, -2		4	4
89	89	0	0	4/4	4	1		II.V7		Eb	II		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	90	0	0	4/4	4	1		I64		Eb	II		I64	I		64					M	0	0	1, 0, 4		0	1
91	91	0	0	4/4	4	1		V43/V		Eb	II		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
91	91	1/2	1/2	4/4	4	1		V		Eb	II		V	V							M	0	0	1, 5, 2		1	1
92	92	0	0	4/4	4	1		V(#9)		Eb	II		V(#9)	V			#9				M	0	0	1, 5, 2	10	1	1
92	92	1/4	1/4	4/4	4	1		V		Eb	II		V	V							M	0	0	1, 5, 2		1	1
92	92	1/2	1/2	4/4	4	1		V7		Eb	II		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
93	93	1/4	1/4	4/4	4	1		iv6		Eb	II		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
93	93	1/2	1/2	4/4	4	1		V		Eb	II		V	V							M	0	0	1, 5, 2		1	1
93	93	3/4	3/4	4/4	4	1		V65		Eb	II		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
94	94	0	0	4/4	4	1		I(9)		Eb	II		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
94	94	1/4	1/4	4/4	4	1		vi		Eb	II		vi	vi							m	0	0	3, 0, 4		3	3
94	94	1/2	1/2	4/4	4	1		V/V		Eb	II		V/V	V				V			M	0	0	2, 6, 3		2	2
94	94	7/8	7/8	4/4	4	1		vi/V		Eb	II		vi/V	vi				V			m	0	0	4, 1, 5		4	4
95	95	0	0	4/4	4	1		V(4)/V		Eb	II		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
95	95	1/4	1/4	4/4	4	1		V2/V		Eb	II		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
95	95	1/2	1/2	4/4	4	1		V7/V		Eb	II		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
96	96	0	0	4/4	4	1		VI.I		Eb	VI		I	I							M	0	0	0, 4, 1		0	0
96	96	1/2	1/2	4/4	4	1		V43		Eb	VI		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
97	97	0	0	4/4	4	1		I6		Eb	VI		I6	I		6					M	0	0	4, 1, 0		0	4
97	97	1/2	1/2	4/4	4	1		IV		Eb	VI		IV	IV							M	0	0	-1, 3, 0		-1	-1
98	98	0	0	4/4	4	1		V7		Eb	VI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
100	100	0	0	4/4	4	1		I[I		Eb	VI	I	I	I							M	0	0	0, 4, 1		0	0
100	100	1/2	1/2	4/4	4	1		viio6		Eb	VI	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
101	101	0	0	4/4	4	1		I6]		Eb	VI	I	I6	I		6					M	0	0	4, 1, 0		0	4
101	101	1/2	1/2	4/4	4	1		IV6		Eb	VI		IV6	IV		6					M	0	0	3, 0, -1		-1	3
102	102	0	0	4/4	4	1		V65		Eb	VI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
102	102	1/2	1/2	4/4	4	1		V2		Eb	VI		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
103	103	0	0	4/4	4	1		V65		Eb	VI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
103	103	1/2	1/2	4/4	4	1		V2		Eb	VI		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
104	104	0	0	4/4	4	1		I6		Eb	VI		I6	I		6					M	0	0	4, 1, 0		0	4
104	104	1/2	1/2	4/4	4	1		ii64		Eb	VI		ii64	ii		64					m	0	0	3, 2, -1		2	3
104	104	7/8	7/8	4/4	4	1		V65		Eb	VI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
105	105	0	0	4/4	4	1		I		Eb	VI		I	I							M	0	0	0, 4, 1		0	0
105	105	1/4	1/4	4/4	4	1		V		Eb	VI		V	V							M	0	0	1, 5, 2		1	1
105	105	1/2	1/2	4/4	4	1		V2		Eb	VI		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
105	105	7/8	7/8	4/4	4	1		V		Eb	VI		V	V							M	0	0	1, 5, 2		1	1
106	106	0	0	4/4	4	1		I6		Eb	VI		I6	I		6					M	0	0	4, 1, 0		0	4
106	106	3/8	3/8	4/4	4	1		V7		Eb	VI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
106	106	1/2	1/2	4/4	4	1		ii64		Eb	VI		ii64	ii		64					m	0	0	3, 2, -1		2	3
106	106	7/8	7/8	4/4	4	1		V65		Eb	VI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
107	107	0	0	4/4	4	1		I		Eb	VI		I	I							M	0	0	0, 4, 1		0	0
107	107	3/8	3/8	4/4	4	1		V2/IV		Eb	VI		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
107	107	1/2	1/2	4/4	4	1		IV6		Eb	VI		IV6	IV		6					M	0	0	3, 0, -1		-1	3
107	107	7/8	7/8	4/4	4	1		IV		Eb	VI		IV	IV							M	0	0	-1, 3, 0		-1	-1
108	108	0	0	4/4	4	1		I6		Eb	VI		I6	I		6					M	0	0	4, 1, 0		0	4
108	108	3/8	3/8	4/4	4	1		I		Eb	VI		I	I							M	0	0	0, 4, 1		0	0
108	108	1/2	1/2	4/4	4	1		V7		Eb	VI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
109	109	0	0	4/4	4	1		I\\		Eb	VI		I	I						\\	M	0	0	0, 4, 1		0	0
110	110	0	0	4/4	4	1		I6		Eb	VI		I6	I		6					M	0	0	4, 1, 0		0	4
111	111	0	0	4/4	4	1		I64		Eb	VI		I64	I		64					M	0	0	1, 0, 4		0	1
112	112	0	0	4/4	4	1		V7/IV		Eb	VI		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
113	113	0	0	4/4	4	1		iv64		Eb	VI		iv64	iv		64					m	0	0	0, -1, -4		-1	0
114	114	0	0	4/4	4	1		viio7/biii		Eb	VI		viio7/biii	vii	o	7		biii			o7	0	0	-5, -8, -11, -14		-5	-5
115	115	0	0	4/4	4	1		V65/biii		Eb	VI		V65/biii	V		65		biii			Mm7	0	0	2, -1, -4, -2		-2	2
116	116	0	0	4/4	4	1		biii		Eb	VI		biii	biii							m	0	0	-3, -6, -2		-3	-3
117	117	0	0	4/4	4	1		V43/biii		Eb	VI		V43/biii	V		43		biii			Mm7	0	0	-1, -4, -2, 2		-2	-1
