mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
177	173	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
182	177	0	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
183	178	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
183	178	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
184	179	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
184	179	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
185	180	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
185	180	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
186	181	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
186	181	3/8	3/8	3/4	4	1		iv.VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
187	182	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
187	182	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
188	183	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
188	183	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
189	184	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
189	184	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
190	185	0	0	3/4	4	1		bII.vii		c	bII		vii	vii							m	1	0	5, 2, 6		5	5
190	185	3/8	3/8	3/4	4	1		V6		c	bII		V6	V		6					M	1	0	5, 2, 1		1	5
191	186	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
193	188	0	0	3/4	4	1		IV		c	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
195	190	0	0	3/4	4	1		V7		c	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
197	192	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
200	195	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
201	196	0	0	3/4	4	1		iv.ii%65		c	iv		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
202	197	0	0	3/4	4	1		ii%7		c	iv		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
203	198	0	0	3/4	4	1		V7		c	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
205	200	0	0	3/4	4	1		i		c	iv		i	i							m	1	1	0, -3, 1		0	0
207	202	0	0	3/4	4	1		i\\		c	iv		i	i						\\	m	1	1	0, -3, 1		0	0
208	203	0	0	3/4	4	1		viio7/V		c	iv		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
210	205	0	0	3/4	4	1		V7/V		c	iv		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
211	206	0	0	3/4	4	1		i.i		c	i		i	i							m	1	1	0, -3, 1		0	0
214	209	0	0	3/4	4	1		viio7/V		c	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
216	211	0	0	3/4	4	1		V7/V		c	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
217	212	0	0	3/4	4	1		v[v		c	i	v	v	v							m	1	1	1, -2, 2		1	1
218	213	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
219	214	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
220	215	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
221	216	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
222	217	0	0	3/4	4	1		V/V		c	i	v	V/V	V				V			M	1	1	2, 6, 3		2	2
223	218	0	0	3/4	4	1		V		c	i	v	V	V							M	1	1	1, 5, 2		1	1
224	219	0	0	3/4	4	1		V]		c	i	v	V	V							M	1	1	1, 5, 2		1	1
225	220	0	0	3/4	4	1		i[i		c	i	i	i	i							m	1	1	0, -3, 1		0	0
226	221	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
227	222	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
228	223	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
229	224	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
230	225	1/2	1/2	3/4	4	1		V		c	i	i	V	V							M	1	1	1, 5, 2		1	1
231	226	0	0	3/4	4	1		i]		c	i	i	i	i							m	1	1	0, -3, 1		0	0
231	226	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
232	227	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
232	227	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
233	228	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
233	228	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
234	229	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
234	229	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
235	230	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
235	230	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
236	231	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
236	231	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
237	232	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
237	232	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
238	233	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
238	233	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
239	234	0	0	3/4	4	1		ii		c	i		ii	ii							m	1	1	2, -1, 3		2	2
239	234	1/4	1/4	3/4	4	1		IV6		c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
240	235	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
240	235	1/4	1/4	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
241	236	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
241	236	1/4	1/4	3/4	4	1		IV6		c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
242	237	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
242	237	1/4	1/4	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
243	238	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
244	239	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
245	240	0	0	3/4	4	1		ii%65/v		c	i		ii%65/v	ii	%	65		v			%7	1	1	0, -3, 1, 3		3	0
246	241	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
247	242	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
247	242	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
248	243	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
248	243	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
249	244	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
249	244	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
250	245	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
250	245	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
251	246	0	0	3/4	4	1		I.I		c	I		I	I							M	1	0	0, 4, 1		0	0
252	247	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
259	254	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
260	255	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
262	257	0	0	3/4	4	1		ii		c	I		ii	ii							m	1	0	2, -1, 3		2	2
263	258	0	0	3/4	4	1		V.ii		c	V		ii	ii							m	1	0	2, -1, 3		2	2
264	259	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
265	260	0	0	3/4	4	1		I		c	V		I	I							M	1	0	0, 4, 1		0	0
266	261	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
267	262	0	0	3/4	4	1		ii		c	V		ii	ii							m	1	0	2, -1, 3		2	2
268	263	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
269	264	0	0	3/4	4	1		I		c	V		I	I							M	1	0	0, 4, 1		0	0
270	265	0	0	3/4	4	1		I.I		c	I		I	I							M	1	0	0, 4, 1		0	0
271	266	0	0	3/4	4	1		ii2		c	I		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
