mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
100	99	1/8	1/8	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
100	99	1/4	1/4	2/4	2	1	viio6	C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
100	99	3/8	3/8	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
101	100	0	0	2/4	2	1	V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
101	100	1/4	1/4	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
101	100	5/16	5/16	2/4	2	1	{	C	I									{		0	0				
102	101	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
104	103	0	0	2/4	2	1	I(64)	C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
106	105	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
106	105	1/4	1/4	2/4	2	1	V65/ii	C	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
107	106	0	0	2/4	2	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
107	106	1/4	1/4	2/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
108	107	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
108	107	1/8	1/8	2/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
108	107	1/4	1/4	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
108	107	3/8	3/8	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
109	108	0	0	2/4	2	1	#viio/ii	C	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
109	108	1/4	1/4	2/4	2	1	V65/ii	C	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
110	109	0	0	2/4	2	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
110	109	1/4	1/4	2/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
111	110	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
111	110	1/8	1/8	2/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
111	110	1/4	1/4	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
111	110	3/8	3/8	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
112	111	0	0	2/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
112	111	1/4	1/4	2/4	2	1	IV.V6	C	IV		V6	V		6					M	0	0	5, 2, 1		1	5
112	111	3/8	3/8	2/4	2	1	I	C	IV		I	I							M	0	0	0, 4, 1		0	0
113	112	0	0	2/4	2	1	V43	C	IV		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
113	112	1/4	1/4	2/4	2	1	V6	C	IV		V6	V		6					M	0	0	5, 2, 1		1	5
113	112	3/8	3/8	2/4	2	1	I	C	IV		I	I							M	0	0	0, 4, 1		0	0
114	113	0	0	2/4	2	1	V43	C	IV		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
114	113	1/4	1/4	2/4	2	1	V6	C	IV		V6	V		6					M	0	0	5, 2, 1		1	5
114	113	3/8	3/8	2/4	2	1	I	C	IV		I	I							M	0	0	0, 4, 1		0	0
115	114	0	0	2/4	2	1	V43	C	IV		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
115	114	1/4	1/4	2/4	2	1	V6	C	IV		V6	V		6					M	0	0	5, 2, 1		1	5
115	114	3/8	3/8	2/4	2	1	I	C	IV		I	I							M	0	0	0, 4, 1		0	0
116	115	0	0	2/4	2	1	V43	C	IV		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
117	116	0	0	2/4	2	1	I}{	C	IV		I	I						}{	M	0	0	0, 4, 1		0	0
118	117	0	0	2/4	2	1	V6	C	IV		V6	V		6					M	0	0	5, 2, 1		1	5
118	117	1/4	1/4	2/4	2	1	V7	C	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
119	118	0	0	2/4	2	1	I	C	IV		I	I							M	0	0	0, 4, 1		0	0
120	119	0	0	2/4	2	1	V(64)	C	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1
120	119	1/8	1/8	2/4	2	1	V7	C	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
121	120	0	0	2/4	2	1	I	C	IV		I	I							M	0	0	0, 4, 1		0	0
122	121	0	0	2/4	2	1	V6	C	IV		V6	V		6					M	0	0	5, 2, 1		1	5
122	121	1/4	1/4	2/4	2	1	V65	C	IV		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
123	122	0	0	2/4	2	1	I	C	IV		I	I							M	0	0	0, 4, 1		0	0
123	122	1/4	1/4	2/4	2	1	V7	C	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
124	123	0	0	2/4	2	1	I}	C	IV		I	I						}	M	0	0	0, 4, 1		0	0
124	123	1/4	1/4	2/4	2	1	V65	C	IV		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
125	124	0	0	2/4	2	1	I{	C	IV		I	I						{	M	0	0	0, 4, 1		0	0
126	125	0	0	2/4	2	1	V6	C	IV		V6	V		6					M	0	0	5, 2, 1		1	5
126	125	1/4	1/4	2/4	2	1	V7	C	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
127	126	0	0	2/4	2	1	I	C	IV		I	I							M	0	0	0, 4, 1		0	0
128	127	0	0	2/4	2	1	V(64)	C	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1
128	127	1/8	1/8	2/4	2	1	V	C	IV		V	V							M	0	0	1, 5, 2		1	1
128	127	1/4	1/4	2/4	2	1	V7	C	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
129	128	0	0	2/4	2	1	I	C	IV		I	I							M	0	0	0, 4, 1		0	0
129	128	1/4	1/4	2/4	2	1	I6	C	IV		I6	I		6					M	0	0	4, 1, 0		0	4
130	129	1/4	1/4	2/4	2	1	V	C	IV		V	V							M	0	0	1, 5, 2		1	1
131	130	0	0	2/4	2	1	IV	C	IV		IV	IV							M	0	0	-1, 3, 0		-1	-1
131	130	1/4	1/4	2/4	2	1	V(64)	C	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1
131	130	3/8	3/8	2/4	2	1	V7	C	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
132	131	0	0	2/4	2	1	I}	C	IV		I	I						}	M	0	0	0, 4, 1		0	0
133	132	0	0	2/4	2	1	I.IV{	C	I		IV	IV						{	M	0	0	-1, 3, 0		-1	-1
134	133	0	0	2/4	2	1	#viio65/ii	C	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
135	134	0	0	2/4	2	1	V65/ii	C	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
136	135	0	0	2/4	2	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
136	135	1/8	1/8	2/4	2	1	viio6	C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
136	135	1/4	1/4	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
136	135	3/8	3/8	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
137	136	0	0	2/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
137	136	3/8	3/8	2/4	2	1	V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
138	137	0	0	2/4	2	1	V}	C	I		V	V						}	M	0	0	1, 5, 2		1	1
138	137	3/8	3/8	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
139	138	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
140	139	0	0	2/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
140	139	1/4	1/4	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
140	139	3/8	3/8	2/4	2	1	viio6	C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
141	140	0	0	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
141	140	5/24	5/24	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
141	140	3/8	3/8	2/4	2	1	vii%7/V	C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
142	141	0	0	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
143	142	1/8	1/8	2/4	2	1	V6{	C	I		V6	V		6				{	M	0	0	5, 2, 1		1	5
143	142	1/4	1/4	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
143	142	3/8	3/8	2/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
144	143	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
146	145	0	0	2/4	2	1	ii2	C	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
147	146	0	0	2/4	2	1	ii%2	C	I		ii%2	ii	%	2					%7	0	0	0, 2, -1, -4		2	0
148	147	0	0	2/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
150	149	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
152	151	0	0	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
154	153	0	0	2/4	2	1	ii65	C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
156	155	0	0	2/4	2	1	V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
158	157	0	0	2/4	2	1	V}{	C	I		V	V						}{	M	0	0	1, 5, 2		1	1
158	157	1/8	1/8	2/4	2	1	viio2	C	I		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
158	157	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
158	157	3/8	3/8	2/4	2	1	viio2	C	I		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
159	158	0	0	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
159	158	1/8	1/8	2/4	2	1	viio2	C	I		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
159	158	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
159	158	3/8	3/8	2/4	2	1	viio2	C	I		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
160	159	0	0	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
160	159	1/8	1/8	2/4	2	1	viio2	C	I		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
