mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
78	70	1/4	1/4	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
78	70	1/2	1/2	3/4	4	1		V64	e	I		V64	V		64					M	1	0	2, 1, 5		1	2
79	71	1/4	1/4	3/4	4	1		V7/V	e	I		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
79	71	1/2	1/2	3/4	4	1		V64	e	I		V64	V		64					M	1	0	2, 1, 5		1	2
80	72	0	0	3/4	4	1		V7/V	e	I		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
80	72	1/4	1/4	3/4	4	1		V64	e	I		V64	V		64					M	1	0	2, 1, 5		1	2
80	72	1/2	1/2	3/4	4	1		V2/V	e	I		V2/V	V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
81	73	0	0	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
81	73	1/4	1/4	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
82	74	0	0	3/4	4	1		V7(+2)	e	I		V7(+2)	V		7	+2				Mm7	1	0	1, 5, 2, -1	3	1	1
82	74	1/4	1/4	3/4	4	1		ii6	e	I		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
82	74	1/2	1/2	3/4	4	1		IV(4)	e	I		IV(4)	IV			4				M	1	0	-1, 5, 0		-1	-1
82	74	5/8	5/8	3/4	4	1		IV	e	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
83	75	0	0	3/4	4	1		V2	e	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
83	75	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
83	75	1/2	1/2	3/4	4	1		I(6)	e	I		I(6)	I			6				M	1	0	0, 4, 3		0	0
83	75	5/8	5/8	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
84	76	0	0	3/4	4	1		IV6(+#7)	e	I		IV6(+#7)	IV		6	+#7				M	1	0	3, 0, -1	11	-1	3
84	76	1/4	1/4	3/4	4	1		viio	e	I		viio	vii	o						o	1	0	5, 2, -1		5	5
84	76	1/2	1/2	3/4	4	1		viio(6)	e	I		viio(6)	vii	o		6				o	1	0	5, 2, 1		5	5
84	76	5/8	5/8	3/4	4	1		viio2	e	I		viio2	vii	o	2					o7	1	0	-4, 5, 2, -1		5	-4
85	77	0	0	3/4	4	1		V65/vi	e	I		V65/vi	V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
85	77	1/4	1/4	3/4	4	1		vi	e	I		vi	vi							m	1	0	3, 0, 4		3	3
85	77	1/2	1/2	3/4	4	1		vi2(6)	e	I		vi2(6)	vi		2	6				mm7	1	0	1, 3, 0, -1		3	1
85	77	5/8	5/8	3/4	4	1		vi2	e	I		vi2	vi		2					mm7	1	0	1, 3, 0, 4		3	1
86	78	0	0	3/4	4	1		ii65	e	I		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
86	78	1/4	1/4	3/4	4	1		ii7	e	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
86	78	1/2	1/2	3/4	4	1		V7	e	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
87	79	0	0	3/4	4	1		I\\	e	I		I	I						\\	M	1	0	0, 4, 1		0	0
87	79	1/2	1/2	3/4	4	1		V7	e	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
88	80	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
88	80	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
89	81	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
89	81	1/4	1/4	3/4	4	1		V7	e	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
89	81	1/2	1/2	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
90	82	0	0	3/4	4	1		V2	e	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
90	82	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
90	82	1/2	1/2	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
91	83	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
92	84	0	0	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
93	85	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
93	85	1/2	1/2	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
94	86	0	0	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
95	87	1/4	1/4	3/4	4	1		V65/V	e	I		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
95	87	1/2	1/2	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
96	88	0	0	3/4	4	1		V43/V	e	I		V43/V	V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
96	88	1/4	1/4	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
96	88	1/2	1/2	3/4	4	1		V43/V	e	I		V43/V	V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
97	89	0	0	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
97	89	1/2	1/2	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
98	90	0	0	3/4	4	1		V65/ii	e	I		V65/ii	V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
98	90	1/4	1/4	3/4	4	1		ii	e	I		ii	ii							m	1	0	2, -1, 3		2	2
98	90	1/2	1/2	3/4	4	1		IV64	e	I		IV64	IV		64					M	1	0	0, -1, 3		-1	0
99	91	0	0	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
99	91	1/8	1/8	3/4	4	1		V2	e	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
99	91	1/4	1/4	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
99	91	1/2	1/2	3/4	4	1		V(64)	e	I		V(64)	V			64				M	1	0	1, 0, 4		1	1
99	91	5/8	5/8	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
100	92	0	0	3/4	4	1		I\\	e	I		I	I						\\	M	1	0	0, 4, 1		0	0
100	92	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
101	93	1/8	1/8	3/4	4	1		#viio43/ii	e	I		#viio43/ii	#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
101	93	1/4	1/4	3/4	4	1		ii6	e	I		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
101	93	1/2	1/2	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
102	94	0	0	3/4	4	1		ii	e	I		ii	ii							m	1	0	2, -1, 3		2	2
102	94	1/4	1/4	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
102	94	1/2	1/2	3/4	4	1		ii	e	I		ii	ii							m	1	0	2, -1, 3		2	2
103	95	0	0	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
104	96	0	0	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
105	97	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
105	97	1/4	1/4	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
105	97	1/2	1/2	3/4	4	1		viio43/V	e	I		viio43/V	vii	o	43		V			o7	1	0	0, -3, 6, 3		6	0
106	98	0	0	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
106	98	1/4	1/4	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
106	98	1/2	1/2	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
107	99	0	0	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
107	99	1/4	1/4	3/4	4	1		V7/V	e	I		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
107	99	1/2	1/2	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
108	100	0	0	3/4	4	1		V43/V	e	I		V43/V	V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
108	100	1/4	1/4	3/4	4	1		V6(4)	e	I		V6(4)	V		6	4				M	1	0	0, 2, 1		1	0
108	100	1/2	1/2	3/4	4	1		vii%7	e	I		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
109	101	0	0	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
109	101	1/2	1/2	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
110	102	0	0	3/4	4	1		V65/ii	e	I		V65/ii	V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
110	102	1/4	1/4	3/4	4	1		ii	e	I		ii	ii							m	1	0	2, -1, 3		2	2
110	102	1/2	1/2	3/4	4	1		viio6	e	I		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
110	102	5/8	5/8	3/4	4	1		IV64(+#7)	e	I		IV64(+#7)	IV		64	+#7				M	1	0	0, -1, 3	11	-1	0
111	103	0	0	3/4	4	1		V65	e	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
111	103	1/4	1/4	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
111	103	1/2	1/2	3/4	4	1		V7	e	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
112	104	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
112	104	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
113	105	1/4	1/4	3/4	4	1		IV	e	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
113	105	1/2	1/2	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
114	106	0	0	3/4	4	1		ii7	e	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
114	106	1/4	1/4	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
115	107	0	0	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
115	107	1/2	1/2	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
116	108	0	0	3/4	4	1		ii7	e	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
117	109	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
118	110	0	0	3/4	4	1		I(9)	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
118	110	1/4	1/4	3/4	4	1		I64(9)	e	I		I64(9)	I		64	9				M	1	0	1, 0, 4	2	0	1
118	110	1/2	1/2	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
119	111	1/4	1/4	3/4	4	1		V7(4)	e	I		V7(4)	V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
119	111	1/2	1/2	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
120	112	0	0	3/4	4	1		I(9)	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
120	112	1/4	1/4	3/4	4	1		I64	e	I		I64	I		64					M	1	0	1, 0, 4		0	1
120	112	1/2	1/2	3/4	4	1		I(9)	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
121	113	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
122	114	0	0	3/4	4	1		I(9)	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
123	115	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
124	116	0	0	3/4	4	1		I(9)	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
124	116	1/2	1/2	3/4	4	1		I64	e	I		I64	I		64					M	1	0	1, 0, 4		0	1
125	117	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
125	117	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
126	118	1/2	1/2	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
127	119	0	0	3/4	4	1		vi	e	I		vi	vi							m	1	0	3, 0, 4		3	3
127	119	1/4	1/4	3/4	4	1		viio7/vi	e	I		viio7/vi	vii	o	7		vi			o7	1	0	1, -2, -5, -8		1	1
127	119	1/2	1/2	3/4	4	1		vi	e	I		vi	vi							m	1	0	3, 0, 4		3	3
128	120	0	0	3/4	4	1		viio	e	I		viio	vii	o						o	1	0	5, 2, -1		5	5
128	120	1/4	1/4	3/4	4	1		vi6	e	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
128	120	1/2	1/2	3/4	4	1		viio	e	I		viio	vii	o						o	1	0	5, 2, -1		5	5
129	121	0	0	3/4	4	1		vi	e	I		vi	vi							m	1	0	3, 0, 4		3	3
129	121	1/4	1/4	3/4	4	1		I64(9)	e	I		I64(9)	I		64	9				M	1	0	1, 0, 4	2	0	1
129	121	1/2	1/2	3/4	4	1		IV7	e	I		IV7	IV		7					Mm7	1	0	-1, 3, 0, -3		-1	-1
130	122	0	0	3/4	4	1		V2	e	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
131	123	0	0	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
131	123	1/4	1/4	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
131	123	1/2	1/2	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
132	124	0	0	3/4	4	1		viio	e	I		viio	vii	o						o	1	0	5, 2, -1		5	5
132	124	1/4	1/4	3/4	4	1		IV(6)	e	I		IV(6)	IV			6				M	1	0	-1, 3, 2		-1	-1
132	124	1/2	1/2	3/4	4	1		V65(4)	e	I		V65(4)	V		65	4				Mm7	1	0	0, 2, -1, 1		1	0
133	125	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
133	125	1/2	1/2	3/4	4	1		vi	e	I		vi	vi							m	1	0	3, 0, 4		3	3
