mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
9	9	3/4	3/4	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
9	9	7/8	7/8	9/8	4	1		iio6		d	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
9	9	1	1	9/8	4	1		viio/V		d	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
10	10	0	0	9/8	4	1		V\\		d	i		V		V						\\	M	1	1	1, 5, 2		1	1
10	10	3/8	3/8	9/8	4	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
10	10	3/4	3/4	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
10	10	7/8	7/8	9/8	4	1		iio6		d	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
10	10	1	1	9/8	4	1		viio/V		d	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
11	11	0	0	9/8	4	1		V[V		d	i	V	V		V							M	1	1	1, 5, 2		1	1
11	11	3/4	3/4	9/8	4	1		VI6		d	i	V	VI6		VI		6					M	1	1	0, -3, -4		-4	0
12	12	0	0	9/8	4	1		V6]		d	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
12	12	3/4	3/4	9/8	4	1		VI		d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
13	13	0	0	9/8	4	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
14	14	0	0	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
14	14	3/8	3/8	9/8	4	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
14	14	3/4	3/4	9/8	4	1		V43		d	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
15	15	0	0	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
15	15	3/8	3/8	9/8	4	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
15	15	3/4	3/4	9/8	4	1		V7		d	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
16	16	0	0	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
16	16	1/4	1/4	9/8	4	1		VI6		d	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
16	16	3/4	3/4	9/8	4	1		III.Ger6		d	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
17	17	0	0	9/8	4	1		V7(4)		d	III		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
17	17	3/8	3/8	9/8	4	1		V7		d	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
18	18	0	0	9/8	4	1		v%43		d	III		v%43		v	%	43					%7	1	0	-5, -1, 1, -2		1	-5
18	18	3/8	3/8	9/8	4	1		V7/IV		d	III		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
19	19	0	0	9/8	4	1		V7(4)/bVII		d	III		V7(4)/bVII		V		7	4	bVII			Mm7	1	0	-1, -2, 0, -3		-1	-1
19	19	3/8	3/8	9/8	4	1		V7/bVII		d	III		V7/bVII		V		7		bVII			Mm7	1	0	-1, 3, 0, -3		-1	-1
19	19	3/4	3/4	9/8	4	1		viio7/V		d	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
20	20	0	0	9/8	4	1		V\\		d	III		V		V						\\	M	1	0	1, 5, 2		1	1
21	21	0	0	9/8	4	1		iv6		d	III		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
21	21	7/8	7/8	9/8	4	1		Ger6		d	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
22	22	0	0	9/8	4	1		V		d	III		V		V							M	1	0	1, 5, 2		1	1
23	23	0	0	9/8	4	1		V2		d	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
24	24	0	0	9/8	4	1		I6		d	III		I6		I		6					M	1	0	4, 1, 0		0	4
25	25	0	0	9/8	4	1		V65		d	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
25	25	3/4	3/4	9/8	4	1		V7		d	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
26	26	0	0	9/8	4	1		I		d	III		I		I							M	1	0	0, 4, 1		0	0
26	26	3/8	3/8	9/8	4	1		V7		d	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
26	26	3/4	3/4	9/8	4	1		I		d	III		I		I							M	1	0	0, 4, 1		0	0
27	27	0	0	9/8	4	1		V2(9)		d	III		V2(9)		V		2	9				Mm7	1	0	-1, 1, 5, 2	3	1	-1
27	27	3/8	3/8	9/8	4	1		I6		d	III		I6		I		6					M	1	0	4, 1, 0		0	4
27	27	3/4	3/4	9/8	4	1		V65		d	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
28	28	0	0	9/8	4	1		I		d	III		I		I							M	1	0	0, 4, 1		0	0
28	28	3/8	3/8	9/8	4	1		V7		d	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
28	28	3/4	3/4	9/8	4	1		I		d	III		I		I							M	1	0	0, 4, 1		0	0
29	29	0	0	9/8	4	1		V2(9)		d	III		V2(9)		V		2	9				Mm7	1	0	-1, 1, 5, 2	3	1	-1
29	29	3/8	3/8	9/8	4	1		I6		d	III		I6		I		6					M	1	0	4, 1, 0		0	4
29	29	3/4	3/4	9/8	4	1		V65		d	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
30	30	0	0	9/8	4	1		I		d	III		I		I							M	1	0	0, 4, 1		0	0
30	30	3/8	3/8	9/8	4	1		IV		d	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
30	30	3/4	3/4	9/8	4	1		ii		d	III		ii		ii							m	1	0	2, -1, 3		2	2
31	31	0	0	9/8	4	1		V/vi		d	III		V/vi		V				vi			M	1	0	4, 8, 5		4	4
31	31	3/8	3/8	9/8	4	1		vi		d	III		vi		vi							m	1	0	3, 0, 4		3	3
31	31	3/4	3/4	9/8	4	1		ii		d	III		ii		ii							m	1	0	2, -1, 3		2	2
32	32	0	0	9/8	4	1		V7		d	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
32	32	3/4	3/4	9/8	4	1		bVI		d	III		bVI		bVI							M	1	0	-4, 0, -3		-4	-4
33	33	0	0	9/8	4	1		bII6		d	III		bII6		bII		6					M	1	0	-1, -4, -5		-5	-1
33	33	3/8	3/8	9/8	4	1		Ger6		d	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
33	33	3/4	3/4	9/8	4	1		V7(4)		d	III		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
33	33	7/8	7/8	9/8	4	1		V7		d	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
34	34	0	0	9/8	4	1		I\\		d	III		I		I						\\	M	1	0	0, 4, 1		0	0
34	34	7/8	7/8	9/8	4	1		IV		d	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
35	35	0	0	9/8	4	1		bVII		d	III		bVII		bVII							M	1	0	-2, 2, -1		-2	-2
35	35	3/8	3/8	9/8	4	1		viio7/IV		d	III		viio7/IV		vii	o	7		IV			o7	1	0	4, 1, -2, -5		4	4
35	35	3/4	3/4	9/8	4	1		V65/IV		d	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
36	36	0	0	9/8	4	1		iv		d	III		iv		iv							m	1	0	-1, -4, 0		-1	-1
36	36	3/8	3/8	9/8	4	1		V65		d	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
36	36	3/4	3/4	9/8	4	1		i		d	III		i		i							m	1	0	0, -3, 1		0	0
37	37	0	0	9/8	4	1		bII6		d	III		bII6		bII		6					M	1	0	-1, -4, -5		-5	-1
37	37	3/8	3/8	9/8	4	1		Ger6		d	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
37	37	3/4	3/4	9/8	4	1		V7(4)		d	III		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
37	37	7/8	7/8	9/8	4	1		V7		d	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
38	38	0	0	9/8	4	1		I\\		d	III		I		I						\\	M	1	0	0, 4, 1		0	0
38	38	3/4	3/4	9/8	4	1		I[I		d	III	I	I		I							M	1	0	0, 4, 1		0	0
39	39	0	0	9/8	4	1		viio64]		d	III	I	viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
40	40	0	0	9/8	4	1		I		d	III		I		I							M	1	0	0, 4, 1		0	0
41	41	0	0	9/8	4	1		IV	ii	d	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
41	41	3/8	3/8	9/8	4	1		V7		d	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
41	41	3/4	3/4	9/8	4	1		I		d	III		I		I							M	1	0	0, 4, 1		0	0
42	42	0	0	9/8	4	1		V7		d	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
42	42	1/4	1/4	9/8	4	1		V(64)		d	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
42	42	3/8	3/8	9/8	4	1		V		d	III		V		V							M	1	0	1, 5, 2		1	1
42	42	1	1	9/8	4	1		viio64		d	III		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
43	43	0	0	9/8	4	1		I6		d	III		I6		I		6					M	1	0	4, 1, 0		0	4
43	43	5/16	5/16	9/8	4	1		viio6		d	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
43	43	3/8	3/8	9/8	4	1		I		d	III		I		I							M	1	0	0, 4, 1		0	0
43	43	3/4	3/4	9/8	4	1		vi		d	III		vi		vi							m	1	0	3, 0, 4		3	3
43	43	1	1	9/8	4	1		V65/vi		d	III		V65/vi		V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
44	44	0	0	9/8	4	1		vi		d	III		vi		vi							m	1	0	3, 0, 4		3	3
44	44	1/4	1/4	9/8	4	1		ii6		d	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
44	44	3/8	3/8	9/8	4	1		V(64)		d	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
44	44	3/4	3/4	9/8	4	1		V7(6)		d	III		V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
44	44	15/16	15/16	9/8	4	1		V7		d	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
45	45	0	0	9/8	4	1		I		d	III		I		I							M	1	0	0, 4, 1		0	0
45	45	3/8	3/8	9/8	4	1		I\\		d	III		I		I						\\	M	1	0	0, 4, 1		0	0
46	46	0	0	9/8	4	1		V2/IV		d	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
47	47	0	0	9/8	4	1		V7/ii		d	III		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
48	48	0	0	9/8	4	1		iv.i		d	iv		i		i							m	1	1	0, -3, 1		0	0
48	48	3/8	3/8	9/8	4	1		i6		d	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
48	48	3/4	3/4	9/8	4	1		V6		d	iv		V6		V		6					M	1	1	5, 2, 1		1	5
49	49	0	0	9/8	4	1		i		d	iv		i		i							m	1	1	0, -3, 1		0	0
49	49	3/8	3/8	9/8	4	1		i6		d	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
49	49	3/4	3/4	9/8	4	1		V		d	iv		V		V							M	1	1	1, 5, 2		1	1
50	50	0	0	9/8	4	1		V7/V		d	iv		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
50	50	3/8	3/8	9/8	4	1		V2		d	iv		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
50	50	3/4	3/4	9/8	4	1		V		d	iv		V		V							M	1	1	1, 5, 2		1	1
51	51	0	0	9/8	4	1		V65		d	iv		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
51	51	3/8	3/8	9/8	4	1		V43		d	iv		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
51	51	3/4	3/4	9/8	4	1		V		d	iv		V		V							M	1	1	1, 5, 2		1	1
52	52	0	0	9/8	4	1		vii.ii%65		d	vii		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
52	52	3/8	3/8	9/8	4	1		viio2		d	vii		viio2		vii	o	2					o7	1	1	-11, -2, -5, -8		-2	-11
52	52	3/4	3/4	9/8	4	1		viio6		d	vii		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
53	53	0	0	9/8	4	1		V65		d	vii		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
53	53	3/8	3/8	9/8	4	1		viio6		d	vii		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
53	53	3/4	3/4	9/8	4	1		V		d	vii		V		V							M	1	1	1, 5, 2		1	1
54	54	0	0	9/8	4	1		i\\		d	vii		i		i						\\	m	1	1	0, -3, 1		0	0
54	54	3/8	3/8	9/8	4	1		i		d	vii		i		i							m	1	1	0, -3, 1		0	0
55	55	0	0	9/8	4	1		VI		d	vii		VI		VI							M	1	1	-4, 0, -3		-4	-4
56	56	0	0	9/8	4	1		V65/V		d	vii		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
57	57	0	0	9/8	4	1		iv.i		d	iv		i		i							m	1	1	0, -3, 1		0	0
58	58	0	0	9/8	4	1		VI		d	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
58	58	3/4	3/4	9/8	4	1		III6		d	iv		III6		III		6					M	1	1	1, -2, -3		-3	1
59	59	0	0	9/8	4	1		viio7/V		d	iv		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
60	60	0	0	9/8	4	1		i.i		d	i		i		i							m	1	1	0, -3, 1		0	0
61	61	0	0	9/8	4	1		ii%65		d	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
62	62	0	0	9/8	4	1		V7		d	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
63	63	0	0	9/8	4	1		i\\		d	i		i		i						\\	m	1	1	0, -3, 1		0	0
63	63	3/8	3/8	9/8	4	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
63	63	3/4	3/4	9/8	4	1		V43		d	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
64	64	0	0	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
64	64	3/8	3/8	9/8	4	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
64	64	3/4	3/4	9/8	4	1		V43		d	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
65	65	0	0	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
65	65	3/8	3/8	9/8	4	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
65	65	3/4	3/4	9/8	4	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
66	66	0	0	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
66	66	3/4	3/4	9/8	4	1		VI6		d	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
67	67	0	0	9/8	4	1		#viio65(2)		d	i		#viio65(2)		#vii	o	65	2				o7	1	1	2, -1, -4, 0		5	2
67	67	3/8	3/8	9/8	4	1		#viio65		d	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
69	69	0	0	9/8	4	1		i6(2)		d	i		i6(2)		i		6	2				m	1	1	-3, 1, 2		0	-3
69	69	3/8	3/8	9/8	4	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
70	70	0	0	9/8	4	1		ii%65(2)		d	i		ii%65(2)		ii	%	65	2				%7	1	1	-1, -4, 0, -3		2	-1
70	70	3/8	3/8	9/8	4	1		ii%65		d	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
70	70	3/4	3/4	9/8	4	1		viio7/V		d	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
71	71	0	0	9/8	4	1		V\\		d	i		V		V						\\	M	1	1	1, 5, 2		1	1
71	71	3/4	3/4	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
71	71	7/8	7/8	9/8	4	1		iio6		d	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
71	71	1	1	9/8	4	1		viio7/V		d	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
72	72	0	0	9/8	4	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
72	72	3/4	3/4	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
72	72	7/8	7/8	9/8	4	1		iio6		d	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
72	72	1	1	9/8	4	1		viio7/V		d	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
73	73	0	0	9/8	4	1		V[V64		d	i	V	V64		V		64					M	1	1	2, 1, 5		1	2
73	73	3/4	3/4	9/8	4	1		IV6		d	i	V	IV6		IV		6					M	1	1	3, 0, -1		-1	3
74	74	0	0	9/8	4	1		V6]		d	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
74	74	3/4	3/4	9/8	4	1		VI		d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
75	75	0	0	9/8	4	1		I.V		d	I		V		V							M	1	0	1, 5, 2		1	1
75	75	1	1	9/8	4	1		V65		d	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
76	76	0	0	9/8	4	1		I		d	I		I		I							M	1	0	0, 4, 1		0	0
76	76	3/8	3/8	9/8	4	1		V2		d	I		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
76	76	3/4	3/4	9/8	4	1		I6		d	I		I6		I		6					M	1	0	4, 1, 0		0	4
77	77	0	0	9/8	4	1		V2(9)		d	I		V2(9)		V		2	9				Mm7	1	0	-1, 1, 5, 2	3	1	-1
77	77	3/8	3/8	9/8	4	1		I6		d	I		I6		I		6					M	1	0	4, 1, 0		0	4
77	77	3/4	3/4	9/8	4	1		V65		d	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
78	78	0	0	9/8	4	1		I		d	I		I		I							M	1	0	0, 4, 1		0	0
78	78	3/8	3/8	9/8	4	1		V2		d	I		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
78	78	3/4	3/4	9/8	4	1		I6		d	I		I6		I		6					M	1	0	4, 1, 0		0	4
79	79	0	0	9/8	4	1		V2(#2)		d	I		V2(#2)		V		2	#2				Mm7	1	0	-1, 1, 10, 2		1	-1
79	79	1/8	1/8	9/8	4	1		V2		d	I		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
79	79	3/8	3/8	9/8	4	1		I6		d	I		I6		I		6					M	1	0	4, 1, 0		0	4
79	79	3/4	3/4	9/8	4	1		V65		d	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
80	80	0	0	9/8	4	1		I		d	I		I		I							M	1	0	0, 4, 1		0	0
80	80	3/8	3/8	9/8	4	1		vi	IV	d	I		vi		vi							m	1	0	3, 0, 4		3	3
80	80	3/4	3/4	9/8	4	1		ii		d	I		ii		ii							m	1	0	2, -1, 3		2	2
81	81	0	0	9/8	4	1		V/vi		d	I		V/vi		V				vi			M	1	0	4, 8, 5		4	4
81	81	3/8	3/8	9/8	4	1		vi		d	I		vi		vi							m	1	0	3, 0, 4		3	3
81	81	3/4	3/4	9/8	4	1		ii		d	I		ii		ii							m	1	0	2, -1, 3		2	2
82	82	0	0	9/8	4	1		V7		d	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
82	82	3/4	3/4	9/8	4	1		VI		d	I		VI		VI							M	1	0	3, 7, 4		3	3
83	83	0	0	9/8	4	1		bII6		d	I		bII6		bII		6					M	1	0	-1, -4, -5		-5	-1
83	83	3/8	3/8	9/8	4	1		Ger6		d	I		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
83	83	3/4	3/4	9/8	4	1		V7(4)		d	I		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
83	83	7/8	7/8	9/8	4	1		V7		d	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
84	84	0	0	9/8	4	1		I\\		d	I		I		I						\\	M	1	0	0, 4, 1		0	0
84	84	3/4	3/4	9/8	4	1		IV		d	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
85	85	0	0	9/8	4	1		VII		d	I		VII		VII							M	1	0	5, 9, 6		5	5
85	85	3/8	3/8	9/8	4	1		#viio7/iv		d	I		#viio7/iv		#vii	o	7		iv			o7	1	0	4, 1, -2, -5		4	4
86	86	0	0	9/8	4	1		iv		d	I		iv		iv							m	1	0	-1, -4, 0		-1	-1
86	86	3/8	3/8	9/8	4	1		V65		d	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
86	86	3/4	3/4	9/8	4	1		i		d	I		i		i							m	1	0	0, -3, 1		0	0
87	87	0	0	9/8	4	1		bII6		d	I		bII6		bII		6					M	1	0	-1, -4, -5		-5	-1
87	87	3/8	3/8	9/8	4	1		Ger6		d	I		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
87	87	7/8	7/8	9/8	4	1		V7		d	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
88	88	0	0	9/8	4	1		I\\		d	I		I		I						\\	M	1	0	0, 4, 1		0	0
88	88	1/8	1/8	9/8	4	1		I[I64		d	I	I	I64		I		64					M	1	0	1, 0, 4		0	1
89	89	0	0	9/8	4	1		V7]		d	I	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
90	90	0	0	9/8	4	1		I		d	I		I		I							M	1	0	0, 4, 1		0	0
91	91	0	0	9/8	4	1		@none		d	I		@none		@none							m	1	0				
92	92	0	0	9/8	4	1		V7		d	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
92	92	1/4	1/4	9/8	4	1		V(64)		d	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
92	92	3/8	3/8	9/8	4	1		V		d	I		V		V							M	1	0	1, 5, 2		1	1
92	92	25/24	25/24	9/8	4	1		V2		d	I		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
93	93	0	0	9/8	4	1		I6		d	I		I6		I		6					M	1	0	4, 1, 0		0	4
93	93	5/16	5/16	9/8	4	1		viio6		d	I		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
93	93	3/8	3/8	9/8	4	1		I		d	I		I		I							M	1	0	0, 4, 1		0	0
93	93	3/4	3/4	9/8	4	1		vi		d	I		vi		vi							m	1	0	3, 0, 4		3	3
93	93	1	1	9/8	4	1		V65/vi		d	I		V65/vi		V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
94	94	0	0	9/8	4	1		vi		d	I		vi		vi							m	1	0	3, 0, 4		3	3
94	94	1/4	1/4	9/8	4	1		ii6		d	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
94	94	3/8	3/8	9/8	4	1		V(64)		d	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
94	94	3/4	3/4	9/8	4	1		V7(6)		d	I		V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
94	94	15/16	15/16	9/8	4	1		V7		d	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
95	95	0	0	9/8	4	1		i.i\\		d	i		i		i						\\	m	1	1	0, -3, 1		0	0
95	95	1/4	1/4	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
95	95	3/4	3/4	9/8	4	1		#viio6		d	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
96	96	0	0	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
96	96	3/8	3/8	9/8	4	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
96	96	3/4	3/4	9/8	4	1		V43		d	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
97	97	0	0	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
97	97	3/8	3/8	9/8	4	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
97	97	3/4	3/4	9/8	4	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
99	99	0	0	9/8	4	1		ii%7		d	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
99	99	3/8	3/8	9/8	4	1		#viio65		d	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
100	100	0	0	9/8	4	1		#viio6		d	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
101	101	0	0	9/8	4	1		i6(2)		d	i		i6(2)		i		6	2				m	1	1	-3, 1, 2		0	-3
102	102	0	0	9/8	4	1		bII6		d	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
