mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
15	14	3/8	3/8	6/8	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	15	0	0	6/8	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
16	15	3/8	3/8	6/8	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	0	0	6/8	2	1	I}		D	I		I		I						}	M	0	0	0, 4, 1		0	0
20	19	0	0	6/8	2	1	V(64){		D	I		V(64)		V			64			{	M	0	0	1, 0, 4		1	1
20	19	3/8	3/8	6/8	2	1	V7(4)		D	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
20	19	5/8	5/8	6/8	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	20	0	0	6/8	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
22	21	3/8	3/8	6/8	2	1	V7(4)		D	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
22	21	5/8	5/8	6/8	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	22	0	0	6/8	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
24	23	3/8	3/8	6/8	2	1	V7(4)		D	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
24	23	5/8	5/8	6/8	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	24	0	0	6/8	2	1	I}		D	I		I		I						}	M	0	0	0, 4, 1		0	0
25	24	3/8	3/8	6/8	2	1	vi7		D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
26	25	0	0	6/8	2	1	ii65		D	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
26	25	3/8	3/8	6/8	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
27	26	0	0	6/8	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
27	26	1/2	1/2	6/8	2	1	{		D	I										{		0	0				
29	28	0	0	6/8	2	1	V.I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
31	30	0	0	6/8	2	1	ii7(4)		D	V		ii7(4)		ii		7	4				mm7	0	0	2, 1, 3, 0		2	2
31	30	3/8	3/8	6/8	2	1	ii7		D	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
31	30	1/2	1/2	6/8	2	1	ii		D	V		ii		ii							m	0	0	2, -1, 3		2	2
32	31	3/8	3/8	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
33	32	0	0	6/8	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
35	34	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
36	35	0	0	6/8	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
37	36	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
38	37	0	0	6/8	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
39	38	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
39	38	3/8	3/8	6/8	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
40	39	0	0	6/8	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
41	40	0	0	6/8	2	1	V}		D	V		V		V						}	M	0	0	1, 5, 2		1	1
42	41	0	0	6/8	2	1	V(64){		D	V		V(64)		V			64			{	M	0	0	1, 0, 4		1	1
42	41	3/8	3/8	6/8	2	1	viio64	ii6	D	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
43	42	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
44	43	0	0	6/8	2	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
44	43	3/8	3/8	6/8	2	1	IV6		D	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
44	43	5/8	5/8	6/8	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
45	44	0	0	6/8	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	44	3/8	3/8	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
46	45	0	0	6/8	2	1	ii65		D	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
46	45	3/8	3/8	6/8	2	1	V65/V		D	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
47	46	0	0	6/8	2	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
47	46	3/8	3/8	6/8	2	1	V2		D	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
48	47	0	0	6/8	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
48	47	3/8	3/8	6/8	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
48	47	5/8	5/8	6/8	2	1	IV6		D	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
49	48	0	0	6/8	2	1	V(64)}		D	V		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
49	48	3/8	3/8	6/8	2	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
50	49	0	0	6/8	2	1	V(64){		D	V		V(64)		V			64			{	M	0	0	1, 0, 4		1	1
50	49	3/8	3/8	6/8	2	1	viio64	ii6	D	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
51	50	0	0	6/8	2	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
51	50	3/8	3/8	6/8	2	1	V43/IV		D	V		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
52	51	0	0	6/8	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
52	51	1/4	1/4	6/8	2	1	#viio6/ii		D	V		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
52	51	3/8	3/8	6/8	2	1	ii		D	V		ii		ii							m	0	0	2, -1, 3		2	2
52	51	5/8	5/8	6/8	2	1	vi6		D	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
53	52	0	0	6/8	2	1	V6		D	V		V6		V		6					M	0	0	5, 2, 1		1	5
53	52	1/4	1/4	6/8	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	52	3/8	3/8	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
54	53	0	0	6/8	2	1	ii65		D	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
54	53	3/8	3/8	6/8	2	1	V65/V		D	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
55	54	0	0	6/8	2	1	V2		D	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
55	54	3/8	3/8	6/8	2	1	V65/IV		D	V		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
56	55	0	0	6/8	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
56	55	3/8	3/8	6/8	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	56	0	0	6/8	2	1	I}{		D	V		I		I						}{	M	0	0	0, 4, 1		0	0
58	57	0	0	6/8	2	1	V43		D	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
58	57	3/8	3/8	6/8	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
59	58	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
60	59	0	0	6/8	2	1	V43		D	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
60	59	3/8	3/8	6/8	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
61	60	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
62	61	0	0	6/8	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
63	62	0	0	6/8	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
63	62	3/8	3/8	6/8	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
64	63	0	0	6/8	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
64	63	3/8	3/8	6/8	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	64	0	0	6/8	2	1	I}{		D	V		I		I						}{	M	0	0	0, 4, 1		0	0
66	65	0	0	6/8	2	1	V43		D	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
66	65	3/8	3/8	6/8	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
67	66	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
68	67	0	0	6/8	2	1	V43		D	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
68	67	3/8	3/8	6/8	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
69	68	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
70	69	0	0	6/8	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
71	70	0	0	6/8	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
71	70	3/8	3/8	6/8	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
72	71	0	0	6/8	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
72	71	3/8	3/8	6/8	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	72	0	0	6/8	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
74	73	0	0	6/8	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
74	73	3/8	3/8	6/8	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
75	74	0	0	6/8	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
75	74	3/8	3/8	6/8	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	75	0	0	6/8	2	1	I}{		D	V		I		I						}{	M	0	0	0, 4, 1		0	0
76	75	3/8	3/8	6/8	2	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
77	76	0	0	6/8	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
77	76	3/8	3/8	6/8	2	1	V(4)		D	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
77	76	5/8	5/8	6/8	2	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
78	77	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
78	77	3/8	3/8	6/8	2	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
79	78	0	0	6/8	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
79	78	3/8	3/8	6/8	2	1	V(4)		D	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
79	78	5/8	5/8	6/8	2	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
80	79	0	0	6/8	2	1	I}		D	V		I		I						}	M	0	0	0, 4, 1		0	0
80	79	5/8	5/8	6/8	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
81	80	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
81	80	5/8	5/8	6/8	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
82	81	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
82	81	5/8	5/8	6/8	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
83	82	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
83	82	5/8	5/8	6/8	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
84	83	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
84	83	3/8	3/8	6/8	2	1	I(42)		D	V		I(42)		I			42				M	0	0	2, -1, 1		0	2
85	84	0	0	6/8	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
85	84	3/8	3/8	6/8	2	1	I(64)		D	V		I(64)		I			64				M	0	0	0, -1, 3		0	0
86	85	0	0	6/8	2	1	I.V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	86	3/8	3/8	6/8	2	1	V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
88	87	0	0	6/8	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
88	87	3/8	3/8	6/8	2	1	viio6/V		D	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
89	88	0	0	6/8	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
89	88	1/4	1/4	6/8	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
89	88	3/8	3/8	6/8	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	89	0	0	6/8	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
90	89	3/8	3/8	6/8	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
91	90	0	0	6/8	2	1	I(94)		D	I		I(94)		I			94				M	0	0	0, -1, 1	2	0	0
91	90	1/4	1/4	6/8	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
91	90	5/8	5/8	6/8	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
92	91	0	0	6/8	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
92	91	3/8	3/8	6/8	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
92	91	5/8	5/8	6/8	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
93	92	0	0	6/8	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
93	92	3/8	3/8	6/8	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
93	92	5/8	5/8	6/8	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
94	93	0	0	6/8	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
94	93	3/8	3/8	6/8	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
95	94	0	0	6/8	2	1	V}		D	I		V		V						}	M	0	0	1, 5, 2		1	1
95	94	3/8	3/8	6/8	2	1	{		D	I										{		0	0				
96	95	0	0	6/8	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
96	95	3/8	3/8	6/8	2	1	viio6/V		D	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
97	96	0	0	6/8	2	1	V(#4)		D	I		V(#4)		V			#4				M	0	0	1, 5, 7		1	1
97	96	1/4	1/4	6/8	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
97	96	3/8	3/8	6/8	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
98	97	0	0	6/8	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
98	97	3/8	3/8	6/8	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
99	98	0	0	6/8	2	1	I(94)		D	I		I(94)		I			94				M	0	0	0, -1, 1	2	0	0
99	98	1/4	1/4	6/8	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
99	98	5/8	5/8	6/8	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
100	99	0	0	6/8	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
100	99	3/8	3/8	6/8	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
100	99	5/8	5/8	6/8	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
101	100	0	0	6/8	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
101	100	3/8	3/8	6/8	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
102	101	0	0	6/8	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
102	101	3/8	3/8	6/8	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
103	102	0	0	6/8	2	1	I}		D	I		I		I						}	M	0	0	0, 4, 1		0	0
105	104	0	0	6/8	2	1	IV.V7		D	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
106	105	0	0	6/8	2	1	V(64){		D	IV		V(64)		V			64			{	M	0	0	1, 0, 4		1	1
106	105	3/8	3/8	6/8	2	1	V7(4)		D	IV		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
106	105	5/8	5/8	6/8	2	1	V7		D	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
107	106	0	0	6/8	2	1	V(64)		D	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
108	107	3/8	3/8	6/8	2	1	V7(4)		D	IV		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
108	107	5/8	5/8	6/8	2	1	V7		D	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
109	108	0	0	6/8	2	1	V(64)		D	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
110	109	3/8	3/8	6/8	2	1	V7(4)		D	IV		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
110	109	5/8	5/8	6/8	2	1	V7		D	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
111	110	0	0	6/8	2	1	I}		D	IV		I		I						}	M	0	0	0, 4, 1		0	0
111	110	3/8	3/8	6/8	2	1	vi		D	IV		vi		vi							m	0	0	3, 0, 4		3	3
112	111	0	0	6/8	2	1	ii65		D	IV		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
112	111	3/8	3/8	6/8	2	1	V		D	IV		V		V							M	0	0	1, 5, 2		1	1
113	112	0	0	6/8	2	1	I		D	IV		I		I							M	0	0	0, 4, 1		0	0
113	112	3/8	3/8	6/8	2	1	ii.VI{		D	ii		VI		VI						{	M	0	1	-4, 0, -3		-4	-4
114	113	0	0	6/8	2	1	ii%65		D	ii		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
114	113	3/8	3/8	6/8	2	1	V		D	ii		V		V							M	0	1	1, 5, 2		1	1
115	114	0	0	6/8	2	1	i}		D	ii		i		i						}	m	0	1	0, -3, 1		0	0
115	114	3/8	3/8	6/8	2	1	I.vi{		D	I		vi		vi						{	m	0	0	3, 0, 4		3	3
116	115	0	0	6/8	2	1	ii65		D	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
116	115	3/8	3/8	6/8	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
117	116	0	0	6/8	2	1	I}		D	I		I		I						}	M	0	0	0, 4, 1		0	0
117	116	3/8	3/8	6/8	2	1	vi.#viio7{		D	vi		#viio7		#vii	o	7				{	o7	0	1	5, 2, -1, -4		5	5
118	117	0	0	6/8	2	1	i		D	vi		i		i							m	0	1	0, -3, 1		0	0
118	117	3/8	3/8	6/8	2	1	It6		D	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
119	118	0	0	6/8	2	1	V}		D	vi		V		V						}	M	0	1	1, 5, 2		1	1
120	119	0	0	6/8	2	1	i{		D	vi		i		i						{	m	0	1	0, -3, 1		0	0
121	120	0	0	6/8	2	1	V6		D	vi		V6		V		6					M	0	1	5, 2, 1		1	5
121	120	3/8	3/8	6/8	2	1	vo6		D	vi		vo6		v	o	6					o	0	1	-2, -5, 1		1	-2
122	121	0	0	6/8	2	1	IV6		D	vi		IV6		IV		6					M	0	1	3, 0, -1		-1	3
122	121	3/8	3/8	6/8	2	1	iv6		D	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
123	122	0	0	6/8	2	1	i64		D	vi		i64		i		64					m	0	1	1, 0, -3		0	1
123	122	3/8	3/8	6/8	2	1	III6		D	vi		III6		III		6					M	0	1	1, -2, -3		-3	1
124	123	0	0	6/8	2	1	bII6		D	vi		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
125	124	0	0	6/8	2	1	i6		D	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
126	125	0	0	6/8	2	1	V6		D	vi		V6		V		6					M	0	1	5, 2, 1		1	5
126	125	3/8	3/8	6/8	2	1	i		D	vi		i		i							m	0	1	0, -3, 1		0	0
127	126	0	0	6/8	2	1	V}		D	vi		V		V						}	M	0	1	1, 5, 2		1	1
128	127	0	0	6/8	2	1	i{		D	vi		i		i						{	m	0	1	0, -3, 1		0	0
129	128	0	0	6/8	2	1	v(4)		D	vi		v(4)		v			4				m	0	1	1, 0, 2		1	1
129	128	3/8	3/8	6/8	2	1	v		D	vi		v		v							m	0	1	1, -2, 2		1	1
130	129	0	0	6/8	2	1	V7/iv		D	vi		V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
130	129	1/8	1/8	6/8	2	1	iv		D	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
130	129	5/8	5/8	6/8	2	1	viio6/III		D	vi		viio6/III		vii	o	6		III			o	0	1	-1, -4, 2		2	-1
131	130	0	0	6/8	2	1	III(4)		D	vi		III(4)		III			4				M	0	1	-3, -4, -2		-3	-3
131	130	3/8	3/8	6/8	2	1	III		D	vi		III		III							M	0	1	-3, 1, -2		-3	-3
132	131	0	0	6/8	2	1	iv6(2)		D	vi		iv6(2)		iv		6	2				m	0	1	-4, 0, 1		-1	-4
132	131	1/8	1/8	6/8	2	1	iv6		D	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
132	131	5/8	5/8	6/8	2	1	V64/VII		D	vi		V64/VII		V		64		VII			M	0	1	0, -1, 3		-1	0
133	132	0	0	6/8	2	1	VII6		D	vi		VII6		VII		6					M	0	1	2, -1, -2		-2	2
133	132	1/8	1/8	6/8	2	1	III6		D	vi		III6		III		6					M	0	1	1, -2, -3		-3	1
133	132	1/4	1/4	6/8	2	1	v		D	vi		v		v							m	0	1	1, -2, 2		1	1
133	132	3/8	3/8	6/8	2	1	V(9)		D	vi		V(9)		V			9				M	0	1	1, 5, 2	-4	1	1
133	132	1/2	1/2	6/8	2	1	V(64)		D	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
133	132	5/8	5/8	6/8	2	1	#viio		D	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
134	133	0	0	6/8	2	1	i(9)		D	vi		i(9)		i			9				m	0	1	0, -3, 1	2	0	0
134	133	1/4	1/4	6/8	2	1	VI		D	vi		VI		VI							M	0	1	-4, 0, -3		-4	-4
134	133	3/8	3/8	6/8	2	1	ii%7		D	vi		ii%7		ii	%	7					%7	0	1	2, -1, -4, 0		2	2
134	133	5/8	5/8	6/8	2	1	v		D	vi		v		v							m	0	1	1, -2, 2		1	1
135	134	0	0	6/8	2	1	V7/iv		D	vi		V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
135	134	1/4	1/4	6/8	2	1	iv		D	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
135	134	3/8	3/8	6/8	2	1	V7/III		D	vi		V7/III		V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
135	134	5/8	5/8	6/8	2	1	III		D	vi		III		III							M	0	1	-3, 1, -2		-3	-3
136	135	0	0	6/8	2	1	VIM7		D	vi		VIM7		VI	M	7					MM7	0	1	-4, 0, -3, 1		-4	-4
