mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
111	111	0	0	3/8	4	1		V.I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
111	111	1/4	1/4	3/8	4	1		V65/V	Bb	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
112	112	0	0	3/8	4	1		V\\	Bb	V		V	V						\\	M	0	0	1, 5, 2		1	1
115	115	0	0	3/8	4	1		v.i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
116	116	0	0	3/8	4	1		i[i	Bb	v	i	i	i							m	0	1	0, -3, 1		0	0
117	117	0	0	3/8	4	1		iv	Bb	v	i	iv	iv							m	0	1	-1, -4, 0		-1	-1
117	117	1/4	1/4	3/8	4	1		V	Bb	v	i	V	V							M	0	1	1, 5, 2		1	1
118	118	0	0	3/8	4	1		i]	Bb	v	i	i	i							m	0	1	0, -3, 1		0	0
119	119	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
119	119	1/8	1/8	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
120	120	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
120	120	1/8	1/8	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
120	120	1/4	1/4	3/8	4	1		VI	Bb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
121	121	0	0	3/8	4	1		ii%65	Bb	v		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
121	121	1/8	1/8	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
122	122	0	0	3/8	4	1		i\\	Bb	v		i	i						\\	m	0	1	0, -3, 1		0	0
123	123	0	0	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
124	124	0	0	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
124	124	1/4	1/4	3/8	4	1		bVII.vii%7/V	Bb	bVII		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
125	125	0	0	3/8	4	1		V7	Bb	bVII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
126	126	0	0	3/8	4	1		I	Bb	bVII		I	I							M	0	0	0, 4, 1		0	0
126	126	1/4	1/4	3/8	4	1		ii.viio7/V	Bb	ii		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
127	127	0	0	3/8	4	1		V7	Bb	ii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
128	128	0	0	3/8	4	1		i	Bb	ii		i	i							m	0	1	0, -3, 1		0	0
129	129	0	0	3/8	4	1		i6	Bb	ii		i6	i		6					m	0	1	-3, 1, 0		0	-3
129	129	1/4	1/4	3/8	4	1		iv	Bb	ii		iv	iv							m	0	1	-1, -4, 0		-1	-1
130	130	0	0	3/8	4	1		V43/iv	Bb	ii		V43/iv	V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
130	130	1/16	1/16	3/8	4	1		iv	Bb	ii		iv	iv							m	0	1	-1, -4, 0		-1	-1
130	130	1/8	1/8	3/8	4	1		i6	Bb	ii		i6	i		6					m	0	1	-3, 1, 0		0	-3
130	130	3/16	3/16	3/8	4	1		iv6	Bb	ii		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
130	130	1/4	1/4	3/8	4	1		V(64)	Bb	ii		V(64)	V			64				M	0	1	1, 0, -3		1	1
130	130	5/16	5/16	3/8	4	1		V7	Bb	ii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
131	131	0	0	3/8	4	1		I\\	Bb	ii		I	I						\\	M	0	1	0, 4, 1		0	0
131	131	1/16	1/16	3/8	4	1		v.V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
132	132	0	0	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
133	133	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
133	133	1/4	1/4	3/8	4	1		VI	Bb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
134	134	0	0	3/8	4	1		ii%65	Bb	v		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
134	134	1/8	1/8	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
135	135	0	0	3/8	4	1		i\\	Bb	v		i	i						\\	m	0	1	0, -3, 1		0	0
135	135	1/4	1/4	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
136	136	0	0	3/8	4	1		V65	Bb	v		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
137	137	0	0	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
138	138	0	0	3/8	4	1		V65/III	Bb	v		V65/III	V		65		III			Mm7	0	1	2, -1, -4, -2		-2	2
139	139	0	0	3/8	4	1		III	Bb	v		III	III							M	0	1	-3, 1, -2		-3	-3
140	140	0	0	3/8	4	1		V65/V	Bb	v		V65/V	V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
141	141	0	0	3/8	4	1		v6	Bb	v		v6	v		6					m	0	1	-2, 2, 1		1	-2
142	142	0	0	3/8	4	1		V2	Bb	v		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
142	142	1/4	1/4	3/8	4	1		i64	Bb	v		i64	i		64					m	0	1	1, 0, -3		0	1
143	143	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
143	143	1/4	1/4	3/8	4	1		v65	Bb	v		v65	v		65					mm7	0	1	-2, 2, -1, 1		1	-2
143	143	5/16	5/16	3/8	4	1		V2/V	Bb	v		V2/V	V		2		V			Mm7	0	1	0, 2, 6, 3		2	0
144	144	0	0	3/8	4	1		v6	Bb	v		v6	v		6					m	0	1	-2, 2, 1		1	-2
144	144	5/16	5/16	3/8	4	1		#viio6	Bb	v		#viio6	#vii	o	6					o	0	1	2, -1, 5		5	2
145	145	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
145	145	1/8	1/8	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
145	145	1/4	1/4	3/8	4	1		iv	Bb	v		iv	iv							m	0	1	-1, -4, 0		-1	-1
146	146	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
146	146	1/8	1/8	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
146	146	1/4	1/4	3/8	4	1		VI	Bb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
147	147	0	0	3/8	4	1		iio7	Bb	v		iio7	ii	o	7					o7	0	1	2, -1, -4, -7		2	2
147	147	1/8	1/8	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
148	148	0	0	3/8	4	1		i\\	Bb	v		i	i						\\	m	0	1	0, -3, 1		0	0
149	149	0	0	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
149	149	1/4	1/4	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
150	150	0	0	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
151	151	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
151	151	1/8	1/8	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
151	151	1/4	1/4	3/8	4	1		VI	Bb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
152	152	0	0	3/8	4	1		ii%65	Bb	v		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
152	152	1/4	1/4	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
153	153	0	0	3/8	4	1		i\\	Bb	v		i	i						\\	m	0	1	0, -3, 1		0	0
153	153	1/8	1/8	3/8	4	1		VI	Bb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
153	153	1/4	1/4	3/8	4	1		iv	Bb	v		iv	iv							m	0	1	-1, -4, 0		-1	-1
154	154	0	0	3/8	4	1		bIII.IV	Bb	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
154	154	1/8	1/8	3/8	4	1		ii65	Bb	bIII		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
154	154	1/4	1/4	3/8	4	1		V7	Bb	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
155	155	0	0	3/8	4	1		I\\	Bb	bIII		I	I						\\	M	0	0	0, 4, 1		0	0
156	156	0	0	3/8	4	1		V43	Bb	bIII		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
157	157	0	0	3/8	4	1		I	Bb	bIII		I	I							M	0	0	0, 4, 1		0	0
158	158	0	0	3/8	4	1		V43	Bb	bIII		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
159	159	0	0	3/8	4	1		I	Bb	bIII		I	I							M	0	0	0, 4, 1		0	0
161	161	0	0	3/8	4	1		iii64	Bb	bIII		iii64	iii		64					m	0	0	5, 4, 1		4	5
163	163	0	0	3/8	4	1		#viio7/vii	Bb	bIII		#viio7/vii	#vii	o	7		vii			o7	0	0	10, 7, 4, 1		10	10
164	164	0	0	3/8	4	1		#viio7/vii	Bb	bIII		#viio7/vii	#vii	o	7		vii			o7	0	0	10, 7, 4, 1		10	10
165	165	0	0	3/8	4	1		#viio2/vii	Bb	bIII		#viio2/vii	#vii	o	2		vii			o7	0	0	1, 10, 7, 4		10	1
166	166	0	0	3/8	4	1		#viio7/ii	Bb	bIII		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
167	167	0	0	3/8	4	1		V7/vii	Bb	bIII		V7/vii	V		7		vii			Mm7	0	0	6, 10, 7, 4		6	6
168	168	0	0	3/8	4	1		V7/vii	Bb	bIII		V7/vii	V		7		vii			Mm7	0	0	6, 10, 7, 4		6	6
169	169	0	0	3/8	4	1		#I.V	Bb	#I		V	V							M	0	0	1, 5, 2		1	1
171	171	0	0	3/8	4	1		I	Bb	#I		I	I							M	0	0	0, 4, 1		0	0
172	172	0	0	3/8	4	1		IV	Bb	#I		IV	IV							M	0	0	-1, 3, 0		-1	-1
172	172	1/8	1/8	3/8	4	1		V(64)	Bb	#I		V(64)	V			64				M	0	0	1, 0, 4		1	1
172	172	1/4	1/4	3/8	4	1		V2	Bb	#I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
173	173	0	0	3/8	4	1		I6(9)	Bb	#I		I6(9)	I		6	9				M	0	0	4, 1, 0	2	0	4
173	173	1/8	1/8	3/8	4	1		V7	Bb	#I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
173	173	1/4	1/4	3/8	4	1		vi	Bb	#I		vi	vi							m	0	0	3, 0, 4		3	3
174	174	0	0	3/8	4	1		IV	Bb	#I		IV	IV							M	0	0	-1, 3, 0		-1	-1
174	174	1/8	1/8	3/8	4	1		V(64)	Bb	#I		V(64)	V			64				M	0	0	1, 0, 4		1	1
174	174	1/4	1/4	3/8	4	1		V2	Bb	#I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
175	175	0	0	3/8	4	1		I6	Bb	#I		I6	I		6					M	0	0	4, 1, 0		0	4
175	175	1/8	1/8	3/8	4	1		ii6	Bb	#I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
176	176	1/8	1/8	3/8	4	1		V7	Bb	#I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
177	177	0	0	3/8	4	1		I\\	Bb	#I		I	I						\\	M	0	0	0, 4, 1		0	0
178	178	0	0	3/8	4	1		V65	Bb	#I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
179	179	0	0	3/8	4	1		I	Bb	#I		I	I							M	0	0	0, 4, 1		0	0
180	180	0	0	3/8	4	1		V	Bb	#I		V	V							M	0	0	1, 5, 2		1	1
181	181	0	0	3/8	4	1		vi	Bb	#I		vi	vi							m	0	0	3, 0, 4		3	3
182	182	0	0	3/8	4	1		iii	Bb	#I		iii	iii							m	0	0	4, 1, 5		4	4
183	183	0	0	3/8	4	1		V/iii	Bb	#I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
184	184	0	0	3/8	4	1		bVI.iii	Bb	bVI		iii	iii							m	0	0	4, 1, 5		4	4
185	185	0	0	3/8	4	1		I	Bb	bVI		I	I							M	0	0	0, 4, 1		0	0
186	186	0	0	3/8	4	1		V65	Bb	bVI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
187	187	0	0	3/8	4	1		I	Bb	bVI		I	I							M	0	0	0, 4, 1		0	0
187	187	1/8	1/8	3/8	4	1		vi	Bb	bVI		vi	vi							m	0	0	3, 0, 4		3	3
188	188	0	0	3/8	4	1		V65/vi	Bb	bVI		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
189	189	0	0	3/8	4	1		vi	Bb	bVI		vi	vi							m	0	0	3, 0, 4		3	3
190	190	0	0	3/8	4	1		v.iv	Bb	v		iv	iv							m	0	1	-1, -4, 0		-1	-1
191	191	0	0	3/8	4	1		V	Bb	v		V	V							M	0	1	1, 5, 2		1	1
195	195	0	0	3/8	4	1		V	Bb	v		V	V							M	0	1	1, 5, 2		1	1
