mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
19	19	5/8	5/8	3/4	2	1	V6(#4^2)		A	I		V6(#4^2)		V		6	#4^2				M	0	0	3, 7, 1		1	3
20	20	0	0	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
20	20	1/8	1/8	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
20	20	1/4	1/4	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	20	3/8	3/8	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	20	1/2	1/2	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	20	5/8	5/8	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
22	22	0	0	3/4	2	1	V.V43		A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
23	23	0	0	3/4	2	1	I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
23	23	1/2	1/2	3/4	2	1	IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
24	24	0	0	3/4	2	1	V(64)		A	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
24	24	1/4	1/4	3/4	2	1	V		A	V		V		V							M	0	0	1, 5, 2		1	1
24	24	1/2	1/2	3/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	0	0	3/4	2	1	I}{		A	V		I		I						}{	M	0	0	0, 4, 1		0	0
26	26	0	0	3/4	2	1	V43		A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
26	26	1/2	1/2	3/4	2	1	V65		A	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
27	27	0	0	3/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
28	28	0	0	3/4	2	1	V43		A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
28	28	1/2	1/2	3/4	2	1	V65		A	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
29	29	0	0	3/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
29	29	1/4	1/4	3/4	2	1	IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
29	29	1/2	1/2	3/4	2	1	ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
30	30	1/8	1/8	3/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	30	1/4	1/4	3/4	2	1	I(94)}		A	V		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
30	30	1/2	1/2	3/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
31	31	0	0	3/4	2	1	I.I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
31	31	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
33	33	0	0	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
33	33	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
34	34	0	0	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	35	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
35	35	1/2	1/2	3/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
36	36	0	0	3/4	2	1	I64	iii6	A	I		I64		I		64					M	0	0	1, 0, 4		0	1
36	36	1/2	1/2	3/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	37	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
37	37	3/8	3/8	3/4	2	1	viio64		A	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
37	37	1/2	1/2	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
37	37	5/8	5/8	3/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
38	38	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
38	38	1/8	1/8	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
38	38	1/4	1/4	3/4	2	1	V(64)}		A	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
38	38	1/2	1/2	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
39	39	0	0	3/4	2	1	I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
39	39	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	40	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
41	41	0	0	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	1/2	1/2	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
42	42	0	0	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
43	43	1/2	1/2	3/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
44	44	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
44	44	1/2	1/2	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
45	45	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
45	45	1/4	1/4	3/4	2	1	IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
45	45	1/2	1/2	3/4	2	1	IV6		A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
46	46	0	0	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	1/4	1/4	3/4	2	1	I(74)}		A	I		I(74)		I			74			}	M	0	0	0, -1, 1	5	0	0
46	46	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
47	47	0	0	3/4	2	1	vi.i{		A	vi		i		i						{	m	0	1	0, -3, 1		0	0
48	48	0	0	3/4	2	1	V65		A	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
49	49	0	0	3/4	2	1	#viio43/iv		A	vi		#viio43/iv		#vii	o	43		iv			o7	0	1	-2, -5, 4, 1		4	-2
50	50	0	0	3/4	2	1	IV6		A	vi		IV6		IV		6					M	0	1	3, 0, -1		-1	3
51	51	0	0	3/4	2	1	Ger6		A	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
52	52	0	0	3/4	2	1	V}		A	vi		V		V						}	M	0	1	1, 5, 2		1	1
53	53	0	0	3/4	2	1	IV.I{		A	IV		I		I						{	M	0	0	0, 4, 1		0	0
53	53	1/4	1/4	3/4	2	1	I6		A	IV		I6		I		6					M	0	0	4, 1, 0		0	4
53	53	3/8	3/8	3/4	2	1	V2		A	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
53	53	1/2	1/2	3/4	2	1	I6		A	IV		I6		I		6					M	0	0	4, 1, 0		0	4
53	53	5/8	5/8	3/4	2	1	V2		A	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
54	54	0	0	3/4	2	1	I		A	IV		I		I							M	0	0	0, 4, 1		0	0
54	54	1/8	1/8	3/4	2	1	V6		A	IV		V6		V		6					M	0	0	5, 2, 1		1	5
54	54	1/4	1/4	3/4	2	1	I		A	IV		I		I							M	0	0	0, 4, 1		0	0
54	54	3/8	3/8	3/4	2	1	V43		A	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
54	54	1/2	1/2	3/4	2	1	I		A	IV		I		I							M	0	0	0, 4, 1		0	0
54	54	5/8	5/8	3/4	2	1	V6		A	IV		V6		V		6					M	0	0	5, 2, 1		1	5
55	55	0	0	3/4	2	1	V		A	IV		V		V							M	0	0	1, 5, 2		1	1
55	55	1/4	1/4	3/4	2	1	V6		A	IV		V6		V		6					M	0	0	5, 2, 1		1	5
55	55	3/8	3/8	3/4	2	1	V6(#4^2)		A	IV		V6(#4^2)		V		6	#4^2				M	0	0	3, 7, 1		1	3
55	55	1/2	1/2	3/4	2	1	V6		A	IV		V6		V		6					M	0	0	5, 2, 1		1	5
55	55	5/8	5/8	3/4	2	1	V6(#4^2)		A	IV		V6(#4^2)		V		6	#4^2				M	0	0	3, 7, 1		1	3
56	56	0	0	3/4	2	1	V6		A	IV		V6		V		6					M	0	0	5, 2, 1		1	5
56	56	1/8	1/8	3/4	2	1	I		A	IV		I		I							M	0	0	0, 4, 1		0	0
56	56	1/4	1/4	3/4	2	1	V43		A	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	56	3/8	3/8	3/4	2	1	I6		A	IV		I6		I		6					M	0	0	4, 1, 0		0	4
56	56	1/2	1/2	3/4	2	1	V43		A	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	56	5/8	5/8	3/4	2	1	I		A	IV		I		I							M	0	0	0, 4, 1		0	0
58	58	0	0	3/4	2	1	I.V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
59	59	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	1/2	1/2	3/4	2	1	IV6		A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
60	60	0	0	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
60	60	1/4	1/4	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
60	60	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	61	0	0	3/4	2	1	I}{		A	I		I		I						}{	M	0	0	0, 4, 1		0	0
62	62	0	0	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
62	62	1/4	1/4	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
62	62	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	63	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
64	64	0	0	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
64	64	1/4	1/4	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
64	64	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	65	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
65	65	1/4	1/4	3/4	2	1	IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
65	65	1/2	1/2	3/4	2	1	V65/V		A	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
66	66	0	0	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
66	66	1/4	1/4	3/4	2	1	viio6/V		A	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
67	67	1/4	1/4	3/4	2	1	V65		A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
68	68	0	0	3/4	2	1	i		A	I		i		i							m	0	0	0, -3, 1		0	0
68	68	1/4	1/4	3/4	2	1	bVI		A	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
68	68	3/8	3/8	3/4	2	1	viio7/V		A	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
69	69	0	0	3/4	2	1	V(#7b64)}		A	I		V(#7b64)		V			#7b64			}	M	0	0	1, 0, -3	6	1	1
69	69	1/4	1/4	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
70	70	0	0	3/4	2	1	I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
70	70	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
71	71	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
72	72	0	0	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
72	72	1/2	1/2	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
73	73	0	0	3/4	2	1	V65		A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
74	74	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
74	74	1/2	1/2	3/4	2	1	V64		A	I		V64		V		64					M	0	0	2, 1, 5		1	2
74	74	5/8	5/8	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
75	75	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
75	75	1/2	1/2	3/4	2	1	ii65		A	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
75	75	5/8	5/8	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
76	76	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
76	76	3/8	3/8	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
76	76	1/2	1/2	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
76	76	5/8	5/8	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
77	77	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
77	77	1/8	1/8	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
77	77	1/4	1/4	3/4	2	1	V(64)}		A	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
77	77	1/2	1/2	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
78	78	0	0	3/4	2	1	I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
78	78	1/4	1/4	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
78	78	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	79	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
79	79	1/8	1/8	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
79	79	1/4	1/4	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
79	79	3/8	3/8	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
79	79	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
80	80	0	0	3/4	2	1	V65		A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
80	80	1/4	1/4	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	80	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
81	81	0	0	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
81	81	1/8	1/8	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
81	81	1/4	1/4	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
81	81	3/8	3/8	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
81	81	1/2	1/2	3/4	2	1	V65		A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
81	81	5/8	5/8	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
82	82	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
82	82	1/2	1/2	3/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
83	83	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
83	83	1/2	1/2	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
84	84	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
84	84	1/4	1/4	3/4	2	1	IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
84	84	5/8	5/8	3/4	2	1	IV6		A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
85	85	0	0	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
85	85	1/8	1/8	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
85	85	1/4	1/4	3/4	2	1	#viio7/vi		A	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
85	85	1/2	1/2	3/4	2	1	vi		A	I		vi		vi							m	0	0	3, 0, 4		3	3
85	85	5/8	5/8	3/4	2	1	#viio43/ii		A	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
86	86	0	0	3/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
86	86	1/4	1/4	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	87	0	0	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
87	87	1/8	1/8	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	87	1/4	1/4	3/4	2	1	#viio7/vi		A	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
87	87	1/2	1/2	3/4	2	1	vi		A	I		vi		vi							m	0	0	3, 0, 4		3	3
87	87	5/8	5/8	3/4	2	1	#viio43/ii		A	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
88	88	0	0	3/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
89	89	0	0	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	90	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
90	90	1/2	1/2	3/4	2	1	IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
91	91	0	0	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
91	91	1/8	1/8	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
91	91	1/4	1/4	3/4	2	1	I(94)}		A	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
91	91	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
92	92	1/8	1/8	3/4	2	1	viio		A	I		viio		vii	o						o	0	0	5, 2, -1		5	5
92	92	1/4	1/4	3/4	2	1	I(974)		A	I		I(974)		I			974				M	0	0	0, -1, 1	2, 5	0	0
92	92	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
