mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
111	111	1/2	1/2	3/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
112	112	0	0	3/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
112	112	1/4	1/4	3/4	2	1	V65/vi	Bb	I		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
112	112	1/2	1/2	3/4	2	1	vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
112	112	5/8	5/8	3/4	2	1	viio7/V	Bb	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
113	113	0	0	3/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
113	113	1/2	1/2	3/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
114	114	0	0	3/4	2	1	I}	Bb	I		I	I						}	M	0	0	0, 4, 1		0	0
115	115	0	0	3/4	2	1	vii%7{	Bb	I		vii%7	vii	%	7				{	%7	0	0	5, 2, -1, 3		5	5
115	115	1/4	1/4	3/4	2	1	V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
116	116	0	0	3/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
116	116	1/8	1/8	3/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
116	116	1/4	1/4	3/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
116	116	1/2	1/2	3/4	2	1	#viio7/vi	Bb	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
117	117	0	0	3/4	2	1	vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
117	117	1/2	1/2	3/4	2	1	V43/IV	Bb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
118	118	0	0	3/4	2	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
118	118	1/4	1/4	3/4	2	1	#viio65/ii	Bb	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
119	119	0	0	3/4	2	1	#viio2/vi	Bb	I		#viio2/vi	#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
119	119	1/8	1/8	3/4	2	1	V43	Bb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
119	119	1/4	1/4	3/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
119	119	1/2	1/2	3/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
120	120	0	0	3/4	2	1	I}	Bb	I		I	I						}	M	0	0	0, 4, 1		0	0
120	120	1/2	1/2	3/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
121	121	0	0	3/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
121	121	1/2	1/2	3/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
122	122	0	0	3/4	2	1	I(974)	Bb	I		I(974)	I			974				M	0	0	0, -1, 1	2, 5	0	0
122	122	1/4	1/4	3/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
