mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
44	44	0	0	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
45	45	0	0	4/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
45	45	1/2	1/2	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
47	47	0	0	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
48	48	0	0	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
48	48	1/4	1/4	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
48	48	1/2	1/2	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
48	48	3/4	3/4	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
49	49	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
49	49	1/4	1/4	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
49	49	1/2	1/2	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
49	49	3/4	3/4	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
50	50	0	0	4/4	2	1	#viio65/ii	C	V		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
51	51	0	0	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
52	52	0	0	4/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
53	53	0	0	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	0	0	4/4	2	1	I}	C	V		I	I						}	M	0	0	0, 4, 1		0	0
54	54	1/4	1/4	4/4	2	1	{	C	V									{		0	0				
54	54	1/2	1/2	4/4	2	1	V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
54	54	3/4	3/4	4/4	2	1	viio	C	V		viio	vii	o						o	0	0	5, 2, -1		5	5
55	55	0	0	4/4	2	1	I(4)	C	V		I(4)	I			4				M	0	0	0, -1, 1		0	0
55	55	1/8	1/8	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
55	55	1/4	1/4	4/4	2	1	vi	C	V		vi	vi							m	0	0	3, 0, 4		3	3
55	55	1/2	1/2	4/4	2	1	ii6(2)	C	V		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
55	55	5/8	5/8	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
55	55	3/4	3/4	4/4	2	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
56	56	0	0	4/4	2	1	I6(2)	C	V		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
56	56	1/8	1/8	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
56	56	1/4	1/4	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
56	56	1/2	1/2	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
56	56	3/4	3/4	4/4	2	1	viio	C	V		viio	vii	o						o	0	0	5, 2, -1		5	5
57	57	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
57	57	1/4	1/4	4/4	2	1	vi	C	V		vi	vi							m	0	0	3, 0, 4		3	3
57	57	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
57	57	3/4	3/4	4/4	2	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
58	58	0	0	4/4	2	1	I}	C	V		I	I						}	M	0	0	0, 4, 1		0	0
59	59	0	0	4/4	2	1	i{	C	V		i	i						{	m	0	0	0, -3, 1		0	0
61	61	0	0	4/4	2	1	i6	C	V		i6	i		6					m	0	0	-3, 1, 0		0	-3
61	61	3/8	3/8	4/4	2	1	iio	C	V		iio	ii	o						o	0	0	2, -1, -4		2	2
61	61	1/2	1/2	4/4	2	1	i	C	V		i	i							m	0	0	0, -3, 1		0	0
62	62	0	0	4/4	2	1	i64	C	V		i64	i		64					m	0	0	1, 0, -3		0	1
62	62	3/8	3/8	4/4	2	1	iio6	C	V		iio6	ii	o	6					o	0	0	-1, -4, 2		2	-1
62	62	1/2	1/2	4/4	2	1	i6	C	V		i6	i		6					m	0	0	-3, 1, 0		0	-3
63	63	0	0	4/4	2	1	ii.iv6	C	ii		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
63	63	3/4	3/4	4/4	2	1	ii%43	C	ii		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
64	64	0	0	4/4	2	1	V7(4)	C	ii		V7(4)	V		7	4				Mm7	0	1	1, 0, 2, -1		1	1
64	64	1/2	1/2	4/4	2	1	V7	C	ii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
65	65	0	0	4/4	2	1	iv6	C	ii		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
65	65	3/4	3/4	4/4	2	1	ii%43	C	ii		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
66	66	0	0	4/4	2	1	V7(4)	C	ii		V7(4)	V		7	4				Mm7	0	1	1, 0, 2, -1		1	1
66	66	1/2	1/2	4/4	2	1	V7	C	ii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
67	67	0	0	4/4	2	1	i}{	C	ii		i	i						}{	m	0	1	0, -3, 1		0	0
69	69	0	0	4/4	2	1	vi.iv6	C	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
69	69	3/4	3/4	4/4	2	1	ii%43	C	vi		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
70	70	0	0	4/4	2	1	V7(4)	C	vi		V7(4)	V		7	4				Mm7	0	1	1, 0, 2, -1		1	1
70	70	1/2	1/2	4/4	2	1	V7	C	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
71	71	0	0	4/4	2	1	iv6	C	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
71	71	3/4	3/4	4/4	2	1	ii%43	C	vi		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
72	72	0	0	4/4	2	1	V7(4)	C	vi		V7(4)	V		7	4				Mm7	0	1	1, 0, 2, -1		1	1
72	72	1/2	1/2	4/4	2	1	V7	C	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
73	73	0	0	4/4	2	1	i}{	C	vi		i	i						}{	m	0	1	0, -3, 1		0	0
73	73	1/2	1/2	4/4	2	1	VI6	C	vi		VI6	VI		6					M	0	1	0, -3, -4		-4	0
74	74	0	0	4/4	2	1	viio43/V	C	vi		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
74	74	1/2	1/2	4/4	2	1	V6	C	vi		V6	V		6					M	0	1	5, 2, 1		1	5
75	75	0	0	4/4	2	1	v.i	C	v		i	i							m	0	1	0, -3, 1		0	0
75	75	1/2	1/2	4/4	2	1	VI6	C	v		VI6	VI		6					M	0	1	0, -3, -4		-4	0
76	76	0	0	4/4	2	1	viio43/V	C	v		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
76	76	1/2	1/2	4/4	2	1	V6	C	v		V6	V		6					M	0	1	5, 2, 1		1	5
77	77	0	0	4/4	2	1	viio43/IV	C	v		viio43/IV	vii	o	43		IV			o7	0	1	-2, -5, 4, 1		4	-2
77	77	1/2	1/2	4/4	2	1	IV6	C	v		IV6	IV		6					M	0	1	3, 0, -1		-1	3
78	78	0	0	4/4	2	1	vi.#viio43	C	vi		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
78	78	1/2	1/2	4/4	2	1	i6	C	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
79	79	0	0	4/4	2	1	viio7/V	C	vi		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
81	81	1/2	1/2	4/4	2	1	V	C	vi		V	V							M	0	1	1, 5, 2		1	1
81	81	3/4	3/4	4/4	2	1	V7	C	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
82	82	0	0	4/4	2	1	i}	C	vi		i	i						}	m	0	1	0, -3, 1		0	0
82	82	1/4	1/4	4/4	2	1	{	C	vi									{		0	1				
82	82	1/2	1/2	4/4	2	1	V43	C	vi		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
82	82	3/4	3/4	4/4	2	1	#viio	C	vi		#viio	#vii	o						o	0	1	5, 2, -1		5	5
83	83	0	0	4/4	2	1	i(4)	C	vi		i(4)	i			4				m	0	1	0, -1, 1		0	0
83	83	1/8	1/8	4/4	2	1	i	C	vi		i	i							m	0	1	0, -3, 1		0	0
83	83	1/4	1/4	4/4	2	1	IV	C	vi		IV	IV							M	0	1	-1, 3, 0		-1	-1
83	83	1/2	1/2	4/4	2	1	iio6(2)	C	vi		iio6(2)	ii	o	6	2				o	0	1	-1, -4, -3		2	-1
83	83	5/8	5/8	4/4	2	1	iio6	C	vi		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
83	83	3/4	3/4	4/4	2	1	V	C	vi		V	V							M	0	1	1, 5, 2		1	1
84	84	0	0	4/4	2	1	i6(2)	C	vi		i6(2)	i		6	2				m	0	1	-3, 1, 2		0	-3
84	84	1/8	1/8	4/4	2	1	i6	C	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
84	84	1/4	1/4	4/4	2	1	i	C	vi		i	i							m	0	1	0, -3, 1		0	0
84	84	1/2	1/2	4/4	2	1	iio	C	vi		iio	ii	o						o	0	1	2, -1, -4		2	2
84	84	3/4	3/4	4/4	2	1	#viio	C	vi		#viio	#vii	o						o	0	1	5, 2, -1		5	5
85	85	0	0	4/4	2	1	i	C	vi		i	i							m	0	1	0, -3, 1		0	0
85	85	1/4	1/4	4/4	2	1	IV	C	vi		IV	IV							M	0	1	-1, 3, 0		-1	-1
85	85	1/2	1/2	4/4	2	1	iio6	C	vi		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
85	85	3/4	3/4	4/4	2	1	V	C	vi		V	V							M	0	1	1, 5, 2		1	1
86	86	0	0	4/4	2	1	i}{	C	vi		i	i						}{	m	0	1	0, -3, 1		0	0
88	88	0	0	4/4	2	1	i6	C	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
88	88	3/8	3/8	4/4	2	1	iio	C	vi		iio	ii	o						o	0	1	2, -1, -4		2	2
88	88	1/2	1/2	4/4	2	1	i	C	vi		i	i							m	0	1	0, -3, 1		0	0
89	89	0	0	4/4	2	1	i64	C	vi		i64	i		64					m	0	1	1, 0, -3		0	1
89	89	3/8	3/8	4/4	2	1	iio6	C	vi		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
89	89	1/2	1/2	4/4	2	1	i6	C	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
90	90	0	0	4/4	2	1	I.V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
90	90	1/2	1/2	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
92	92	0	0	4/4	2	1	viio6	C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
92	92	3/8	3/8	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
92	92	1/2	1/2	4/4	2	1	viio	C	I		viio	vii	o						o	0	0	5, 2, -1		5	5
93	93	0	0	4/4	2	1	viio64	C	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
93	93	3/8	3/8	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
93	93	1/2	1/2	4/4	2	1	viio6}	C	I		viio6	vii	o	6				}	o	0	0	2, -1, 5		5	2
94	94	0	0	4/4	2	1	I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
96	96	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
96	96	1/2	1/2	4/4	2	1	V65/ii	C	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
97	97	0	0	4/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
97	97	1/2	1/2	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
98	98	0	0	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
98	98	1/2	1/2	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
99	99	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
100	100	1/4	1/4	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
100	100	1/2	1/2	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
100	100	3/4	3/4	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
101	101	0	0	4/4	2	1	i}{	C	I		i	i						}{	m	0	0	0, -3, 1		0	0
103	103	0	0	4/4	2	1	i6	C	I		i6	i		6					m	0	0	-3, 1, 0		0	-3
103	103	1/2	1/2	4/4	2	1	i	C	I		i	i							m	0	0	0, -3, 1		0	0
104	104	0	0	4/4	2	1	V64	C	I		V64	V		64					M	0	0	2, 1, 5		1	2
104	104	1/4	1/4	4/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
104	104	1/2	1/2	4/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
105	105	0	0	4/4	2	1	#viio43/iv	C	I		#viio43/iv	#vii	o	43		iv			o7	0	0	-2, -5, 4, 1		4	-2
106	106	0	0	4/4	2	1	iv6(72)	C	I		iv6(72)	iv		6	72				m	0	0	-4, 0, 1, 4		-1	-4
106	106	1/4	1/4	4/4	2	1	iv6	C	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
107	107	0	0	4/4	2	1	viio43/V	C	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
108	108	0	0	4/4	2	1	V6}	C	I		V6	V		6				}	M	0	0	5, 2, 1		1	5
110	110	0	0	4/4	2	1	IV6{	C	I		IV6	IV		6				{	M	0	0	3, 0, -1		-1	3
110	110	1/2	1/2	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
111	111	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
111	111	1/2	1/2	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
112	112	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
112	112	1/2	1/2	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
112	112	3/4	3/4	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
113	113	0	0	4/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
113	113	1/2	1/2	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
114	114	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
114	114	1/2	1/2	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
115	115	0	0	4/4	2	1	ii65	C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
115	115	1/4	1/4	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
115	115	1/2	1/2	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
115	115	3/4	3/4	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
116	116	0	0	4/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
118	118	0	0	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
120	120	0	0	4/4	2	1	V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
122	122	0	0	4/4	2	1	V[V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
123	123	0	0	4/4	2	1	I	C	I	V	I	I							M	0	0	0, 4, 1		0	0
123	123	1/2	1/2	4/4	2	1	vii%7/V	C	I	V	vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
124	124	0	0	4/4	2	1	V]	C	I	V	V	V							M	0	0	1, 5, 2		1	1
125	125	0	0	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
125	125	1/2	1/2	4/4	2	1	viio/V	C	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
126	126	0	0	4/4	2	1	V}	C	I		V	V						}	M	0	0	1, 5, 2		1	1
128	128	0	0	4/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
128	128	1/4	1/4	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
128	128	1/2	1/2	4/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
128	128	3/4	3/4	4/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
129	129	0	0	4/4	2	1	I6{	C	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
129	129	1/2	1/2	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
130	130	0	0	4/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
130	130	1/2	1/2	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
131	131	0	0	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
131	131	1/4	1/4	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
131	131	1/2	1/2	4/4	2	1	V64	C	I		V64	V		64					M	0	0	2, 1, 5		1	2
132	132	0	0	4/4	2	1	vi64	C	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
132	132	1/4	1/4	4/4	2	1	viio/V	C	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
132	132	1/2	1/2	4/4	2	1	V}	C	I		V	V						}	M	0	0	1, 5, 2		1	1
133	133	0	0	4/4	2	1	I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
133	133	1/2	1/2	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
134	134	0	0	4/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
134	134	1/2	1/2	4/4	2	1	V64	C	I		V64	V		64					M	0	0	2, 1, 5		1	2
135	135	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
135	135	1/4	1/4	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
