mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
43	43	3/4	3/4	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
44	44	0	0	2/2	2	1	V(64)}		Bb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
44	44	1/2	1/2	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
45	45	0	0	2/2	2	1	I{		Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
45	45	1/2	1/2	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
45	45	3/4	3/4	2/2	2	1	vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
46	46	0	0	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
46	46	1/2	1/2	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
46	46	3/4	3/4	2/2	2	1	viio64		Bb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
47	47	0	0	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
47	47	1/4	1/4	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
47	47	1/2	1/2	2/2	2	1	V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
47	47	3/4	3/4	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
48	48	0	0	2/2	2	1	I}		Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
49	49	0	0	2/2	2	1	{		Bb	I										{		0	0				
49	49	1/2	1/2	2/2	2	1	vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
50	50	0	0	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
50	50	1/2	1/2	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	51	0	0	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
51	51	1/4	1/4	2/2	2	1	V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
51	51	1/2	1/2	2/2	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
51	51	3/4	3/4	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
52	52	0	0	2/2	2	1	V(64)}		Bb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
52	52	1/2	1/2	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
53	53	0	0	2/2	2	1	I{		Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
53	53	1/2	1/2	2/2	2	1	vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
54	54	0	0	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
54	54	1/2	1/2	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	55	0	0	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
55	55	1/4	1/4	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
55	55	1/2	1/2	2/2	2	1	V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
55	55	3/4	3/4	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	56	0	0	2/2	2	1	I}		Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
56	56	3/8	3/8	2/2	2	1	{		Bb	I										{		0	0				
57	57	1/2	1/2	2/2	2	1	vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
57	57	3/4	3/4	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
58	58	0	0	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
59	59	0	0	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	59	1/4	1/4	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
59	59	1/2	1/2	2/2	2	1	viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
59	59	3/4	3/4	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
60	60	0	0	2/2	2	1	I}		Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
60	60	3/8	3/8	2/2	2	1	{		Bb	I										{		0	0				
62	62	0	0	2/2	2	1	vi.#viio65		Bb	vi		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
62	62	1/2	1/2	2/2	2	1	V7		Bb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
63	63	0	0	2/2	2	1	VI		Bb	vi		VI		VI							M	0	1	-4, 0, -3		-4	-4
63	63	1/2	1/2	2/2	2	1	Ger6		Bb	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
64	64	0	0	2/2	2	1	V}		Bb	vi		V		V						}	M	0	1	1, 5, 2		1	1
64	64	7/16	7/16	2/2	2	1	{		Bb	vi										{		0	1				
65	65	0	0	2/2	2	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
66	66	0	0	2/2	2	1	iv64		Bb	vi		iv64		iv		64					m	0	1	0, -1, -4		-1	0
68	68	0	0	2/2	2	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
69	69	0	0	2/2	2	1	#viio65		Bb	vi		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
69	69	1/4	1/4	2/2	2	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
70	70	0	0	2/2	2	1	#viio65		Bb	vi		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
70	70	1/4	1/4	2/2	2	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
71	71	0	0	2/2	2	1	VI		Bb	vi		VI		VI							M	0	1	-4, 0, -3		-4	-4
71	71	3/4	3/4	2/2	2	1	It6		Bb	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
72	72	0	0	2/2	2	1	V}		Bb	vi		V		V						}	M	0	1	1, 5, 2		1	1
73	73	0	0	2/2	2	1	v		Bb	vi		v		v							m	0	1	1, -2, 2		1	1
74	74	0	0	2/2	2	1	IV.V6		Bb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
75	75	0	0	2/2	2	1	V7		Bb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	76	0	0	2/2	2	1	I{		Bb	IV		I		I						{	M	0	0	0, 4, 1		0	0
76	76	1/2	1/2	2/2	2	1	I6		Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
76	76	3/4	3/4	2/2	2	1	V2		Bb	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
77	77	0	0	2/2	2	1	I6		Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
77	77	1/4	1/4	2/2	2	1	V6		Bb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
77	77	1/2	1/2	2/2	2	1	I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
77	77	3/4	3/4	2/2	2	1	V43		Bb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
78	78	0	0	2/2	2	1	V		Bb	IV		V		V							M	0	0	1, 5, 2		1	1
78	78	1/2	1/2	2/2	2	1	V6		Bb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
79	79	1/2	1/2	2/2	2	1	V43		Bb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
79	79	3/4	3/4	2/2	2	1	V6		Bb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
80	80	0	0	2/2	2	1	I}		Bb	IV		I		I						}	M	0	0	0, 4, 1		0	0
80	80	3/8	3/8	2/2	2	1	{		Bb	IV										{		0	0				
80	80	3/4	3/4	2/2	2	1	I6		Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
81	81	1/4	1/4	2/2	2	1	IV		Bb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
81	81	3/4	3/4	2/2	2	1	IV6		Bb	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
82	82	0	0	2/2	2	1	V(64)		Bb	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
82	82	3/4	3/4	2/2	2	1	I6		Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
83	83	1/4	1/4	2/2	2	1	IV		Bb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
83	83	3/4	3/4	2/2	2	1	IV6		Bb	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
84	84	0	0	2/2	2	1	V(64)		Bb	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
84	84	1/2	1/2	2/2	2	1	viio6/V		Bb	IV		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
85	85	1/4	1/4	2/2	2	1	V+6/IV		Bb	IV		V+6/IV		V	+	6		IV			+	0	0	4, 8, 0		0	4
85	85	1/2	1/2	2/2	2	1	IV		Bb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
85	85	3/4	3/4	2/2	2	1	viio6		Bb	IV		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
86	86	0	0	2/2	2	1	I6		Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
86	86	1/2	1/2	2/2	2	1	V43		Bb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
86	86	3/4	3/4	2/2	2	1	I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
87	87	0	0	2/2	2	1	V65}		Bb	IV		V65		V		65				}	Mm7	0	0	5, 2, -1, 1		1	5
87	87	7/8	7/8	2/2	2	1	{		Bb	IV										{		0	0				
88	88	0	0	2/2	2	1	I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
88	88	1/4	1/4	2/2	2	1	ii6		Bb	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
88	88	1/2	1/2	2/2	2	1	V(64)		Bb	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
88	88	3/4	3/4	2/2	2	1	V		Bb	IV		V		V							M	0	0	1, 5, 2		1	1
89	89	0	0	2/2	2	1	V65}		Bb	IV		V65		V		65				}	Mm7	0	0	5, 2, -1, 1		1	5
89	89	7/8	7/8	2/2	2	1	{		Bb	IV										{		0	0				
90	90	0	0	2/2	2	1	I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
90	90	1/4	1/4	2/2	2	1	ii6		Bb	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
90	90	1/2	1/2	2/2	2	1	V(64)}		Bb	IV		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
90	90	3/4	3/4	2/2	2	1	V		Bb	IV		V		V							M	0	0	1, 5, 2		1	1
91	91	0	0	2/2	2	1	I6{	vi64{	Bb	IV		I6		I		6				{	M	0	0	4, 1, 0		0	4
91	91	1/2	1/2	2/2	2	1	vi6		Bb	IV		vi6		vi		6					m	0	0	0, 4, 3		3	0
92	92	0	0	2/2	2	1	#viio65/vi		Bb	IV		#viio65/vi		#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
92	92	1/2	1/2	2/2	2	1	#viio43/vi		Bb	IV		#viio43/vi		#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
93	93	0	0	2/2	2	1	vi6		Bb	IV		vi6		vi		6					m	0	0	0, 4, 3		3	0
93	93	1/4	1/4	2/2	2	1	V6/vi		Bb	IV		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
93	93	1/2	1/2	2/2	2	1	vi		Bb	IV		vi		vi							m	0	0	3, 0, 4		3	3
93	93	3/4	3/4	2/2	2	1	V64/vi		Bb	IV		V64/vi		V		64		vi			M	0	0	5, 4, 8		4	5
94	94	0	0	2/2	2	1	vi6		Bb	IV		vi6		vi		6					m	0	0	0, 4, 3		3	0
94	94	1/4	1/4	2/2	2	1	V6/vi		Bb	IV		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
94	94	1/2	1/2	2/2	2	1	vi}		Bb	IV		vi		vi						}	m	0	0	3, 0, 4		3	3
95	95	0	0	2/2	2	1	i.I6		Bb	i		I6		I		6					M	0	1	4, 1, 0		0	4
96	96	0	0	2/2	2	1	#viio65		Bb	i		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
96	96	1/2	1/2	2/2	2	1	#viio43		Bb	i		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
97	97	0	0	2/2	2	1	i		Bb	i		i		i							m	0	1	0, -3, 1		0	0
97	97	1/4	1/4	2/2	2	1	V6		Bb	i		V6		V		6					M	0	1	5, 2, 1		1	5
97	97	1/2	1/2	2/2	2	1	i		Bb	i		i		i							m	0	1	0, -3, 1		0	0
97	97	3/4	3/4	2/2	2	1	V64		Bb	i		V64		V		64					M	0	1	2, 1, 5		1	2
98	98	0	0	2/2	2	1	i		Bb	i		i		i							m	0	1	0, -3, 1		0	0
98	98	1/4	1/4	2/2	2	1	V6		Bb	i		V6		V		6					M	0	1	5, 2, 1		1	5
98	98	1/2	1/2	2/2	2	1	i		Bb	i		i		i							m	0	1	0, -3, 1		0	0
99	99	0	0	2/2	2	1	V43/VI		Bb	i		V43/VI		V		43		VI			Mm7	0	1	-2, -5, -3, 1		-3	-2
99	99	1/2	1/2	2/2	2	1	VI		Bb	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
100	100	0	0	2/2	2	1	V43/iv		Bb	i		V43/iv		V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
100	100	1/2	1/2	2/2	2	1	iv		Bb	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
101	101	0	0	2/2	2	1	V(64)		Bb	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
101	101	1/2	1/2	2/2	2	1	Ger6		Bb	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
103	103	0	0	2/2	2	1	V[V}		Bb	i	V	V		V						}	M	0	1	1, 5, 2		1	1
103	103	1/2	1/2	2/2	2	1	i		Bb	i	V	i		i							m	0	1	0, -3, 1		0	0
104	104	0	0	2/2	2	1	V		Bb	i	V	V		V							M	0	1	1, 5, 2		1	1
104	104	1/2	1/2	2/2	2	1	i		Bb	i	V	i		i							m	0	1	0, -3, 1		0	0
105	105	0	0	2/2	2	1	V		Bb	i	V	V		V							M	0	1	1, 5, 2		1	1
105	105	1/4	1/4	2/2	2	1	i		Bb	i	V	i		i							m	0	1	0, -3, 1		0	0
105	105	1/2	1/2	2/2	2	1	V		Bb	i	V	V		V							M	0	1	1, 5, 2		1	1
105	105	3/4	3/4	2/2	2	1	viio64/V		Bb	i	V	viio64/V		vii	o	64		V			o	0	1	0, 6, 3		6	0
106	106	0	0	2/2	2	1	V		Bb	i	V	V		V							M	0	1	1, 5, 2		1	1
106	106	1/4	1/4	2/2	2	1	i		Bb	i	V	i		i							m	0	1	0, -3, 1		0	0
106	106	1/2	1/2	2/2	2	1	V		Bb	i	V	V		V							M	0	1	1, 5, 2		1	1
106	106	3/4	3/4	2/2	2	1	viio64/V		Bb	i	V	viio64/V		vii	o	64		V			o	0	1	0, 6, 3		6	0
107	107	0	0	2/2	2	1	I.V		Bb	I	V	V		V							M	0	0	1, 5, 2		1	1
108	108	0	0	2/2	2	1	vi2		Bb	I	V	vi2		vi		2					mm7	0	0	1, 3, 0, 4		3	1
108	108	3/4	3/4	2/2	2	1	V(#4#2)		Bb	I	V	V(#4#2)		V			#4#2				M	0	0	1, 10, 7		1	1
109	109	0	0	2/2	2	1	V6		Bb	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
109	109	3/8	3/8	2/2	2	1	V+		Bb	I	V	V+		V	+						+	0	0	1, 5, 9		1	1
109	109	1/2	1/2	2/2	2	1	I64		Bb	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
109	109	3/4	3/4	2/2	2	1	#viio64/ii		Bb	I	V	#viio64/ii		#vii	o	64		ii			o	0	0	1, 7, 4		7	1
110	110	0	0	2/2	2	1	V7]		Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
112	112	0	0	2/2	2	1	I{		Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
112	112	1/2	1/2	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
112	112	3/4	3/4	2/2	2	1	vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
113	113	0	0	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
113	113	1/2	1/2	2/2	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
