mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
131	131	1/4	1/4	2/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
132	132	0	0	2/4	4	1		I(4)		F	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
132	132	1/4	1/4	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
133	133	1/4	1/4	2/4	4	1		V+/vi		F	I		V+/vi	V	+			vi			+	0	0	4, 8, 12		4	4
134	134	0	0	2/4	4	1		#viio43/ii		F	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
134	134	1/4	1/4	2/4	4	1		V6/V		F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
134	134	3/8	3/8	2/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
135	135	1/8	1/8	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
135	135	1/4	1/4	2/4	4	1		ii65		F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
135	135	3/8	3/8	2/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
136	136	0	0	2/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
136	136	1/4	1/4	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
137	137	0	0	2/4	4	1		V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
137	137	1/4	1/4	2/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
138	138	0	0	2/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
138	138	1/8	1/8	2/4	4	1		viio64		F	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
138	138	1/4	1/4	2/4	4	1		viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
138	138	3/8	3/8	2/4	4	1		V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
139	139	0	0	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
139	139	1/4	1/4	2/4	4	1		V7/IV		F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
140	140	0	0	2/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
141	141	0	0	2/4	4	1		V7/IV		F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
143	143	0	0	2/4	4	1		IV64		F	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
143	143	1/8	1/8	2/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
144	144	0	0	2/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
145	145	1/8	1/8	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
145	145	1/4	1/4	2/4	4	1		I(64)		F	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
145	145	3/8	3/8	2/4	4	1		VII		F	I		VII	VII							M	0	0	5, 9, 6		5	5
146	146	0	0	2/4	4	1		V43/vi		F	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
146	146	1/8	1/8	2/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
146	146	1/4	1/4	2/4	4	1		V7/V		F	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
146	146	3/8	3/8	2/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
147	147	0	0	2/4	4	1		#viio/iii		F	I		#viio/iii	#vii	o			iii			o	0	0	9, 6, 3		9	9
148	148	0	0	2/4	4	1		iii		F	I		iii	iii							m	0	0	4, 1, 5		4	4
148	148	1/4	1/4	2/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
148	148	3/8	3/8	2/4	4	1		viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
149	149	0	0	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
149	149	1/8	1/8	2/4	4	1		V43/vi		F	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
149	149	3/8	3/8	2/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
150	150	0	0	2/4	4	1		V6/vi		F	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
150	150	1/8	1/8	2/4	4	1		V7/vi		F	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
150	150	1/4	1/4	2/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
150	150	3/8	3/8	2/4	4	1		#viio7/iii		F	I		#viio7/iii	#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
151	151	0	0	2/4	4	1		V7/vi		F	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
151	151	1/4	1/4	2/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
152	152	0	0	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
152	152	1/16	1/16	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
152	152	3/16	3/16	2/4	4	1		I(64)		F	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
152	152	5/16	5/16	2/4	4	1		I[viio6/V		F	I	I	viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
152	152	7/16	7/16	2/4	4	1		I]		F	I	I	I	I							M	0	0	0, 4, 1		0	0
153	153	0	0	2/4	4	1		V+/vi		F	I		V+/vi	V	+			vi			+	0	0	4, 8, 12		4	4
153	153	1/8	1/8	2/4	4	1		vi64		F	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
153	153	1/4	1/4	2/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
154	154	0	0	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
154	154	1/8	1/8	2/4	4	1		I64		F	I		I64	I		64					M	0	0	1, 0, 4		0	1
154	154	1/4	1/4	2/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
154	154	3/8	3/8	2/4	4	1		V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
155	155	0	0	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
155	155	1/4	1/4	2/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
156	156	0	0	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
156	156	1/8	1/8	2/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
156	156	1/4	1/4	2/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
157	157	0	0	2/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
157	157	1/8	1/8	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
157	157	1/4	1/4	2/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
158	158	0	0	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
158	158	1/8	1/8	2/4	4	1		ii65		F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
158	158	1/4	1/4	2/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
158	158	3/8	3/8	2/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
159	159	0	0	2/4	4	1		#viio6/ii		F	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
159	159	3/8	3/8	2/4	4	1		V2/ii		F	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
160	160	0	0	2/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
160	160	1/4	1/4	2/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
161	161	0	0	2/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
161	161	3/8	3/8	2/4	4	1		V2/ii		F	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
162	162	0	0	2/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
162	162	3/8	3/8	2/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
164	164	0	0	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
164	164	1/4	1/4	2/4	4	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
164	164	3/8	3/8	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
165	165	0	0	2/4	4	1		V/V		F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
166	166	0	0	2/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
166	166	1/4	1/4	2/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
167	167	0	0	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
167	167	1/4	1/4	2/4	4	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
168	168	0	0	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
168	168	1/4	1/4	2/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
168	168	3/8	3/8	2/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
169	169	0	0	2/4	4	1		V6/V		F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
169	169	1/4	1/4	2/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
170	170	0	0	2/4	4	1		V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
170	170	1/4	1/4	2/4	4	1		V(4)		F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
170	170	7/16	7/16	2/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
171	171	0	0	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
172	172	0	0	2/4	4	1		V7(#2)		F	I		V7(#2)	V		7	#2				Mm7	0	0	1, 10, 2, -1		1	1
172	172	1/8	1/8	2/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
172	172	1/4	1/4	2/4	4	1		V65(4)		F	I		V65(4)	V		65	4				Mm7	0	0	0, 2, -1, 1		1	0
173	173	0	0	2/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
174	174	0	0	2/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
175	175	0	0	2/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
176	176	0	0	2/4	4	1		viio64		F	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
177	177	1/16	1/16	2/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
178	178	0	0	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
178	178	1/4	1/4	2/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
179	179	0	0	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
179	179	1/8	1/8	2/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
179	179	1/4	1/4	2/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
179	179	3/8	3/8	2/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
179	179	11/24	11/24	2/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
180	180	0	0	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
180	180	1/4	1/4	2/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
181	181	0	0	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
181	181	1/8	1/8	2/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
181	181	1/4	1/4	2/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
181	181	3/8	3/8	2/4	4	1		v6		F	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
183	183	0	0	2/4	4	1		#viio2/ii		F	I		#viio2/ii	#vii	o	2		ii			o7	0	0	-2, 7, 4, 1		7	-2
184	184	0	0	2/4	4	1		bVII		F	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
185	185	0	0	2/4	4	1		viio/IV		F	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
185	185	1/4	1/4	2/4	4	1		V2/IV		F	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
186	186	0	0	2/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
186	186	1/4	1/4	2/4	4	1		V65/IV		F	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
187	187	0	0	2/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
187	187	3/8	3/8	2/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
188	188	0	0	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
188	188	1/4	1/4	2/4	4	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
188	188	3/8	3/8	2/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
189	189	0	0	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
189	189	1/8	1/8	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
189	189	1/4	1/4	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
189	189	3/8	3/8	2/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
190	190	0	0	2/4	4	1		I	V	F	I		I	I							M	0	0	0, 4, 1		0	0
190	190	1/8	1/8	2/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
190	190	3/16	3/16	2/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
190	190	1/4	1/4	2/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
190	190	5/16	5/16	2/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
190	190	3/8	3/8	2/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
191	191	0	0	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
191	191	1/8	1/8	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
191	191	1/4	1/4	2/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
191	191	3/8	3/8	2/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
192	192	0	0	2/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
192	192	1/8	1/8	2/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
192	192	1/4	1/4	2/4	4	1		V(4)		F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
192	192	3/8	3/8	2/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
193	193	0	0	2/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
