mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
28	28	3/4	3/4	4/4	4	1		I6		Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
28	28	7/8	7/8	4/4	4	1		V43		Db	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
29	29	0	0	4/4	4	1		I6		Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
29	29	1/4	1/4	4/4	4	1		IV		Db	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
29	29	1/2	1/2	4/4	4	1		V43/IV		Db	V		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
30	30	0	0	4/4	4	1		IV6	I.I6	Db	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
30	30	1/4	1/4	4/4	4	1		IV		Db	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
30	30	1/2	1/2	4/4	4	1		V(64)		Db	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
30	30	3/4	3/4	4/4	4	1		V		Db	V		V	V							M	0	0	1, 5, 2		1	1
31	31	0	0	4/4	4	1		V2/ii		Db	V		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
31	31	3/16	3/16	4/4	4	1		V65/ii		Db	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
31	31	1/4	1/4	4/4	4	1		ii		Db	V		ii	ii							m	0	0	2, -1, 3		2	2
31	31	1/2	1/2	4/4	4	1		V/ii		Db	V		V/ii	V				ii			M	0	0	3, 7, 4		3	3
31	31	5/8	5/8	4/4	4	1		V65		Db	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
31	31	3/4	3/4	4/4	4	1		I		Db	V		I	I							M	0	0	0, 4, 1		0	0
31	31	13/16	13/16	4/4	4	1		vi65		Db	V		vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
31	31	7/8	7/8	4/4	4	1		V43		Db	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
32	32	0	0	4/4	4	1		I		Db	V		I	I							M	0	0	0, 4, 1		0	0
32	32	1/2	1/2	4/4	4	1		V6		Db	V		V6	V		6					M	0	0	5, 2, 1		1	5
32	32	3/4	3/4	4/4	4	1		V7		Db	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	33	0	0	4/4	4	1		I		Db	V		I	I							M	0	0	0, 4, 1		0	0
33	33	1/16	1/16	4/4	4	1		I6		Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
33	33	5/16	5/16	4/4	4	1		vi64		Db	V		vi64	vi		64					m	0	0	4, 3, 0		3	4
33	33	1/2	1/2	4/4	4	1		V/vi		Db	V		V/vi	V				vi			M	0	0	4, 8, 5		4	4
33	33	9/16	9/16	4/4	4	1		V2/VII		Db	V		V2/VII	V		2		VII			Mm7	0	0	4, 6, 10, 7		6	4
33	33	3/4	3/4	4/4	4	1		V2/vi		Db	V		V2/vi	V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
33	33	15/16	15/16	4/4	4	1		V65/vi		Db	V		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
34	34	0	0	4/4	4	1		V7/ii		Db	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
34	34	1/2	1/2	4/4	4	1		V/V		Db	V		V/V	V				V			M	0	0	2, 6, 3		2	2
34	34	7/8	7/8	4/4	4	1		V2/V		Db	V		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
35	35	0	0	4/4	4	1		V6(6)		Db	V		V6(6)	V		6	6				M	0	0	5, 4, 1		1	5
35	35	1/16	1/16	4/4	4	1		V		Db	V		V	V							M	0	0	1, 5, 2		1	1
35	35	1/2	1/2	4/4	4	1		V7/V		Db	V		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
36	36	0	0	4/4	4	1		V7(b2)/V		Db	V		V7(b2)/V	V		7	b2	V			Mm7	0	0	-3, 6, 3, 0		2	-3
36	36	1/2	1/2	4/4	4	1		V7/V		Db	V		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
37	37	0	0	4/4	4	1		V7(b2)/V		Db	V		V7(b2)/V	V		7	b2	V			Mm7	0	0	-3, 6, 3, 0		2	-3
37	37	1/2	1/2	4/4	4	1		V7/V		Db	V		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
37	37	3/4	3/4	4/4	4	1		V43		Db	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
38	38	0	0	4/4	4	1		I		Db	V		I	I							M	0	0	0, 4, 1		0	0
38	38	1/2	1/2	4/4	4	1		V65		Db	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
38	38	3/4	3/4	4/4	4	1		V43		Db	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
39	39	0	0	4/4	4	1		I		Db	V		I	I							M	0	0	0, 4, 1		0	0
39	39	1/4	1/4	4/4	4	1		I6		Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
39	39	1/2	1/2	4/4	4	1		IV		Db	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
39	39	5/8	5/8	4/4	4	1		viio64		Db	V		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
39	39	3/4	3/4	4/4	4	1		vi		Db	V		vi	vi							m	0	0	3, 0, 4		3	3
39	39	7/8	7/8	4/4	4	1		V65		Db	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
40	40	0	0	4/4	4	1		I		Db	V		I	I							M	0	0	0, 4, 1		0	0
40	40	1/4	1/4	4/4	4	1		I6		Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
40	40	1/2	1/2	4/4	4	1		ii		Db	V		ii	ii							m	0	0	2, -1, 3		2	2
40	40	5/8	5/8	4/4	4	1		I6		Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
40	40	3/4	3/4	4/4	4	1		V2		Db	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
41	41	0	0	4/4	4	1		I		Db	V		I	I							M	0	0	0, 4, 1		0	0
41	41	1/4	1/4	4/4	4	1		I6		Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
41	41	1/2	1/2	4/4	4	1		IV		Db	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
41	41	5/8	5/8	4/4	4	1		viio64		Db	V		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
41	41	3/4	3/4	4/4	4	1		IV6		Db	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
41	41	7/8	7/8	4/4	4	1		V65		Db	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	0	0	4/4	4	1		V7/ii		Db	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
42	42	1/8	1/8	4/4	4	1		vii%7/V		Db	V		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
42	42	3/16	3/16	4/4	4	1		V6		Db	V		V6	V		6					M	0	0	5, 2, 1		1	5
42	42	1/4	1/4	4/4	4	1		iii		Db	V		iii	iii							m	0	0	4, 1, 5		4	4
42	42	3/8	3/8	4/4	4	1		I64		Db	V		I64	I		64					M	0	0	1, 0, 4		0	1
42	42	1/2	1/2	4/4	4	1		vi		Db	V		vi	vi							m	0	0	3, 0, 4		3	3
42	42	5/8	5/8	4/4	4	1		V65/V		Db	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
42	42	7/8	7/8	4/4	4	1		V		Db	V		V	V							M	0	0	1, 5, 2		1	1
43	43	0	0	4/4	4	1		V.ii7		Db	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
43	43	1/8	1/8	4/4	4	1		vii%7		Db	V		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
43	43	3/16	3/16	4/4	4	1		I6		Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
43	43	3/8	3/8	4/4	4	1		I64		Db	V		I64	I		64					M	0	0	1, 0, 4		0	1
43	43	1/2	1/2	4/4	4	1		ii65		Db	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
43	43	5/8	5/8	4/4	4	1		V		Db	V		V	V							M	0	0	1, 5, 2		1	1
43	43	3/4	3/4	4/4	4	1		i		Db	V		i	i							m	0	0	0, -3, 1		0	0
43	43	7/8	7/8	4/4	4	1		V6/V		Db	V		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
44	44	0	0	4/4	4	1		I.ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
44	44	1/8	1/8	4/4	4	1		V6		Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
44	44	1/4	1/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
44	44	1/2	1/2	4/4	4	1		ii6		Db	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
44	44	5/8	5/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	3/4	3/4	4/4	4	1		I\\		Db	I		I	I						\\	M	0	0	0, 4, 1		0	0
45	45	0	0	4/4	4	1		V.ii		Db	V		ii	ii							m	0	0	2, -1, 3		2	2
45	45	1/8	1/8	4/4	4	1		V		Db	V		V	V							M	0	0	1, 5, 2		1	1
45	45	1/4	1/4	4/4	4	1		I		Db	V		I	I							M	0	0	0, 4, 1		0	0
45	45	1/2	1/2	4/4	4	1		V		Db	V		V	V							M	0	0	1, 5, 2		1	1
45	45	3/4	3/4	4/4	4	1		I.V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	0	0	4/4	4	1		I64		Db	I		I64	I		64					M	0	0	1, 0, 4		0	1
46	46	1/4	1/4	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
46	46	1/2	1/2	4/4	4	1		V2		Db	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
46	46	5/8	5/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
47	47	1/2	1/2	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
47	47	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
48	48	0	0	4/4	4	1		V43/ii		Db	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
48	48	1/4	1/4	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
48	48	1/2	1/2	4/4	4	1		V65/IV		Db	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
49	49	0	0	4/4	4	1		@none		Db	I		@none	@none							m	0	0				
49	49	1/2	1/2	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
50	50	0	0	4/4	4	1		ii6		Db	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
50	50	1/4	1/4	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
50	50	1/2	1/2	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
50	50	5/8	5/8	4/4	4	1		V		Db	I		V	V							M	0	0	1, 5, 2		1	1
50	50	3/4	3/4	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
50	50	7/8	7/8	4/4	4	1		I64		Db	I		I64	I		64					M	0	0	1, 0, 4		0	1
51	51	0	0	4/4	4	1		ii6		Db	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
51	51	1/8	1/8	4/4	4	1		V65		Db	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
