mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
24	23	5/8	5/8	3/4	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
24	23	11/16	11/16	3/4	2	1	V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
25	24	0	0	3/4	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
25	24	1/8	1/8	3/4	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
25	24	1/4	1/4	3/4	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
25	24	1/2	1/2	3/4	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
26	25	0	0	3/4	2	1	I}{		F	V		I		I						}{	M	0	0	0, 4, 1		0	0
26	25	1/4	1/4	3/4	2	1	vi6		F	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
26	25	7/16	7/16	3/4	2	1	V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
26	25	1/2	1/2	3/4	2	1	IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
26	25	11/16	11/16	3/4	2	1	iii6		F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
27	26	0	0	3/4	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
28	27	0	0	3/4	2	1	V[V(64)		F	V	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
29	28	1/16	1/16	3/4	2	1	viio2/V		F	V	V	viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
29	28	1/8	1/8	3/4	2	1	V7		F	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	28	3/16	3/16	3/4	2	1	V(64)		F	V	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
29	28	1/4	1/4	3/4	2	1	V(4)		F	V	V	V(4)		V			4				M	0	0	1, 0, 2		1	1
29	28	1/2	1/2	3/4	2	1	V7]		F	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	29	0	0	3/4	2	1	I[I}{		F	V	I	I		I						}{	M	0	0	0, 4, 1		0	0
30	29	1/8	1/8	3/4	2	1	V7/IV		F	V	I	V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
30	29	1/4	1/4	3/4	2	1	IV6		F	V	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
30	29	1/2	1/2	3/4	2	1	viio6		F	V	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
31	30	0	0	3/4	2	1	I		F	V	I	I		I							M	0	0	0, 4, 1		0	0
31	30	1/8	1/8	3/4	2	1	V7/IV		F	V	I	V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
31	30	1/4	1/4	3/4	2	1	IV6		F	V	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
31	30	1/2	1/2	3/4	2	1	V43]		F	V	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
32	31	0	0	3/4	2	1	I(974)}		F	V		I(974)		I			974			}	M	0	0	0, -1, 1	2, 5	0	0
32	31	1/4	1/4	3/4	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
33	31	0	1/2	3/4	2	1	I6{		F	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
34	32	0	0	3/4	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
35	33	0	0	3/4	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	34	0	0	3/4	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
36	34	1/2	1/2	3/4	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	35	0	0	3/4	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
38	36	0	0	3/4	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
38	36	1/4	1/4	3/4	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
38	36	1/2	1/2	3/4	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	37	0	0	3/4	2	1	i}{		F	V		i		i						}{	m	0	0	0, -3, 1		0	0
40	38	0	0	3/4	2	1	vi.V7(11)/iv		F	vi		V7(11)/iv		V		7	11	iv			Mm7	0	1	0, 4, 1, -2	-1	0	0
40	38	1/8	1/8	3/4	2	1	V7/iv		F	vi		V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
41	39	0	0	3/4	2	1	iv(119)		F	vi		iv(119)		iv			119				m	0	1	-1, -4, 0	-2, 1	-1	-1
41	39	1/8	1/8	3/4	2	1	iv		F	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
42	40	0	0	3/4	2	1	V7(11)		F	vi		V7(11)		V		7	11				Mm7	0	1	1, 5, 2, -1	0	1	1
42	40	1/8	1/8	3/4	2	1	V7		F	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
43	41	0	0	3/4	2	1	VI(1311)		F	vi		VI(1311)		VI			1311				M	0	1	-4, 0, -3	-1, 2	-4	-4
43	41	1/8	1/8	3/4	2	1	VI		F	vi		VI		VI							M	0	1	-4, 0, -3		-4	-4
44	42	0	0	3/4	2	1	Ger6(2)		F	vi		Ger6(2)	Ger	vii	o	65	b32	V			Ger	0	1	-4, 0, -3, 1		6	-4
44	42	1/8	1/8	3/4	2	1	Ger6		F	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
45	43	0	0	3/4	2	1	V}{		F	vi		V		V						}{	M	0	1	1, 5, 2		1	1
45	43	1/2	1/2	3/4	2	1	i		F	vi		i		i							m	0	1	0, -3, 1		0	0
46	44	0	0	3/4	2	1	iv(9)		F	vi		iv(9)		iv			9				m	0	1	-1, -4, 0	1	-1	-1
46	44	1/4	1/4	3/4	2	1	iv		F	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
46	44	1/2	1/2	3/4	2	1	V7/III		F	vi		V7/III		V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
47	45	0	0	3/4	2	1	III(9)		F	vi		III(9)		III			9				M	0	1	-3, 1, -2	-1	-3	-3
47	45	1/4	1/4	3/4	2	1	III		F	vi		III		III							M	0	1	-3, 1, -2		-3	-3
47	45	1/2	1/2	3/4	2	1	i		F	vi		i		i							m	0	1	0, -3, 1		0	0
48	46	0	0	3/4	2	1	V65/VII		F	vi		V65/VII		V		65		VII			Mm7	0	1	3, 0, -3, -1		-1	3
48	46	1/2	1/2	3/4	2	1	#viio		F	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
49	47	0	0	3/4	2	1	i(9)		F	vi		i(9)		i			9				m	0	1	0, -3, 1	2	0	0
49	47	1/4	1/4	3/4	2	1	i		F	vi		i		i							m	0	1	0, -3, 1		0	0
49	47	1/2	1/2	3/4	2	1	I.V7/V		F	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
50	48	0	0	3/4	2	1	v(9)		F	I		v(9)		v			9				m	0	0	1, -2, 2	3	1	1
50	48	1/4	1/4	3/4	2	1	v		F	I		v		v							m	0	0	1, -2, 2		1	1
50	48	1/2	1/2	3/4	2	1	viio/IV		F	I		viio/IV		vii	o			IV			o	0	0	4, 1, -2		4	4
51	49	0	0	3/4	2	1	V65/ii		F	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
51	49	1/2	1/2	3/4	2	1	ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
52	50	0	0	3/4	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
52	50	1/8	1/8	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
52	50	1/4	1/4	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
52	50	5/8	5/8	3/4	2	1	vii%7/V		F	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
53	51	0	0	3/4	2	1	V(64)}		F	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
53	51	1/8	1/8	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
53	51	1/2	1/2	3/4	2	1	viio7/V		F	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
54	52	0	0	3/4	2	1	V(b64)		F	I		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
54	52	1/8	1/8	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
54	52	1/2	1/2	3/4	2	1	It6		F	I		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
55	53	0	0	3/4	2	1	V(#74)		F	I		V(#74)		V			#74				M	0	0	1, 0, 2	6	1	1
55	53	1/4	1/4	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
55	53	1/2	1/2	3/4	2	1	I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
56	54	1/4	1/4	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
56	54	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	55	0	0	3/4	2	1	vi(64)		F	I		vi(64)		vi			64				m	0	0	3, 2, -1		3	3
57	55	1/4	1/4	3/4	2	1	vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
57	55	1/2	1/2	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
58	56	0	0	3/4	2	1	ii65		F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
58	56	1/4	1/4	3/4	2	1	ii7		F	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
58	56	1/2	1/2	3/4	2	1	ii65		F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
59	57	0	0	3/4	2	1	V(64)}		F	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
59	57	1/4	1/4	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
59	57	1/2	1/2	3/4	2	1	I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
60	58	1/4	1/4	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
60	58	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	59	0	0	3/4	2	1	vi(64)		F	I		vi(64)		vi			64				m	0	0	3, 2, -1		3	3
61	59	1/4	1/4	3/4	2	1	vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
61	59	1/2	1/2	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
61	59	5/8	5/8	3/4	2	1	viio64		F	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
62	60	0	0	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
62	60	1/8	1/8	3/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
62	60	1/4	1/4	3/4	2	1	V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
62	60	1/2	1/2	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
63	61	0	0	3/4	2	1	I}{		F	I		I		I						}{	M	0	0	0, 4, 1		0	0
64	62	0	0	3/4	2	1	V2/IV		F	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
65	63	0	0	3/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
66	64	0	0	3/4	2	1	V2/ii		F	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
67	65	0	0	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
69	67	0	0	3/4	2	1	V(64)}		F	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
69	67	1/4	1/4	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
70	68	0	0	3/4	2	1	I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
70	68	3/8	3/8	3/4	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
70	68	1/2	1/2	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
70	68	5/8	5/8	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
71	69	0	0	3/4	2	1	ii	viio6	F	I		ii		ii							m	0	0	2, -1, 3		2	2
71	69	1/4	1/4	3/4	2	1	viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
71	69	3/8	3/8	3/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
71	69	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
71	69	5/8	5/8	3/4	2	1	V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
72	70	0	0	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
72	70	3/8	3/8	3/4	2	1	V2/IV		F	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
72	70	1/2	1/2	3/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
72	70	5/8	5/8	3/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
73	71	0	0	3/4	2	1	V43/IV		F	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
73	71	3/8	3/8	3/4	2	1	V65/IV		F	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
73	71	1/2	1/2	3/4	2	1	V7/IV		F	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
73	71	5/8	5/8	3/4	2	1	V2/IV		F	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
74	72	0	0	3/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
74	72	1/2	1/2	3/4	2	1	I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
75	73	0	0	3/4	2	1	ii65		F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
75	73	1/2	1/2	3/4	2	1	I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
76	74	0	0	3/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
76	74	1/2	1/2	3/4	2	1	I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
77	75	0	0	3/4	2	1	ii65		F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
77	75	1/4	1/4	3/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
77	75	1/2	1/2	3/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
77	75	5/8	5/8	3/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
77	75	11/16	11/16	3/4	2	1	vii%7		F	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
78	76	0	0	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
78	76	1/8	1/8	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
78	76	1/4	1/4	3/4	2	1	V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
78	76	1/2	1/2	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
79	77	0	0	3/4	2	1	I}{		F	I		I		I						}{	M	0	0	0, 4, 1		0	0
79	77	1/4	1/4	3/4	2	1	vi6		F	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
79	77	7/16	7/16	3/4	2	1	V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
79	77	1/2	1/2	3/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
79	77	11/16	11/16	3/4	2	1	iii6		F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
80	78	0	0	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
80	78	5/16	5/16	3/4	2	1	#viio7/ii		F	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
80	78	3/8	3/8	3/4	2	1	ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
80	78	7/16	7/16	3/4	2	1	viio43/V		F	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
80	78	1/2	1/2	3/4	2	1	V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
80	78	9/16	9/16	3/4	2	1	V7/vi		F	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
80	78	5/8	5/8	3/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
80	78	11/16	11/16	3/4	2	1	viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
81	79	0	0	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
81	79	1/8	1/8	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
81	79	1/4	1/4	3/4	2	1	V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
81	79	1/2	1/2	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
82	80	0	0	3/4	2	1	I}{		F	I		I		I						}{	M	0	0	0, 4, 1		0	0
82	80	1/4	1/4	3/4	2	1	vi6		F	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
82	80	7/16	7/16	3/4	2	1	V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
82	80	1/2	1/2	3/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
82	80	11/16	11/16	3/4	2	1	iii6		F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
83	81	0	0	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
84	82	0	0	3/4	2	1	V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
85	83	0	0	3/4	2	1	viio7/V		F	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
85	83	1/4	1/4	3/4	2	1	V7(4)		F	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
85	83	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
86	84	0	0	3/4	2	1	I[I}{		F	I	I	I		I						}{	M	0	0	0, 4, 1		0	0
86	84	1/8	1/8	3/4	2	1	V7/IV		F	I	I	V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
86	84	1/4	1/4	3/4	2	1	IV6		F	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
86	84	1/2	1/2	3/4	2	1	viio6		F	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
87	85	0	0	3/4	2	1	I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
87	85	1/8	1/8	3/4	2	1	V7/IV		F	I	I	V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
87	85	1/4	1/4	3/4	2	1	IV6		F	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
